 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.7402e-03 1.7402e-03 [ 1.6932e-03 1.3648e-05 1.7374e-05 2.7212e-06 1.6033e-06 4.7968e-06 1.7378e-06 5.0656e-06 ] 9.9826e-01
 2.267e-01 3.7015e-03 3.7015e-03 [ 3.5318e-03 3.6652e-05 6.9729e-05 1.0906e-05 6.4232e-06 1.9211e-05 6.9555e-06 1.9812e-05 ] 9.9630e-01
 3.400e-01 5.4124e-03 5.4124e-03 [ 5.0096e-03 1.0337e-04 1.5776e-04 2.4616e-05 1.4489e-05 4.3313e-05 1.5672e-05 4.3514e-05 ] 9.9459e-01
 4.533e-01 7.0625e-03 7.0625e-03 [ 6.3563e-03 1.7318e-04 2.8263e-04 4.3955e-05 2.5851e-05 7.7216e-05 2.7911e-05 7.5495e-05 ] 9.9294e-01
 5.667e-01 8.6575e-03 8.6575e-03 [ 7.5498e-03 2.7223e-04 4.4595e-04 6.9066e-05 4.0574e-05 1.2108e-04 4.3711e-05 1.1511e-04 ] 9.9134e-01
 6.800e-01 1.0218e-02 1.0218e-02 [ 8.6129e-03 3.9606e-04 6.4984e-04 1.0013e-04 5.8747e-05 1.7510e-04 6.3118e-05 1.6177e-04 ] 9.8978e-01
 7.933e-01 1.1757e-02 1.1757e-02 [ 9.5601e-03 5.4133e-04 8.9688e-04 1.3738e-04 8.0474e-05 2.3953e-04 8.6189e-05 2.1491e-04 ] 9.8824e-01
 9.067e-01 1.3289e-02 1.3289e-02 [ 1.0399e-02 7.1081e-04 1.1902e-03 1.8107e-04 1.0588e-04 3.1466e-04 1.1299e-04 2.7399e-04 ] 9.8671e-01
 1.020e+00 1.4829e-02 1.4829e-02 [ 1.1140e-02 9.0577e-04 1.5335e-03 2.3153e-04 1.3511e-04 4.0083e-04 1.4360e-04 3.3854e-04 ] 9.8517e-01
 1.133e+00 1.6390e-02 1.6390e-02 [ 1.1790e-02 1.1267e-03 1.9311e-03 2.8910e-04 1.6834e-04 4.9842e-04 1.7811e-04 4.0811e-04 ] 9.8361e-01
 1.247e+00 1.7987e-02 1.7987e-02 [ 1.2358e-02 1.3745e-03 2.3879e-03 3.5419e-04 2.0576e-04 6.0787e-04 2.1663e-04 4.8229e-04 ] 9.8201e-01
