f335/3	../H335.txt	2.50	1.25	6.00e-03	21.67	70.91	64.44	57.16	48.36
f335/4	../H335.txt	2.50	1.25	8.00e-03	17.43	60.80	54.79	48.16	40.28
f335/5	../H335.txt	2.50	1.25	1.00e-02	15.18	55.34	49.59	43.17	35.46
f335/6	../H335.txt	2.50	1.25	1.50e-02	12.47	47.01	41.17	34.55	26.66
f335/7	../H335.txt	2.50	1.25	2.00e-02	11.49	41.24	35.25	28.60	21.12
f335/8	../H335.txt	2.50	1.25	3.00e-02	10.70	34.21	28.57	22.74	16.77
f335/9	../H335.txt	2.50	1.25	4.00e-02	10.32	30.65	25.51	20.34	15.16
f335/10	../H335.txt	2.50	1.25	5.00e-02	10.08	28.64	23.85	19.06	14.31
f337/1	../H337.txt	2.50	1.25	4.00e-03	35.78	88.67	82.58	75.57	66.62
f337/2	../H337.txt	2.50	1.25	5.00e-03	26.21	78.84	72.47	65.17	56.01
f337/3	../H337.txt	2.50	1.25	6.00e-03	20.89	69.44	63.00	55.79	47.14
f337/4	../H337.txt	2.50	1.25	8.00e-03	17.03	59.96	54.02	47.46	39.64
f337/5	../H337.txt	2.50	1.25	1.00e-02	14.87	54.72	49.00	42.60	34.89
f337/6	../H337.txt	2.50	1.25	1.50e-02	12.31	46.45	40.60	33.96	26.06
f337/7	../H337.txt	2.50	1.25	2.00e-02	11.40	40.69	34.69	28.07	20.67
f337/8	../H337.txt	2.50	1.25	3.00e-02	10.63	33.76	28.17	22.42	16.54
f337/9	../H337.txt	2.50	1.25	4.00e-02	10.26	30.29	25.22	20.11	15.01
f337/10	../H337.txt	2.50	1.25	5.00e-02	10.02	28.35	23.61	18.87	14.18
f340/1	../H340.txt	2.50	1.25	4.00e-03	35.99	88.77	82.69	75.67	66.73
f340/2	../H340.txt	2.50	1.25	5.00e-03	26.21	78.82	72.44	65.13	55.95
f340/3	../H340.txt	2.50	1.25	6.00e-03	20.75	69.09	62.64	55.45	46.82
f340/4	../H340.txt	2.50	1.25	8.00e-03	16.90	59.60	53.69	47.16	39.35
f340/5	../H340.txt	2.50	1.25	1.00e-02	14.76	54.39	48.68	42.28	34.57
f340/6	../H340.txt	2.50	1.25	1.50e-02	12.26	46.07	40.20	33.55	25.65
f340/7	../H340.txt	2.50	1.25	2.00e-02	11.37	40.29	34.29	27.69	20.36
f340/8	../H340.txt	2.50	1.25	3.00e-02	10.62	33.42	27.88	22.19	16.40
f340/9	../H340.txt	2.50	1.25	4.00e-02	10.24	30.03	25.01	19.95	14.91
f340/10	../H340.txt	2.50	1.25	5.00e-02	10.01	28.13	23.44	18.74	14.10
f345/1	../H345.txt	3.00	1.30	4.00e-03	40.01	92.88	86.06	78.23	68.33
f345/2	../H345.txt	3.00	1.30	5.00e-03	37.06	88.84	81.94	74.05	64.21
f345/3	../H345.txt	3.00	1.30	6.00e-03	34.34	85.37	78.38	70.42	60.60
f345/4	../H345.txt	3.00	1.30	8.00e-03	28.99	78.99	71.82	63.70	53.85
f345/5	../H345.txt	3.00	1.30	1.00e-02	23.62	72.00	64.66	56.43	46.67
f345/6	../H345.txt	3.00	1.30	1.50e-02	16.82	58.11	51.07	43.29	34.19
f345/7	../H345.txt	3.00	1.30	2.00e-02	14.69	50.87	43.95	36.25	27.36
f345/8	../H345.txt	3.00	1.30	3.00e-02	13.26	42.96	36.16	28.86	21.13
f345/9	../H345.txt	3.00	1.30	4.00e-02	12.68	38.72	32.24	25.54	18.78
f345/10	../H345.txt	3.00	1.30	5.00e-02	12.35	36.19	30.03	23.76	17.59
f365/1	../H365.txt	3.00	1.30	4.00e-03	38.48	91.77	84.91	77.04	67.10
f365/2	../H365.txt	3.00	1.30	5.00e-03	35.00	87.33	80.38	72.44	62.52
f365/3	../H365.txt	3.00	1.30	6.00e-03	31.40	83.11	76.05	68.00	58.08
f365/4	../H365.txt	3.00	1.30	8.00e-03	23.15	72.63	65.32	57.11	47.31
f365/5	../H365.txt	3.00	1.30	1.00e-02	18.48	63.36	56.26	48.44	39.24
f365/6	../H365.txt	3.00	1.30	1.50e-02	14.45	51.65	44.85	37.22	28.26
f365/7	../H365.txt	3.00	1.30	2.00e-02	13.25	45.30	38.47	30.98	22.67
f365/8	../H365.txt	3.00	1.30	3.00e-02	12.31	38.26	31.85	25.21	18.47
f365/9	../H365.txt	3.00	1.30	4.00e-02	11.87	34.73	28.80	22.80	16.87
f365/10	../H365.txt	3.00	1.30	5.00e-02	11.61	32.71	27.11	21.49	16.02
f390/1	../H390.txt	3.00	1.30	4.00e-03	35.44	89.65	82.73	74.78	64.73
f390/2	../H390.txt	3.00	1.30	5.00e-03	28.79	82.45	75.32	67.18	57.04
f390/3	../H390.txt	3.00	1.30	6.00e-03	21.53	71.70	64.44	56.33	46.62
f390/4	../H390.txt	3.00	1.30	8.00e-03	16.54	60.04	53.32	45.83	36.81
f390/5	../H390.txt	3.00	1.30	1.00e-02	14.47	53.78	47.13	39.61	30.55
f390/6	../H390.txt	3.00	1.30	1.50e-02	12.71	44.31	37.54	30.11	21.84
f390/7	../H390.txt	3.00	1.30	2.00e-02	12.04	38.83	32.37	25.62	18.62
f390/8	../H390.txt	3.00	1.30	3.00e-02	11.39	33.32	27.63	21.90	16.17
f390/9	../H390.txt	3.00	1.30	4.00e-02	11.06	30.75	25.52	20.28	15.11
f390/10	../H390.txt	3.00	1.30	5.00e-02	10.85	29.27	24.31	19.34	14.50
f395/1	../H395.txt	3.00	1.30	4.00e-03	34.39	88.93	81.98	74.00	63.91
f395/2	../H395.txt	3.00	1.30	5.00e-03	25.30	78.68	71.44	63.19	53.02
f395/3	../H395.txt	3.00	1.30	6.00e-03	19.77	68.29	61.18	53.30	43.89
f395/4	../H395.txt	3.00	1.30	8.00e-03	15.67	58.03	51.41	43.96	34.94
f395/5	../H395.txt	3.00	1.30	1.00e-02	13.96	52.12	45.46	37.91	28.82
f395/6	../H395.txt	3.00	1.30	1.50e-02	12.46	42.91	36.17	28.86	20.86
f395/7	../H395.txt	3.00	1.30	2.00e-02	11.85	37.65	31.32	24.77	18.03
f395/8	../H395.txt	3.00	1.30	3.00e-02	11.23	32.49	26.95	21.38	15.81
f395/9	../H395.txt	3.00	1.30	4.00e-02	10.91	30.08	24.97	19.86	14.82
f395/10	../H395.txt	3.00	1.30	5.00e-02	10.71	28.69	23.84	18.98	14.25
f400/1	../H400.txt	3.00	1.30	4.00e-03	32.89	87.85	80.87	72.84	62.68
f400/2	../H400.txt	3.00	1.30	5.00e-03	22.22	74.04	66.77	58.59	48.69
f400/3	../H400.txt	3.00	1.30	6.00e-03	18.33	65.26	58.37	50.73	41.55
f400/4	../H400.txt	3.00	1.30	8.00e-03	14.94	56.15	49.58	42.13	33.07
f400/5	../H400.txt	3.00	1.30	1.00e-02	13.53	50.50	43.81	36.23	27.13
f400/6	../H400.txt	3.00	1.30	1.50e-02	12.23	41.53	34.85	27.69	19.99
f400/7	../H400.txt	3.00	1.30	2.00e-02	11.67	36.52	30.34	23.99	17.49
f400/8	../H400.txt	3.00	1.30	3.00e-02	11.08	31.70	26.30	20.88	15.46
f400/9	../H400.txt	3.00	1.30	4.00e-02	10.77	29.45	24.46	19.47	14.54
f400/10	../H400.txt	3.00	1.30	5.00e-02	10.58	28.13	23.39	18.64	14.00
f515/1	../H315.txt	2.50	1.25	4.00e-03	39.21	90.88	84.86	77.92	69.08
f515/2	../H315.txt	2.50	1.25	5.00e-03	35.96	86.55	80.45	73.46	64.68
f515/3	../H315.txt	2.50	1.25	6.00e-03	32.52	82.51	76.32	69.26	60.47
f515/4	../H315.txt	2.50	1.25	8.00e-03	23.71	72.15	65.68	58.38	49.54
f515/5	../H315.txt	2.50	1.25	1.00e-02	19.10	63.37	57.00	49.99	41.79
f515/6	../H315.txt	2.50	1.25	1.50e-02	14.60	52.64	46.77	40.23	32.48
f515/7	../H315.txt	2.50	1.25	2.00e-02	12.81	46.76	40.83	34.17	26.35
f515/8	../H315.txt	2.50	1.25	3.00e-02	11.55	39.16	33.16	26.67	19.67
f515/9	../H315.txt	2.50	1.25	4.00e-02	11.03	34.76	29.04	23.13	17.11
f515/10	../H315.txt	2.50	1.25	5.00e-02	10.74	32.11	26.73	21.29	15.87
b050/1	../H260.txt	0.50	0.52	4.00e-03	6.46	7.72	7.24	6.79	6.42
b050/2	../H260.txt	0.50	0.52	5.00e-03	6.50	7.80	7.30	6.85	6.46
b050/3	../H260.txt	0.50	0.52	6.00e-03	6.54	7.84	7.35	6.90	6.51
b050/4	../H260.txt	0.50	0.52	8.00e-03	5.59	7.47	7.02	6.56	6.12
b050/5	../H260.txt	0.50	0.52	1.00e-02	5.65	7.53	7.05	6.58	6.17
b050/6	../H260.txt	0.50	0.52	1.50e-02	6.38	7.97	7.46	7.00	6.58
b050/7	../H260.txt	0.50	0.52	2.00e-02	6.46	8.10	7.58	7.11	6.68
b050/8	../H260.txt	0.50	0.52	3.00e-02	6.53	8.27	7.72	7.23	6.80
b050/9	../H260.txt	0.50	0.52	4.00e-02	6.25	8.26	7.69	7.16	6.72
b050/10	../H260.txt	0.50	0.52	5.00e-02	6.80	8.63	8.05	7.50	7.05
b051/1	../H260.txt	0.50	0.12	4.00e-03	10.03	7.67	7.24	6.84	6.47
b051/2	../H260.txt	0.50	0.12	5.00e-03	10.05	7.69	7.25	6.86	6.49
b051/3	../H260.txt	0.50	0.12	6.00e-03	10.08	7.71	7.29	6.89	6.54
b051/4	../H260.txt	0.50	0.12	8.00e-03	10.20	7.80	7.37	6.96	6.59
b051/5	../H260.txt	0.50	0.12	1.00e-02	10.30	7.86	7.45	7.02	6.66
b051/6	../H260.txt	0.50	0.12	1.50e-02	10.36	7.92	7.49	7.08	6.69
b051/7	../H260.txt	0.50	0.12	2.00e-02	10.22	7.89	7.46	7.02	6.66
b051/8	../H260.txt	0.50	0.12	3.00e-02	9.89	7.74	7.31	6.89	6.50
b051/9	../H260.txt	0.50	0.12	4.00e-02	9.61	7.63	7.19	6.77	6.37
b051/10	../H260.txt	0.50	0.12	5.00e-02	9.32	7.50	7.06	6.65	6.23
b052/1	../H260.txt	0.50	0.06	4.00e-03	10.22	7.56	7.13	6.74	6.39
b052/2	../H260.txt	0.50	0.06	5.00e-03	10.25	7.57	7.14	6.77	6.43
b052/3	../H260.txt	0.50	0.06	6.00e-03	10.31	7.59	7.17	6.79	6.45
b052/4	../H260.txt	0.50	0.06	8.00e-03	10.48	7.68	7.25	6.89	6.54
b052/5	../H260.txt	0.50	0.06	1.00e-02	10.60	7.73	7.33	6.93	6.57
b052/6	../H260.txt	0.50	0.06	1.50e-02	10.69	7.79	7.36	7.00	6.65
b052/7	../H260.txt	0.50	0.06	2.00e-02	10.53	7.70	7.28	6.90	6.56
b052/8	../H260.txt	0.50	0.06	3.00e-02	10.06	7.47	7.05	6.67	6.33
b052/9	../H260.txt	0.50	0.06	4.00e-02	9.70	7.29	6.89	6.48	6.12
b052/10	../H260.txt	0.50	0.06	5.00e-02	9.37	7.13	6.71	6.33	5.98
b053/1	../H260.txt	0.50	0.04	4.00e-03	10.03	7.61	7.14	6.71	6.33
b053/2	../H260.txt	0.50	0.04	5.00e-03	10.12	7.65	7.19	6.77	6.36
b053/3	../H260.txt	0.50	0.04	6.00e-03	10.18	7.68	7.23	6.79	6.40
b053/4	../H260.txt	0.50	0.04	8.00e-03	10.36	7.76	7.31	6.89	6.49
b053/5	../H260.txt	0.50	0.04	1.00e-02	10.51	7.82	7.37	6.95	6.56
b053/6	../H260.txt	0.50	0.04	1.50e-02	10.62	7.89	7.44	7.01	6.62
b053/7	../H260.txt	0.50	0.04	2.00e-02	10.46	7.80	7.35	6.91	6.55
b053/8	../H260.txt	0.50	0.04	3.00e-02	9.98	7.56	7.11	6.67	6.31
b053/9	../H260.txt	0.50	0.04	4.00e-02	9.55	7.34	6.89	6.45	6.09
b053/10	../H260.txt	0.50	0.04	5.00e-02	9.21	7.15	6.70	6.28	5.89
b054/1	../H260.txt	0.50	0.02	4.00e-03	9.35	7.53	7.00	6.46	6.00
b054/2	../H260.txt	0.50	0.02	5.00e-03	9.01	7.36	6.81	6.31	5.85
b054/3	../H260.txt	0.50	0.02	6.00e-03	9.53	7.62	7.08	6.56	6.11
b054/4	../H260.txt	0.50	0.02	8.00e-03	9.82	7.78	7.23	6.71	6.25
b054/5	../H260.txt	0.50	0.02	1.00e-02	9.96	7.83	7.30	6.79	6.33
b054/6	../H260.txt	0.50	0.02	1.50e-02	10.14	7.93	7.39	6.89	6.43
b054/7	../H260.txt	0.50	0.02	2.00e-02	10.01	7.87	7.34	6.81	6.35
b054/8	../H260.txt	0.50	0.02	3.00e-02	9.48	7.61	7.07	6.56	6.10
b054/9	../H260.txt	0.50	0.02	4.00e-02	9.01	7.39	6.85	6.33	5.87
b054/10	../H260.txt	0.50	0.02	5.00e-02	8.68	7.24	6.68	6.16	5.69
b100/1	../H260.txt	1.00	4.19	4.00e-03	33.67	75.80	72.76	69.33	65.18
b100/2	../H260.txt	1.00	4.19	5.00e-03	32.90	71.96	68.97	65.61	61.59
b100/3	../H260.txt	1.00	4.19	6.00e-03	32.25	68.91	65.95	62.63	58.70
b100/4	../H260.txt	1.00	4.19	8.00e-03	31.18	64.23	61.28	58.00	54.15
b100/5	../H260.txt	1.00	4.19	1.00e-02	30.35	60.64	57.67	54.38	50.56
b100/6	../H260.txt	1.00	4.19	1.50e-02	29.00	54.04	51.00	47.70	43.98
b100/7	../H260.txt	1.00	4.19	2.00e-02	28.22	49.70	46.72	43.54	40.08
b100/8	../H260.txt	1.00	4.19	3.00e-02	26.77	44.96	42.23	39.40	36.45
b100/9	../H260.txt	1.00	4.19	4.00e-02	26.90	42.72	40.17	37.58	34.89
b100/10	../H260.txt	1.00	4.19	5.00e-02	26.02	41.29	38.88	36.42	33.90
b101/1	../H260.txt	1.00	1.00	4.00e-03	29.64	85.99	82.54	78.45	72.84
b101/2	../H260.txt	1.00	1.00	5.00e-03	27.79	81.02	77.53	73.42	67.86
b101/3	../H260.txt	1.00	1.00	6.00e-03	26.31	76.65	73.10	68.93	63.36
b101/4	../H260.txt	1.00	1.00	8.00e-03	23.89	69.01	65.35	61.10	55.61
b101/5	../H260.txt	1.00	1.00	1.00e-02	22.07	62.77	59.15	55.07	50.04
b101/6	../H260.txt	1.00	1.00	1.50e-02	19.30	53.48	50.30	46.78	42.61
b101/7	../H260.txt	1.00	1.00	2.00e-02	17.43	48.68	45.69	42.39	38.50
b101/8	../H260.txt	1.00	1.00	3.00e-02	14.79	43.14	40.22	36.98	33.18
b101/9	../H260.txt	1.00	1.00	4.00e-02	12.94	39.53	36.56	33.25	29.39
b101/10	../H260.txt	1.00	1.00	5.00e-02	11.59	36.73	33.66	30.24	26.28
b102/1	../H260.txt	1.00	0.50	4.00e-03	47.15	96.83	93.43	89.32	83.24
b102/2	../H260.txt	1.00	0.50	5.00e-03	45.17	92.74	89.35	85.28	79.41
b102/3	../H260.txt	1.00	0.50	6.00e-03	42.99	89.17	85.78	81.73	76.00
b102/4	../H260.txt	1.00	0.50	8.00e-03	29.63	77.77	74.22	70.02	64.16
b102/5	../H260.txt	1.00	0.50	1.00e-02	26.11	71.82	68.18	63.90	58.02
b102/6	../H260.txt	1.00	0.50	1.50e-02	21.24	60.32	56.51	52.14	46.52
b102/7	../H260.txt	1.00	0.50	2.00e-02	18.71	52.72	49.18	45.25	40.49
b102/8	../H260.txt	1.00	0.50	3.00e-02	15.79	45.45	42.33	38.86	34.69
b102/9	../H260.txt	1.00	0.50	4.00e-02	13.76	41.66	38.62	35.23	31.16
b102/10	../H260.txt	1.00	0.50	5.00e-02	12.18	39.01	35.97	32.56	28.49
b103/1	../H260.txt	1.00	0.33	4.00e-03	50.00	98.04	94.56	90.27	83.41
b103/2	../H260.txt	1.00	0.33	5.00e-03	48.37	94.14	90.67	86.44	79.89
b103/3	../H260.txt	1.00	0.33	6.00e-03	46.88	90.89	87.44	83.25	76.91
b103/4	../H260.txt	1.00	0.33	8.00e-03	44.26	85.71	82.25	78.10	72.06
b103/5	../H260.txt	1.00	0.33	1.00e-02	42.01	81.67	78.20	74.07	68.20
b103/6	../H260.txt	1.00	0.33	1.50e-02	37.49	74.35	70.83	66.71	61.09
b103/7	../H260.txt	1.00	0.33	2.00e-02	33.91	69.20	65.63	61.49	55.98
b103/8	../H260.txt	1.00	0.33	3.00e-02	26.99	61.26	57.57	53.34	47.88
b103/9	../H260.txt	1.00	0.33	4.00e-02	16.39	47.31	43.55	39.39	34.38
b103/10	../H260.txt	1.00	0.33	5.00e-02	14.16	42.23	38.83	35.06	30.56
b104/1	../H260.txt	1.00	0.15	4.00e-03	52.05	98.42	94.74	89.96	80.26
b104/2	../H260.txt	1.00	0.15	5.00e-03	50.49	94.60	90.95	86.27	77.28
b104/3	../H260.txt	1.00	0.15	6.00e-03	49.08	91.44	87.81	83.19	74.69
b104/4	../H260.txt	1.00	0.15	8.00e-03	46.62	86.42	82.79	78.26	70.40
b104/5	../H260.txt	1.00	0.15	1.00e-02	44.56	82.53	78.91	74.42	66.96
b104/6	../H260.txt	1.00	0.15	1.50e-02	40.55	75.64	71.98	67.54	60.65
b104/7	../H260.txt	1.00	0.15	2.00e-02	37.61	70.95	67.25	62.83	56.23
b104/8	../H260.txt	1.00	0.15	3.00e-02	33.45	64.73	60.97	56.53	50.24
b104/9	../H260.txt	1.00	0.15	4.00e-02	30.56	60.63	56.80	52.33	46.20
b104/10	../H260.txt	1.00	0.15	5.00e-02	28.36	57.61	53.74	49.23	43.19
b1c0/1	../H300.txt	1.00	0.50	4.00e-03	26.09	81.48	77.74	73.15	66.02
b1c0/2	../H300.txt	1.00	0.50	5.00e-03	24.45	75.75	71.91	67.23	60.09
b1c0/3	../H300.txt	1.00	0.50	6.00e-03	23.20	70.56	66.64	61.92	55.11
b1c0/4	../H300.txt	1.00	0.50	8.00e-03	21.55	62.36	58.66	54.41	48.87
b1c0/5	../H300.txt	1.00	0.50	1.00e-02	20.50	57.34	53.98	50.19	45.40
b1c0/6	../H300.txt	1.00	0.50	1.50e-02	18.93	51.00	48.02	44.65	40.42
b1c0/7	../H300.txt	1.00	0.50	2.00e-02	17.57	47.39	44.48	41.17	37.05
b1c0/8	../H300.txt	1.00	0.50	3.00e-02	14.68	42.27	39.31	35.95	31.84
b1c0/9	../H300.txt	1.00	0.50	4.00e-02	12.23	38.42	35.36	31.90	27.69
b1c0/10	../H300.txt	1.00	0.50	5.00e-02	10.36	35.18	32.00	28.39	24.04
b1c4/1	../H240.txt	1.00	0.50	4.00e-03	48.49	97.72	94.33	90.22	84.17
b1c4/2	../H240.txt	1.00	0.50	5.00e-03	46.77	93.75	90.37	86.32	80.47
b1c4/3	../H240.txt	1.00	0.50	6.00e-03	45.19	90.43	87.05	83.03	77.34
b1c4/4	../H240.txt	1.00	0.50	8.00e-03	42.32	85.09	81.70	77.70	72.21
b1c4/5	../H240.txt	1.00	0.50	1.00e-02	39.68	80.82	77.42	73.43	68.05
b1c4/6	../H240.txt	1.00	0.50	1.50e-02	27.43	69.04	65.46	61.31	55.86
b1c4/7	../H240.txt	1.00	0.50	2.00e-02	21.93	60.56	56.81	52.49	46.96
b1c4/8	../H240.txt	1.00	0.50	3.00e-02	17.61	49.79	46.18	42.21	37.50
b1c4/9	../H240.txt	1.00	0.50	4.00e-02	15.39	44.41	41.13	37.51	33.25
b1c4/10	../H240.txt	1.00	0.50	5.00e-02	13.82	41.29	38.13	34.63	30.49
b1c8/1	../H280.txt	1.00	0.50	4.00e-03	30.86	87.43	83.85	79.49	72.91
b1c8/2	../H280.txt	1.00	0.50	5.00e-03	28.69	82.36	78.74	74.38	67.93
b1c8/3	../H280.txt	1.00	0.50	6.00e-03	26.83	77.94	74.27	69.88	63.46
b1c8/4	../H280.txt	1.00	0.50	8.00e-03	23.98	70.29	66.50	61.98	55.57
b1c8/5	../H280.txt	1.00	0.50	1.00e-02	22.11	63.80	59.96	55.50	49.58
b1c8/6	../H280.txt	1.00	0.50	1.50e-02	19.52	53.79	50.44	46.71	42.10
