 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.6976e-03 1.6976e-03 [ 1.6596e-03 3.4650e-05 2.9177e-06 7.9257e-08 1.1240e-07 1.3477e-08 5.8818e-09 6.4917e-09 8.5649e-09 7.2812e-09 1.6849e-08 1.1462e-08 4.2242e-08 4.1643e-08 1.2230e-07 ] 9.9830e-01
 2.267e-01 3.7052e-03 3.7052e-03 [ 3.6056e-03 8.3958e-05 1.3721e-05 3.5065e-07 4.4521e-07 5.3910e-08 2.3531e-08 2.5966e-08 3.4216e-08 2.9119e-08 6.7397e-08 4.5849e-08 1.6892e-07 1.6648e-07 4.7830e-07 ] 9.9629e-01
 3.400e-01 5.4815e-03 5.4815e-03 [ 5.1936e-03 2.5567e-04 2.8034e-05 7.2308e-07 1.0118e-06 1.2142e-07 5.2962e-08 5.8407e-08 7.6820e-08 6.5493e-08 1.5163e-07 1.0316e-07 3.7988e-07 3.7433e-07 1.0506e-06 ] 9.9452e-01
 4.533e-01 7.1535e-03 7.1535e-03 [ 6.6882e-03 4.0608e-04 5.1736e-05 1.3845e-06 1.7870e-06 2.1595e-07 9.4186e-08 1.0381e-07 1.3615e-07 1.1636e-07 2.6954e-07 1.8339e-07 6.7484e-07 6.6475e-07 1.8225e-06 ] 9.9285e-01
 5.667e-01 8.7931e-03 8.7931e-03 [ 8.0574e-03 6.4323e-04 8.1001e-05 2.0472e-06 2.8125e-06 3.3784e-07 1.4723e-07 1.6210e-07 2.1190e-07 1.8167e-07 4.2106e-07 2.8651e-07 1.0534e-06 1.0372e-06 2.7780e-06 ] 9.9121e-01
 6.800e-01 1.0356e-02 1.0356e-02 [ 9.3084e-03 9.1702e-04 1.1420e-04 3.0756e-06 4.0384e-06 4.8691e-07 2.1210e-07 2.3329e-07 3.0367e-07 2.6134e-07 6.0614e-07 4.1250e-07 1.5150e-06 1.4910e-06 3.9018e-06 ] 9.8964e-01
 7.933e-01 1.1864e-02 1.1864e-02 [ 1.0453e-02 1.2309e-03 1.5828e-04 4.0784e-06 5.5223e-06 6.6366e-07 2.8885e-07 3.1724e-07 4.1099e-07 3.5526e-07 8.2467e-07 5.6128e-07 2.0589e-06 2.0250e-06 5.1792e-06 ] 9.8814e-01
 9.067e-01 1.3307e-02 1.3307e-02 [ 1.1490e-02 1.5848e-03 2.0380e-04 5.4281e-06 7.2123e-06 8.6783e-07 3.7744e-07 4.1393e-07 5.3331e-07 4.6330e-07 1.0766e-06 7.3279e-07 2.6843e-06 2.6383e-06 6.5963e-06 ] 9.8669e-01
 1.020e+00 1.4689e-02 1.4689e-02 [ 1.2421e-02 1.9724e-03 2.5876e-04 6.8129e-06 9.1558e-06 1.1000e-06 4.7795e-07 5.2322e-07 6.7005e-07 5.8533e-07 1.3616e-06 9.2693e-07 3.3902e-06 3.3295e-06 8.1396e-06 ] 9.8531e-01
 1.133e+00 1.6005e-02 1.6005e-02 [ 1.3251e-02 2.3915e-03 3.1813e-04 8.4695e-06 1.1320e-05 1.3599e-06 5.9034e-07 6.4504e-07 8.2054e-07 7.2116e-07 1.6797e-06 1.1436e-06 4.1755e-06 4.0970e-06 9.7965e-06 ] 9.8399e-01
 1.247e+00 1.7256e-02 1.7256e-02 [ 1.3982e-02 2.8361e-03 3.8384e-04 1.0240e-05 1.3730e-05 1.6481e-06 7.1468e-07 7.7922e-07 9.8413e-07 8.7062e-07 2.0307e-06 1.3826e-06 5.0390e-06 4.9394e-06 1.1555e-05 ] 9.8274e-01
 1.360e+00 1.8439e-02 1.8439e-02 [ 1.4618e-02 3.3022e-03 4.5530e-04 1.2221e-05 1.6375e-05 1.9644e-06 8.5094e-07 9.2568e-07 1.1601e-06 1.0335e-06 2.4143e-06 1.6439e-06 5.9794e-06 5.8546e-06 1.3404e-05 ] 9.8156e-01
