 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.6851e-03 1.6851e-03 [ 1.6474e-03 3.5375e-05 1.3470e-06 5.1503e-09 6.5973e-09 6.3544e-09 8.6075e-09 1.7041e-08 3.0680e-08 2.6858e-08 4.7270e-08 2.6754e-08 1.1596e-07 1.4928e-07 5.2962e-07 ] 9.9831e-01
 2.267e-01 3.7512e-03 3.7512e-03 [ 3.6344e-03 1.0722e-04 5.7179e-06 2.0660e-08 2.6448e-08 2.5461e-08 3.4471e-08 6.8230e-08 1.2269e-07 1.0749e-07 1.8914e-07 1.0705e-07 4.6386e-07 5.9698e-07 2.0673e-06 ] 9.9625e-01
 3.400e-01 5.5780e-03 5.5780e-03 [ 5.2773e-03 2.7987e-04 1.2303e-05 4.6548e-08 5.9742e-08 5.7447e-08 7.7712e-08 1.5375e-07 2.7593e-07 2.4208e-07 4.2579e-07 2.4099e-07 1.0437e-06 1.3429e-06 4.5363e-06 ] 9.9442e-01
 4.533e-01 7.3576e-03 7.3576e-03 [ 6.8481e-03 4.7202e-04 2.2566e-05 8.3118e-08 1.0676e-07 1.0252e-07 1.3852e-07 2.7392e-07 4.9023e-07 4.3088e-07 7.5748e-07 4.2871e-07 1.8554e-06 2.3862e-06 7.8642e-06 ] 9.9264e-01
 5.667e-01 9.0977e-03 9.0977e-03 [ 8.3055e-03 7.3456e-04 3.4677e-05 1.3034e-07 1.6794e-07 1.6096e-07 2.1717e-07 4.2913e-07 7.6533e-07 6.7426e-07 1.1846e-06 6.7039e-07 2.8989e-06 3.7260e-06 1.1983e-05 ] 9.9090e-01
 6.800e-01 1.0789e-02 1.0789e-02 [ 9.6548e-03 1.0510e-03 5.0402e-05 1.8876e-07 2.4379e-07 2.3314e-07 3.1400e-07 6.1991e-07 1.1009e-06 9.7266e-07 1.7074e-06 9.6623e-07 4.1740e-06 5.3609e-06 1.6827e-05 ] 9.8921e-01
 7.933e-01 1.2428e-02 1.2428e-02 [ 1.0902e-02 1.4133e-03 6.8444e-05 2.5838e-07 3.3498e-07 3.1950e-07 4.2940e-07 8.4686e-07 1.4966e-06 1.3266e-06 2.3265e-06 1.3165e-06 5.6801e-06 7.2892e-06 2.2337e-05 ] 9.8757e-01
 9.067e-01 1.4010e-02 1.4010e-02 [ 1.2043e-02 1.8209e-03 8.9564e-05 3.3986e-07 4.4223e-07 4.2054e-07 5.6386e-07 1.1107e-06 1.9521e-06 1.7366e-06 3.0423e-06 1.7213e-06 7.4169e-06 9.5085e-06 2.8455e-05 ] 9.8599e-01
 1.020e+00 1.5532e-02 1.5532e-02 [ 1.3077e-02 2.2708e-03 1.1345e-04 4.3333e-07 5.6648e-07 5.3687e-07 7.1791e-07 1.4123e-06 2.4669e-06 2.2034e-06 3.8554e-06 2.1810e-06 9.3837e-06 1.2016e-05 3.5126e-05 ] 9.8447e-01
 1.133e+00 1.6989e-02 1.6989e-02 [ 1.4005e-02 2.7575e-03 1.4019e-04 5.3947e-07 7.0871e-07 6.6915e-07 8.9216e-07 1.7524e-06 3.0406e-06 2.7276e-06 4.7664e-06 2.6958e-06 1.1580e-05 1.4809e-05 4.2301e-05 ] 9.8301e-01
 1.247e+00 1.8378e-02 1.8378e-02 [ 1.4828e-02 3.2764e-03 1.6979e-04 6.5864e-07 8.7008e-07 8.1816e-07 1.0873e-06 2.1322e-06 3.6729e-06 3.3102e-06 5.7761e-06 3.2661e-06 1.4004e-05 1.7884e-05 4.9932e-05 ] 9.8162e-01
 1.360e+00 1.9694e-02 1.9694e-02 [ 1.5547e-02 3.8227e-03 2.0225e-04 7.9148e-07 1.0519e-06 9.8474e-07 1.3041e-06 2.5528e-06 4.3637e-06 3.9519e-06 6.8852e-06 3.8920e-06 1.6657e-05 2.1238e-05 5.7975e-05 ] 9.8031e-01
 1.473e+00 2.0934e-02 2.0934e-02 [ 1.6164e-02 4.3917e-03 2.3756e-04 9.3856e-07 1.2556e-06 1.1698e-06 1.5434e-06 3.0154e-06 5.1128e-06 4.6539e-06 8.0946e-06 4.5741e-06 1.9536e-05 2.4865e-05 6.6390e-05 ] 9.7907e-01
 1.587e+00 2.2097e-02 2.2097e-02 [ 1.6681e-02 4.9784e-03 2.7572e-04 1.1006e-06 1.4828e-06 1.3745e-06 1.8060e-06 3.5214e-06 5.9203e-06 5.4173e-06 9.4054e-06 5.3126e-06 2.2641e-05 2.8761e-05 7.5138e-05 ] 9.7790e-01
 1.700e+00 2.3179e-02 2.3179e-02 [ 1.7100e-02 5.5782e-03 3.1673e-04 1.2782e-06 1.7353e-06 1.5999e-06 2.0931e-06 4.0724e-06 6.7865e-06 6.2432e-06 1.0819e-05 6.1080e-06 2.5971e-05 3.2923e-05 8.4185e-05 ] 9.7682e-01
 1.813e+00 2.4180e-02 2.4180e-02 [ 1.7426e-02 6.1863e-03 3.6059e-04 1.4723e-06 2.0152e-06 1.8472e-06 2.4058e-06 4.6700e-06 7.7120e-06 7.1332e-06 1.2336e-05 6.9608e-06 2.9526e-05 3.7345e-05 9.3501e-05 ] 9.7582e-01
 1.927e+00 2.5099e-02 2.5099e-02 [ 1.7662e-02 6.7984e-03 4.0728e-04 1.6837e-06 2.3246e-06 2.1180e-06 2.7452e-06 5.3161e-06 8.6976e-06 8.0888e-06 1.3959e-05 7.8716e-06 3.3306e-05 4.2022e-05 1.0306e-04 ] 9.7490e-01
 2.040e+00 2.5935e-02 2.5935e-02 [ 1.7812e-02 7.4103e-03 4.5681e-04 1.9134e-06 2.6661e-06 2.4138e-06 3.1126e-06 6.0128e-06 9.7446e-06 9.1118e-06 1.5689e-05 8.8412e-06 3.7311e-05 4.6950e-05 1.1283e-04 ] 9.7406e-01
 2.153e+00 2.6690e-02 2.6690e-02 [ 1.7880e-02 8.0182e-03 5.0916e-04 2.1623e-06 3.0423e-06 2.7362e-06 3.5097e-06 6.7623e-06 1.0854e-05 1.0204e-05 1.7529e-05 9.8705e-06 4.1540e-05 5.2123e-05 1.2280e-04 ] 9.7331e-01
 2.267e+00 2.7365e-02 2.7365e-02 [ 1.7871e-02 8.6184e-03 5.6432e-04 2.4315e-06 3.4563e-06 3.0872e-06 3.9378e-06 7.5671e-06 1.2029e-05 1.1368e-05 1.9481e-05 1.0960e-05 4.5996e-05 5.7538e-05 1.3294e-04 ] 9.7264e-01
