 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.6733e-03 1.6733e-03 [ 1.6280e-03 2.5676e-05 1.3217e-05 1.0261e-06 6.4955e-07 2.0882e-06 8.6098e-07 1.7972e-06 ] 9.9833e-01
 2.267e-01 3.7516e-03 3.7516e-03 [ 3.5960e-03 7.7167e-05 5.2902e-05 4.1051e-06 2.5983e-06 8.3514e-06 3.4419e-06 7.0441e-06 ] 9.9625e-01
 3.400e-01 5.5370e-03 5.5370e-03 [ 5.1591e-03 2.0163e-04 1.1915e-04 9.2386e-06 5.8461e-06 1.8785e-05 7.7391e-06 1.5498e-05 ] 9.9446e-01
 4.533e-01 7.2883e-03 7.2883e-03 [ 6.6305e-03 3.4481e-04 2.1211e-04 1.6429e-05 1.0393e-05 3.3379e-05 1.3743e-05 2.6927e-05 ] 9.9271e-01
 5.667e-01 8.9913e-03 8.9913e-03 [ 7.9662e-03 5.3649e-04 3.3199e-04 2.5677e-05 1.6236e-05 5.2120e-05 2.1442e-05 4.1100e-05 ] 9.9101e-01
 6.800e-01 1.0661e-02 1.0661e-02 [ 9.1825e-03 7.7521e-04 4.7899e-04 3.6985e-05 2.3375e-05 7.4985e-05 3.0819e-05 5.7798e-05 ] 9.8934e-01
 7.933e-01 1.2299e-02 1.2299e-02 [ 1.0291e-02 1.0519e-03 6.5339e-04 5.0354e-05 3.1804e-05 1.0195e-04 4.1855e-05 7.6805e-05 ] 9.8770e-01
 9.067e-01 1.3910e-02 1.3910e-02 [ 1.1293e-02 1.3692e-03 8.5547e-04 6.5782e-05 4.1520e-05 1.3297e-04 5.4522e-05 9.7914e-05 ] 9.8609e-01
 1.020e+00 1.5499e-02 1.5499e-02 [ 1.2192e-02 1.7273e-03 1.0855e-03 8.3267e-05 5.2514e-05 1.6802e-04 6.8792e-05 1.2092e-04 ] 9.8450e-01
 1.133e+00 1.7067e-02 1.7067e-02 [ 1.2994e-02 2.1245e-03 1.3439e-03 1.0280e-04 6.4779e-05 2.0703e-04 8.4631e-05 1.4564e-04 ] 9.8293e-01
 1.247e+00 1.8620e-02 1.8620e-02 [ 1.3703e-02 2.5596e-03 1.6308e-03 1.2439e-04 7.8304e-05 2.4996e-04 1.0200e-04 1.7188e-04 ] 9.8138e-01
 1.360e+00 2.0159e-02 2.0159e-02 [ 1.4323e-02 3.0314e-03 1.9467e-03 1.4801e-04 9.3076e-05 2.9673e-04 1.2086e-04 1.9946e-04 ] 9.7984e-01
 1.473e+00 2.1688e-02 2.1688e-02 [ 1.4858e-02 3.5386e-03 2.2919e-03 1.7367e-04 1.0908e-04 3.4727e-04 1.4115e-04 2.2821e-04 ] 9.7831e-01
 1.587e+00 2.3209e-02 2.3209e-02 [ 1.5312e-02 4.0798e-03 2.6666e-03 2.0134e-04 1.2630e-04 4.0151e-04 1.6284e-04 2.5797e-04 ] 9.7679e-01
 1.700e+00 2.4724e-02 2.4724e-02 [ 1.5690e-02 4.6533e-03 3.0712e-03 2.3100e-04 1.4472e-04 4.5934e-04 1.8586e-04 2.8858e-04 ] 9.7528e-01
 1.813e+00 2.6235e-02 2.6235e-02 [ 1.5994e-02 5.2574e-03 3.5060e-03 2.6265e-04 1.6432e-04 5.2068e-04 2.1015e-04 3.1989e-04 ] 9.7376e-01
 1.927e+00 2.7745e-02 2.7745e-02 [ 1.6229e-02 5.8903e-03 3.9713e-03 2.9627e-04 1.8507e-04 5.8541e-04 2.3566e-04 3.5178e-04 ] 9.7226e-01
 2.040e+00 2.9254e-02 2.9254e-02 [ 1.6398e-02 6.5500e-03 4.4672e-03 3.3182e-04 2.0696e-04 6.5344e-04 2.6233e-04 3.8410e-04 ] 9.7075e-01
 2.153e+00 3.0765e-02 3.0765e-02 [ 1.6506e-02 7.2344e-03 4.9940e-03 3.6928e-04 2.2994e-04 7.2463e-04 2.9007e-04 4.1673e-04 ] 9.6924e-01
 2.267e+00 3.2278e-02 3.2278e-02 [ 1.6555e-02 7.9415e-03 5.5520e-03 4.0862e-04 2.5400e-04 7.9888e-04 3.1883e-04 4.4957e-04 ] 9.6772e-01
 2.380e+00 3.3795e-02 3.3795e-02 [ 1.6549e-02 8.6691e-03 6.1412e-03 4.4982e-04 2.7911e-04 8.7604e-04 3.4854e-04 4.8250e-04 ] 9.6620e-01
 2.493e+00 3.5317e-02 3.5317e-02 [ 1.6492e-02 9.4147e-03 6.7618e-03 4.9283e-04 3.0523e-04 9.5598e-04 3.7912e-04 5.1542e-04 ] 9.6468e-01
 2.607e+00 3.6845e-02 3.6845e-02 [ 1.6388e-02 1.0176e-02 7.4138e-03 5.3761e-04 3.3233e-04 1.0386e-03 4.1049e-04 5.4825e-04 ] 9.6316e-01
 2.720e+00 3.8379e-02 3.8379e-02 [ 1.6239e-02 1.0951e-02 8.0973e-03 5.8414e-04 3.6037e-04 1.1237e-03 4.4259e-04 5.8091e-04 ] 9.6162e-01
 2.833e+00 3.9919e-02 3.9919e-02 [ 1.6049e-02 1.1736e-02 8.8122e-03 6.3235e-04 3.8932e-04 1.2111e-03 4.7533e-04 6.1331e-04 ] 9.6008e-01
 2.947e+00 4.1466e-02 4.1466e-02 [ 1.5821e-02 1.2530e-02 9.5585e-03 6.8221e-04 4.1914e-04 1.3008e-03 5.0865e-04 6.4539e-04 ] 9.5853e-01
 3.060e+00 4.3021e-02 4.3021e-02 [ 1.5559e-02 1.3330e-02 1.0336e-02 7.3366e-04 4.4978e-04 1.3924e-03 5.4246e-04 6.7708e-04 ] 9.5698e-01
 3.173e+00 4.4583e-02 4.4583e-02 [ 1.5266e-02 1.4133e-02 1.1144e-02 7.8665e-04 4.8121e-04 1.4860e-03 5.7669e-04 7.0834e-04 ] 9.5542e-01
 3.287e+00 4.6152e-02 4.6152e-02 [ 1.4945e-02 1.4937e-02 1.1983e-02 8.4112e-04 5.1338e-04 1.5813e-03 6.1126e-04 7.3910e-04 ] 9.5385e-01
