 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.0480e-02 1.0480e-02 [ 1.0480e-02 ] 9.8952e-01
 2.267e-01 2.1033e-02 2.1033e-02 [ 2.1033e-02 ] 9.7897e-01
 3.400e-01 2.8225e-02 2.8225e-02 [ 2.8225e-02 ] 9.7178e-01
 4.533e-01 3.3902e-02 3.3902e-02 [ 3.3902e-02 ] 9.6610e-01
 5.667e-01 3.8407e-02 3.8407e-02 [ 3.8407e-02 ] 9.6160e-01
 6.800e-01 4.1995e-02 4.1995e-02 [ 4.1995e-02 ] 9.5801e-01
 7.933e-01 4.4856e-02 4.4856e-02 [ 4.4856e-02 ] 9.5515e-01
 9.067e-01 4.7136e-02 4.7136e-02 [ 4.7136e-02 ] 9.5287e-01
 1.020e+00 4.8950e-02 4.8950e-02 [ 4.8950e-02 ] 9.5105e-01
 1.133e+00 5.0386e-02 5.0386e-02 [ 5.0386e-02 ] 9.4962e-01
 1.247e+00 5.1514e-02 5.1514e-02 [ 5.1514e-02 ] 9.4849e-01
 1.360e+00 5.2393e-02 5.2393e-02 [ 5.2393e-02 ] 9.4761e-01
 1.473e+00 5.3067e-02 5.3067e-02 [ 5.3067e-02 ] 9.4694e-01
 1.587e+00 5.3573e-02 5.3573e-02 [ 5.3573e-02 ] 9.4643e-01
 1.700e+00 5.3941e-02 5.3941e-02 [ 5.3941e-02 ] 9.4606e-01
 1.813e+00 5.4195e-02 5.4195e-02 [ 5.4195e-02 ] 9.4581e-01
 1.927e+00 5.4356e-02 5.4356e-02 [ 5.4356e-02 ] 9.4565e-01
 2.040e+00 5.4441e-02 5.4441e-02 [ 5.4441e-02 ] 9.4556e-01
 2.153e+00 5.4461e-02 5.4461e-02 [ 5.4461e-02 ] 9.4554e-01
 2.267e+00 5.4429e-02 5.4429e-02 [ 5.4429e-02 ] 9.4558e-01
 2.380e+00 5.4353e-02 5.4353e-02 [ 5.4353e-02 ] 9.4565e-01
 2.493e+00 5.4241e-02 5.4241e-02 [ 5.4241e-02 ] 9.4576e-01
 2.607e+00 5.4099e-02 5.4099e-02 [ 5.4099e-02 ] 9.4591e-01
 2.720e+00 5.3931e-02 5.3931e-02 [ 5.3931e-02 ] 9.4608e-01
 2.833e+00 5.3742e-02 5.3742e-02 [ 5.3742e-02 ] 9.4626e-01
