 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0196e+00
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.9268e+00
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.8603e+00
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.8600e+04
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.2984e-01
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.0214e+09
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.0894e-03
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.0007e+15
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2787e-05
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.3375e+21
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.6871e-08
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.8552e+27
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.6263e-09
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.9854e+33
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.2764e-09
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.4633e+39
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.6173e-06
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.2577e+45
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.9694e-04
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.6897e+49
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.2816e-04
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.7325e+51
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.4786e-09
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.5632e+50
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.0578e-18
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.4590e+47
 2.947e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2382e-27
 3.060e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7906e+43
 3.173e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.9811e-33
 3.287e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.1790e+36
 3.400e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.2505e-31
 3.513e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.1904e+25
 3.627e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7875e-21
 3.740e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.3893e+09
 3.853e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.4876e-05
 3.967e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.0872e-11
 4.080e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.6704e+17
 4.193e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.1125e-36
 4.307e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.6542e+42
 4.420e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.6980e-64
 4.533e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.0370e+70
 4.647e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.2277e-94
 4.760e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.3866e+98
 4.873e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2394e-124
 4.987e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.1470e+126
 5.100e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.6711e-155
 5.213e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7312e+153
 5.327e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.3128e-184
 5.440e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.3796e+177
 5.553e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.3115e-211
 5.667e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0845e+199
 5.780e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0678e-235
 5.893e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.7080e+217
 6.007e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.1689e-257
 6.120e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.8345e+232
 6.233e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.1858e-275
 6.347e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.0270e+244
 6.460e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.8672e-289
 6.573e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.5228e+253
 6.687e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.8138e-300
 6.800e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.7046e+258
 6.913e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.9853e-306
 7.027e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7385e+261
 7.140e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2658e-308
 7.253e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.0405e+260
 7.367e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.1009e-306
 7.480e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.8482e+256
 7.593e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.1285e-299
 7.707e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0196e+249
 7.820e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.3809e-285
 7.933e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.5976e+236
 8.047e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.5993e-264
 8.160e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.8393e+217
 8.273e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.9921e-234
 8.387e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.0188e+189
 8.500e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.6228e-192
 8.613e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.2447e+151
 8.727e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.3959e-138
 8.840e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.0626e+101
 8.953e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1085e-72
 9.067e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.7442e+40
 9.180e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.4983e+02
 9.293e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.3284e-28
 9.407e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.5244e+80
 9.520e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.0020e-100
 9.633e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.5850e+156
 9.747e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.1485e-170
 9.860e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1560e+227
 9.973e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.7590e-235
 1.009e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.0651e+286
 1.020e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.7960e-289
 1.031e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.043e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 1.054e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.065e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 1.077e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.088e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 1.099e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.111e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 1.122e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.133e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 1.145e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.156e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 1.167e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ]        inf
 1.179e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0577e-301
 1.190e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.9982e+286
 1.201e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.4175e-266
 1.213e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.8239e+248
 1.224e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.6409e-229
 1.235e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.1333e+210
 1.247e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.0145e-192
 1.258e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.6352e+173
 1.269e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.8522e-156
 1.281e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.2590e+139
 1.292e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.2487e-124
 1.303e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.0677e+108
 1.315e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.5842e-95
 1.326e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.1444e+81
 1.337e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.8067e-70
 1.349e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7168e+59
 1.360e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.7291e-50
 1.371e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.4954e+40
 1.383e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.1895e-34
 1.394e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.4390e+26
 1.405e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.9374e-21
 1.417e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.4589e+15
 1.428e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.4658e-12
 1.439e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.0051e+07
 1.451e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2027e-05
 1.462e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.5027e+02
 1.473e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.7528e-01
 1.485e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1524e-01
 1.496e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.3067e+02
 1.507e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0831e-03
 1.519e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.5511e+03
 1.530e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1392e-04
 1.541e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.3022e+04
 1.553e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.1944e-05
 1.564e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2851e+04
 1.575e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.4802e-05
 1.587e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.7991e+03
 1.598e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.5873e-04
 1.609e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7620e+03
 1.621e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.1024e-04
 1.632e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.7044e+02
 1.643e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.3261e-03
 1.655e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.3080e+02
 1.666e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1071e-02
 1.677e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.1722e+01
 1.689e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.1341e-02
 1.700e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.5957e+01
 1.711e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.3603e-02
 1.723e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.3861e+00
 1.734e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.4381e-01
 1.745e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.0871e+00
 1.757e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.3819e-01
 1.768e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.6411e+00
 1.779e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.4317e-01
 1.791e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.9385e+00
 1.802e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.4221e-01
 1.813e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.5716e+00
 1.825e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.2351e-01
 1.836e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.3711e+00
 1.847e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.8342e-01
 1.859e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2579e+00
 1.870e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.2517e-01
 1.881e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1901e+00
 1.893e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.5527e-01
 1.904e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1439e+00
 1.915e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.8020e-01
 1.927e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1060e+00
 1.938e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.0445e-01
 1.949e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0702e+00
 1.961e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.3004e-01
 1.972e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0348e+00
 1.983e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.5714e-01
 1.995e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0003e+00
 2.006e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.8502e-01
 2.017e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.6777e-01
 2.029e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.1283e-01
 2.040e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.3802e-01
 2.051e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.3968e-01
 2.063e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.1185e-01
 2.074e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.6426e-01
 2.085e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.9045e-01
 2.097e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.8462e-01
 2.108e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.7530e-01
