 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9830e-01
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9309e-01
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9886e-01
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0033e+00
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0217e+00
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0366e+00
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0655e+00
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0966e+00
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1384e+00
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1897e+00
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2536e+00
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.3332e+00
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.4327e+00
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.5579e+00
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7161e+00
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.9173e+00
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.1743e+00
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.5030e+00
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.9225e+00
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.4532e+00
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.1131e+00
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.9111e+00
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.8370e+00
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.8539e+00
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 7.8967e+00
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.8840e+00
 2.947e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7413e+00
 3.060e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0422e+01
 3.173e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0919e+01
 3.287e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1255e+01
 3.400e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1466e+01
 3.513e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1590e+01
 3.627e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1660e+01
 3.740e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1697e+01
 3.853e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1715e+01
 3.967e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1723e+01
 4.080e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1725e+01
 4.193e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1725e+01
 4.307e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1724e+01
 4.420e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1723e+01
 4.533e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1722e+01
 4.647e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1723e+01
 4.760e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1726e+01
 4.873e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1730e+01
 4.987e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1735e+01
 5.100e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1742e+01
 5.213e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1750e+01
 5.327e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1760e+01
 5.440e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1772e+01
 5.553e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1785e+01
 5.667e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1799e+01
 5.780e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1815e+01
 5.893e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1833e+01
 6.007e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1851e+01
 6.120e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1862e+01
 6.233e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1856e+01
 6.347e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1807e+01
 6.460e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1673e+01
 6.573e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1397e+01
 6.687e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0913e+01
 6.800e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0182e+01
 6.913e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.2145e+00
 7.027e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 8.0866e+00
 7.140e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.9117e+00
 7.253e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 5.8005e+00
 7.367e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.8253e+00
 7.480e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 4.0164e+00
 7.593e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 3.3687e+00
 7.707e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.8623e+00
 7.820e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.4697e+00
 7.933e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 2.1671e+00
 8.047e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.9325e+00
 8.160e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.7506e+00
 8.273e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.6078e+00
 8.387e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.4957e+00
 8.500e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.4061e+00
 8.613e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.3350e+00
 8.727e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2772e+00
 8.840e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.2311e+00
 8.953e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1929e+00
 9.067e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1624e+00
 9.180e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1368e+00
 9.293e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1166e+00
 9.407e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0993e+00
 9.520e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0859e+00
 9.633e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0742e+00
 9.747e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0655e+00
 9.860e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0577e+00
 9.973e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0524e+00
 1.009e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0474e+00
 1.020e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0445e+00
 1.031e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0415e+00
 1.043e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0404e+00
 1.054e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0389e+00
 1.065e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0391e+00
 1.077e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0388e+00
 1.088e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0400e+00
 1.099e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0406e+00
 1.111e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0425e+00
 1.122e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0437e+00
 1.133e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0462e+00
 1.145e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0480e+00
 1.156e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0509e+00
 1.167e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0530e+00
 1.179e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0562e+00
 1.190e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0587e+00
 1.201e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0620e+00
 1.213e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0647e+00
 1.224e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0682e+00
 1.235e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0710e+00
 1.247e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0745e+00
 1.258e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0775e+00
 1.269e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0809e+00
 1.281e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0839e+00
 1.292e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0873e+00
 1.303e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0902e+00
 1.315e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0936e+00
 1.326e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0964e+00
 1.337e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.0996e+00
 1.349e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1024e+00
 1.360e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1054e+00
 1.371e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1081e+00
 1.383e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1109e+00
 1.394e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1134e+00
 1.405e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1161e+00
 1.417e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1185e+00
 1.428e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1209e+00
 1.439e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1231e+00
 1.451e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1254e+00
 1.462e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1274e+00
 1.473e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1294e+00
 1.485e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1313e+00
 1.496e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1331e+00
 1.507e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1348e+00
 1.519e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1365e+00
 1.530e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1380e+00
 1.541e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1394e+00
 1.553e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1408e+00
 1.564e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1420e+00
 1.575e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1432e+00
 1.587e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1443e+00
 1.598e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1454e+00
 1.609e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1463e+00
 1.621e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1472e+00
 1.632e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1480e+00
 1.643e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1487e+00
 1.655e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1494e+00
 1.666e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1500e+00
 1.677e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1506e+00
 1.689e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1511e+00
 1.700e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1515e+00
 1.711e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1519e+00
 1.723e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1523e+00
 1.734e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1526e+00
 1.745e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1528e+00
 1.757e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1530e+00
 1.768e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1532e+00
 1.779e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1533e+00
 1.791e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1534e+00
 1.802e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1535e+00
 1.813e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1535e+00
 1.825e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1535e+00
 1.836e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1534e+00
 1.847e+01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1534e+00
