 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 3.3206e-03 1.5003e-03 [ 1.3333e-03 3.5746e-05 8.9894e-05 4.1326e-05 ] 6.8750e-04 [ 6.8564e-04 1.0202e-06 6.2446e-07 4.7458e-08 6.0629e-08 4.6697e-08 1.8540e-08 2.2028e-08 2.5718e-08 ] 1.1328e-03 [ 1.1192e-03 1.0117e-05 2.9336e-06 4.7541e-07 ] 9.9668e-01
 2.267e-01 6.4756e-03 3.3014e-03 [ 2.6518e-03 1.4076e-04 3.5078e-04 1.5809e-04 ] 1.1308e-03 [ 1.1234e-03 4.0751e-06 2.4549e-06 1.8801e-07 2.4207e-07 1.8490e-07 7.3925e-08 8.7728e-08 9.7548e-08 ] 2.0433e-03 [ 1.9901e-03 3.9738e-05 1.1666e-05 1.8778e-06 ] 9.9352e-01
 3.400e-01 9.4203e-03 5.1812e-03 [ 3.7776e-03 3.0837e-04 7.5724e-04 3.3797e-04 ] 1.4661e-03 [ 1.4496e-03 9.1416e-06 5.3650e-06 4.1605e-07 5.4263e-07 4.0884e-07 1.6534e-07 1.9580e-07 2.0847e-07 ] 2.7730e-03 [ 2.6562e-03 8.6712e-05 2.5978e-05 4.1698e-06 ] 9.9058e-01
 4.533e-01 1.2240e-02 7.1529e-03 [ 4.7875e-03 5.2798e-04 1.2709e-03 5.6661e-04 ] 1.7120e-03 [ 1.6832e-03 1.6175e-05 9.1590e-06 7.2239e-07 9.5894e-07 7.0915e-07 2.9127e-07 3.4391e-07 3.5235e-07 ] 3.3750e-03 [ 3.1745e-03 1.4773e-04 4.5496e-05 7.3065e-06 ] 9.8776e-01
 5.667e-01 1.4922e-02 9.1471e-03 [ 5.6862e-03 7.8608e-04 1.8462e-03 8.2866e-04 ] 1.8968e-03 [ 1.8529e-03 2.5112e-05 1.3597e-05 1.0949e-06 1.4857e-06 1.0737e-06 4.4944e-07 5.2870e-07 5.2362e-07 ] 3.8782e-03 [ 3.5785e-03 2.1878e-04 6.9709e-05 1.1234e-05 ] 9.8508e-01
 6.800e-01 1.7428e-02 1.1088e-02 [ 6.4742e-03 1.0677e-03 2.4370e-03 1.1088e-03 ] 2.0391e-03 [ 1.9775e-03 3.5881e-05 1.8427e-05 1.5195e-06 2.1158e-06 1.4885e-06 6.3685e-07 7.4593e-07 7.1713e-07 ] 4.3010e-03 [ 3.8914e-03 2.9568e-04 9.8006e-05 1.5890e-05 ] 9.8257e-01
 7.933e-01 1.9709e-02 1.2902e-02 [ 7.1495e-03 1.3579e-03 3.0025e-03 1.3926e-03 ] 2.1511e-03 [ 2.0698e-03 4.8409e-05 2.3411e-05 1.9815e-06 2.8400e-06 1.9391e-06 8.4989e-07 9.9069e-07 9.2798e-07 ] 4.6551e-03 [ 4.1296e-03 3.7461e-04 1.2971e-04 2.1203e-05 ] 9.8029e-01
 9.067e-01 2.1720e-02 1.4531e-02 [ 7.7093e-03 1.6427e-03 3.5107e-03 1.6678e-03 ] 2.2407e-03 [ 2.1377e-03 6.2636e-05 2.8351e-05 2.4661e-06 3.6477e-06 2.4116e-06 1.0844e-06 1.2576e-06 1.1515e-06 ] 4.9484e-03 [ 4.3047e-03 4.5241e-04 1.6415e-04 2.7096e-05 ] 9.7828e-01
 1.020e+00 2.3426e-02 1.5927e-02 [ 8.1510e-03 1.9108e-03 3.9407e-03 1.9242e-03 ] 2.3131e-03 [ 2.1868e-03 7.8524e-05 3.3101e-05 2.9602e-06 4.5268e-06 2.8935e-06 1.3361e-06 1.5413e-06 1.3833e-06 ] 5.1865e-03 [ 4.4255e-03 5.2686e-04 2.0066e-04 3.3486e-05 ] 9.7657e-01
