 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.7365e-03 1.7365e-03 [ 1.7068e-03 9.3303e-06 3.3629e-06 3.3429e-06 1.1993e-06 2.0385e-06 7.3342e-07 8.1684e-07 4.0437e-06 4.8550e-06 ] 9.9826e-01
 2.267e-01 3.7901e-03 3.7901e-03 [ 3.6661e-03 4.2444e-05 1.3491e-05 1.3385e-05 4.8030e-06 8.1642e-06 2.9373e-06 3.2703e-06 1.6182e-05 1.9281e-05 ] 9.9621e-01
 3.400e-01 5.5938e-03 5.5938e-03 [ 5.3217e-03 8.8877e-05 3.0333e-05 3.0170e-05 1.0828e-05 1.8408e-05 6.6223e-06 7.3688e-06 3.6434e-05 4.3043e-05 ] 9.9441e-01
 4.533e-01 7.3364e-03 7.3364e-03 [ 6.8484e-03 1.6237e-04 5.4059e-05 5.3760e-05 1.9300e-05 3.2817e-05 1.1805e-05 1.3126e-05 6.4830e-05 7.5915e-05 ] 9.9266e-01
 5.667e-01 9.0320e-03 9.0320e-03 [ 8.2710e-03 2.5233e-04 8.4555e-05 8.4247e-05 3.0257e-05 5.1458e-05 1.8509e-05 2.0559e-05 1.0141e-04 1.1767e-04 ] 9.9097e-01
 6.800e-01 1.0679e-02 1.0679e-02 [ 9.5845e-03 3.6233e-04 1.2203e-04 1.2174e-04 4.3742e-05 7.4413e-05 2.6763e-05 2.9691e-05 1.4621e-04 1.6808e-04 ] 9.8932e-01
 7.933e-01 1.2286e-02 1.2286e-02 [ 1.0795e-02 4.9300e-04 1.6645e-04 1.6636e-04 5.9810e-05 1.0178e-04 3.6600e-05 4.0548e-05 1.9929e-04 2.2694e-04 ] 9.8771e-01
 9.067e-01 1.3855e-02 1.3855e-02 [ 1.1907e-02 6.4277e-04 2.1794e-04 2.1827e-04 7.8521e-05 1.3367e-04 4.8059e-05 5.3160e-05 2.6071e-04 2.9401e-04 ] 9.8615e-01
 1.020e+00 1.5390e-02 1.5390e-02 [ 1.2926e-02 8.1174e-04 2.7656e-04 2.7761e-04 9.9944e-05 1.7021e-04 6.1183e-05 6.7559e-05 3.3051e-04 3.6907e-04 ] 9.8461e-01
 1.133e+00 1.6897e-02 1.6897e-02 [ 1.3854e-02 9.9979e-04 3.4240e-04 3.4458e-04 1.2416e-04 2.1154e-04 7.6022e-05 8.3782e-05 4.0877e-04 4.5191e-04 ] 9.8310e-01
 1.247e+00 1.8377e-02 1.8377e-02 [ 1.4695e-02 1.2065e-03 4.1555e-04 4.1937e-04 1.5124e-04 2.5782e-04 9.2628e-05 1.0187e-04 4.9554e-04 5.4229e-04 ] 9.8162e-01
 1.360e+00 1.9837e-02 1.9837e-02 [ 1.5453e-02 1.4314e-03 4.9609e-04 5.0219e-04 1.8128e-04 3.0921e-04 1.1106e-04 1.2186e-04 5.9089e-04 6.4000e-04 ] 9.8016e-01
 1.473e+00 2.1278e-02 2.1278e-02 [ 1.6131e-02 1.6741e-03 5.8413e-04 5.9326e-04 2.1438e-04 3.6589e-04 1.3137e-04 1.4380e-04 6.9489e-04 7.4482e-04 ] 9.7872e-01
 1.587e+00 2.2705e-02 2.2705e-02 [ 1.6734e-02 1.9342e-03 6.7974e-04 6.9281e-04 2.5065e-04 4.2805e-04 1.5364e-04 1.6774e-04 8.0761e-04 8.5652e-04 ] 9.7730e-01
 1.700e+00 2.4120e-02 2.4120e-02 [ 1.7263e-02 2.2111e-03 7.8303e-04 8.0109e-04 2.9018e-04 4.9590e-04 1.7792e-04 1.9373e-04 9.2910e-04 9.7487e-04 ] 9.7588e-01
 1.813e+00 2.5528e-02 2.5528e-02 [ 1.7723e-02 2.5041e-03 8.9407e-04 9.1836e-04 3.3309e-04 5.6965e-04 2.0430e-04 2.2182e-04 1.0594e-03 1.0997e-03 ] 9.7447e-01
 1.927e+00 2.6931e-02 2.6931e-02 [ 1.8117e-02 2.8127e-03 1.0130e-03 1.0449e-03 3.7950e-04 6.4953e-04 2.3286e-04 2.5206e-04 1.1987e-03 1.2307e-03 ] 9.7307e-01
 2.040e+00 2.8332e-02 2.8332e-02 [ 1.8447e-02 3.1361e-03 1.1398e-03 1.1810e-03 4.2955e-04 7.3578e-04 2.6366e-04 2.8452e-04 1.3470e-03 1.3677e-03 ] 9.7167e-01
 2.153e+00 2.9735e-02 2.9735e-02 [ 1.8717e-02 3.4737e-03 1.2746e-03 1.3268e-03 4.8335e-04 8.2864e-04 2.9680e-04 3.1924e-04 1.5042e-03 1.5105e-03 ] 9.7027e-01
 2.267e+00 3.1142e-02 3.1142e-02 [ 1.8929e-02 3.8246e-03 1.4175e-03 1.4828e-03 5.4104e-04 9.2837e-04 3.3237e-04 3.5630e-04 1.6707e-03 1.6589e-03 ] 9.6886e-01
 2.380e+00 3.2556e-02 3.2556e-02 [ 1.9087e-02 4.1880e-03 1.5686e-03 1.6493e-03 6.0277e-04 1.0352e-03 3.7045e-04 3.9574e-04 1.8462e-03 1.8127e-03 ] 9.6744e-01
 2.493e+00 3.3981e-02 3.3981e-02 [ 1.9194e-02 4.5630e-03 1.7279e-03 1.8264e-03 6.6868e-04 1.1495e-03 4.1115e-04 4.3764e-04 2.0311e-03 1.9716e-03 ] 9.6602e-01
 2.607e+00 3.5418e-02 3.5418e-02 [ 1.9251e-02 4.9488e-03 1.8954e-03 2.0146e-03 7.3890e-04 1.2715e-03 4.5455e-04 4.8207e-04 2.2252e-03 2.1355e-03 ] 9.6458e-01
 2.720e+00 3.6870e-02 3.6870e-02 [ 1.9263e-02 5.3442e-03 2.0712e-03 2.2141e-03 8.1360e-04 1.4015e-03 5.0077e-04 5.2907e-04 2.4287e-03 2.3042e-03 ] 9.6313e-01
 2.833e+00 3.8340e-02 3.8340e-02 [ 1.9231e-02 5.7484e-03 2.2553e-03 2.4253e-03 8.9292e-04 1.5398e-03 5.4989e-04 5.7873e-04 2.6416e-03 2.4774e-03 ] 9.6166e-01
 2.947e+00 3.9830e-02 3.9830e-02 [ 1.9157e-02 6.1603e-03 2.4478e-03 2.6484e-03 9.7702e-04 1.6866e-03 6.0204e-04 6.3111e-04 2.8640e-03 2.6550e-03 ] 9.6017e-01
 3.060e+00 4.1342e-02 4.1342e-02 [ 1.9046e-02 6.5787e-03 2.6486e-03 2.8838e-03 1.0660e-03 1.8424e-03 6.5730e-04 6.8626e-04 3.0958e-03 2.8368e-03 ] 9.5866e-01
 3.173e+00 4.2878e-02 4.2878e-02 [ 1.8898e-02 7.0026e-03 2.8576e-03 3.1317e-03 1.1602e-03 2.0073e-03 7.1580e-04 7.4426e-04 3.3372e-03 3.0226e-03 ] 9.5712e-01
 3.287e+00 4.4440e-02 4.4440e-02 [ 1.8717e-02 7.4309e-03 3.0750e-03 3.3925e-03 1.2595e-03 2.1818e-03 7.7762e-04 8.0518e-04 3.5882e-03 3.2123e-03 ] 9.5556e-01
 3.400e+00 4.6031e-02 4.6031e-02 [ 1.8505e-02 7.8622e-03 3.3005e-03 3.6664e-03 1.3642e-03 2.3660e-03 8.4289e-04 8.6906e-04 3.8487e-03 3.4055e-03 ] 9.5397e-01
 3.513e+00 4.7651e-02 4.7651e-02 [ 1.8264e-02 8.2956e-03 3.5341e-03 3.9537e-03 1.4745e-03 2.5604e-03 9.1170e-04 9.3598e-04 4.1188e-03 3.6023e-03 ] 9.5235e-01
 3.627e+00 4.9302e-02 4.9302e-02 [ 1.7996e-02 8.7296e-03 3.7757e-03 4.2545e-03 1.5904e-03 2.7651e-03 9.8415e-04 1.0060e-03 4.3985e-03 3.8024e-03 ] 9.5070e-01
 3.740e+00 5.0986e-02 5.0986e-02 [ 1.7703e-02 9.1630e-03 4.0252e-03 4.5692e-03 1.7120e-03 2.9805e-03 1.0603e-03 1.0791e-03 4.6878e-03 4.0055e-03 ] 9.4901e-01
 3.853e+00 5.2703e-02 5.2703e-02 [ 1.7388e-02 9.5946e-03 4.2823e-03 4.8979e-03 1.8396e-03 3.2068e-03 1.1404e-03 1.1554e-03 4.9865e-03 4.2117e-03 ] 9.4730e-01
 3.967e+00 5.4455e-02 5.4455e-02 [ 1.7052e-02 1.0023e-02 4.5469e-03 5.2407e-03 1.9732e-03 3.4442e-03 1.2243e-03 1.2350e-03 5.2948e-03 4.4205e-03 ] 9.4555e-01
 4.080e+00 5.6241e-02 5.6241e-02 [ 1.6698e-02 1.0447e-02 4.8187e-03 5.5976e-03 2.1129e-03 3.6931e-03 1.3123e-03 1.3178e-03 5.6123e-03 4.6320e-03 ] 9.4376e-01
 4.193e+00 5.8064e-02 5.8064e-02 [ 1.6327e-02 1.0865e-02 5.0974e-03 5.9689e-03 2.2588e-03 3.9534e-03 1.4043e-03 1.4039e-03 5.9392e-03 4.8458e-03 ] 9.4194e-01
 4.307e+00 5.9922e-02 5.9922e-02 [ 1.5941e-02 1.1277e-02 5.3827e-03 6.3544e-03 2.4109e-03 4.2255e-03 1.5005e-03 1.4932e-03 6.2751e-03 5.0619e-03 ] 9.4008e-01
