 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.8643e-03 1.8643e-03 [ 1.7639e-03 1.7138e-05 3.9921e-05 7.5664e-06 4.5397e-06 1.4611e-05 4.9128e-06 1.1670e-05 ] 9.9814e-01
 2.267e-01 3.8537e-03 3.8537e-03 [ 3.4630e-03 5.7844e-05 1.6044e-04 3.0352e-05 1.8208e-05 5.8580e-05 1.9691e-05 4.5564e-05 ] 9.9615e-01
 3.400e-01 5.7871e-03 5.7871e-03 [ 4.8929e-03 1.4374e-04 3.6380e-04 6.8616e-05 4.1151e-05 1.3230e-04 4.4457e-05 1.0010e-04 ] 9.9421e-01
 4.533e-01 7.7629e-03 7.7629e-03 [ 6.1735e-03 2.4958e-04 6.5377e-04 1.2279e-04 7.3612e-05 2.3644e-04 7.9407e-05 1.7386e-04 ] 9.9224e-01
 5.667e-01 9.8036e-03 9.8036e-03 [ 7.3017e-03 3.9444e-04 1.0357e-03 1.9346e-04 1.1593e-04 3.7192e-04 1.2482e-04 2.6561e-04 ] 9.9020e-01
 6.800e-01 1.1938e-02 1.1938e-02 [ 8.3011e-03 5.7483e-04 1.5164e-03 2.8142e-04 1.6854e-04 5.3992e-04 1.8106e-04 3.7422e-04 ] 9.8806e-01
 7.933e-01 1.4192e-02 1.4192e-02 [ 9.1871e-03 7.9134e-04 2.1047e-03 3.8761e-04 2.3198e-04 7.4190e-04 2.4855e-04 4.9875e-04 ] 9.8581e-01
 9.067e-01 1.6596e-02 1.6596e-02 [ 9.9714e-03 1.0475e-03 2.8109e-03 5.1316e-04 3.0691e-04 9.7959e-04 3.2783e-04 6.3837e-04 ] 9.8340e-01
 1.020e+00 1.9179e-02 1.9179e-02 [ 1.0665e-02 1.3460e-03 3.6475e-03 6.5941e-04 3.9406e-04 1.2550e-03 4.1949e-04 7.9238e-04 ] 9.8082e-01
 1.133e+00 2.1975e-02 2.1975e-02 [ 1.1279e-02 1.6900e-03 4.6291e-03 8.2788e-04 4.9431e-04 1.5704e-03 5.2424e-04 9.6022e-04 ] 9.7802e-01
 1.247e+00 2.5019e-02 2.5019e-02 [ 1.1822e-02 2.0828e-03 5.7726e-03 1.0203e-03 6.0865e-04 1.9285e-03 6.4286e-04 1.1414e-03 ] 9.7498e-01
 1.360e+00 2.8349e-02 2.8349e-02 [ 1.2302e-02 2.5286e-03 7.0973e-03 1.2386e-03 7.3819e-04 2.3322e-03 7.7623e-04 1.3357e-03 ] 9.7165e-01
 1.473e+00 3.2006e-02 3.2006e-02 [ 1.2726e-02 3.0318e-03 8.6255e-03 1.4850e-03 8.8418e-04 2.7847e-03 9.2534e-04 1.5429e-03 ] 9.6799e-01
 1.587e+00 3.6035e-02 3.6035e-02 [ 1.3101e-02 3.5973e-03 1.0382e-02 1.7619e-03 1.0480e-03 3.2897e-03 1.0913e-03 1.7628e-03 ] 9.6397e-01
 1.700e+00 4.0484e-02 4.0484e-02 [ 1.3432e-02 4.2306e-03 1.2396e-02 2.0720e-03 1.2312e-03 3.8511e-03 1.2752e-03 1.9955e-03 ] 9.5952e-01
 1.813e+00 4.5406e-02 4.5406e-02 [ 1.3725e-02 4.9375e-03 1.4698e-02 2.4180e-03 1.4354e-03 4.4730e-03 1.4783e-03 2.2411e-03 ] 9.5459e-01
 1.927e+00 5.0859e-02 5.0859e-02 [ 1.3983e-02 5.7245e-03 1.7324e-02 2.8031e-03 1.6625e-03 5.1603e-03 1.7021e-03 2.4997e-03 ] 9.4914e-01
 2.040e+00 5.6905e-02 5.6905e-02 [ 1.4211e-02 6.5984e-03 2.0312e-02 3.2307e-03 1.9143e-03 5.9176e-03 1.9480e-03 2.7718e-03 ] 9.4310e-01
 2.153e+00 6.3608e-02 6.3608e-02 [ 1.4413e-02 7.5664e-03 2.3706e-02 3.7043e-03 2.1930e-03 6.7501e-03 2.2175e-03 3.0576e-03 ] 9.3639e-01
 2.267e+00 7.1039e-02 7.1039e-02 [ 1.4590e-02 8.6359e-03 2.7552e-02 4.2275e-03 2.5007e-03 7.6633e-03 2.5122e-03 3.3575e-03 ] 9.2896e-01
 2.380e+00 7.9273e-02 7.9273e-02 [ 1.4746e-02 9.8149e-03 3.1900e-02 4.8041e-03 2.8398e-03 8.6626e-03 2.8337e-03 3.6720e-03 ] 9.2073e-01
 2.493e+00 8.8386e-02 8.8386e-02 [ 1.4883e-02 1.1111e-02 3.6802e-02 5.4381e-03 3.2125e-03 9.7536e-03 3.1837e-03 4.0015e-03 ] 9.1161e-01
 2.607e+00 9.8455e-02 9.8455e-02 [ 1.5003e-02 1.2532e-02 4.2314e-02 6.1333e-03 3.6212e-03 1.0942e-02 3.5636e-03 4.3464e-03 ] 9.0154e-01
 2.720e+00 1.0956e-01 1.0956e-01 [ 1.5106e-02 1.4085e-02 4.8494e-02 6.8932e-03 4.0681e-03 1.2232e-02 3.9750e-03 4.7072e-03 ] 8.9044e-01
 2.833e+00 1.2178e-01 1.2178e-01 [ 1.5193e-02 1.5777e-02 5.5398e-02 7.7215e-03 4.5553e-03 1.3629e-02 4.4191e-03 5.0840e-03 ] 8.7822e-01
 2.947e+00 1.3517e-01 1.3517e-01 [ 1.5265e-02 1.7613e-02 6.3081e-02 8.6208e-03 5.0847e-03 1.5136e-02 4.8971e-03 5.4769e-03 ] 8.6483e-01
 3.060e+00 1.4981e-01 1.4981e-01 [ 1.5320e-02 1.9597e-02 7.1594e-02 9.5935e-03 5.6578e-03 1.6757e-02 5.4096e-03 5.8858e-03 ] 8.5019e-01
 3.173e+00 1.6575e-01 1.6575e-01 [ 1.5359e-02 2.1730e-02 8.0981e-02 1.0641e-02 6.2756e-03 1.8492e-02 5.9569e-03 6.3104e-03 ] 8.3425e-01
 3.287e+00 1.8300e-01 1.8300e-01 [ 1.5380e-02 2.4013e-02 9.1276e-02 1.1763e-02 6.9382e-03 2.0342e-02 6.5387e-03 6.7498e-03 ] 8.1700e-01
 3.400e+00 2.0158e-01 2.0158e-01 [ 1.5380e-02 2.6440e-02 1.0250e-01 1.2959e-02 7.6452e-03 2.2303e-02 7.1539e-03 7.2029e-03 ] 7.9842e-01
 3.513e+00 2.2146e-01 2.2146e-01 [ 1.5357e-02 2.9004e-02 1.1464e-01 1.4225e-02 8.3949e-03 2.4369e-02 7.8008e-03 7.6681e-03 ] 7.7854e-01
 3.627e+00 2.4258e-01 2.4258e-01 [ 1.5309e-02 3.1691e-02 1.2769e-01 1.5555e-02 9.1844e-03 2.6532e-02 8.4766e-03 8.1431e-03 ] 7.5742e-01
 3.740e+00 2.6482e-01 2.6482e-01 [ 1.5232e-02 3.4483e-02 1.4157e-01 1.6943e-02 1.0009e-02 2.8779e-02 9.1774e-03 8.6254e-03 ] 7.3518e-01
 3.853e+00 2.8803e-01 2.8803e-01 [ 1.5122e-02 3.7356e-02 1.5621e-01 1.8377e-02 1.0863e-02 3.1093e-02 9.8981e-03 9.1113e-03 ] 7.1197e-01
 3.967e+00 3.1200e-01 3.1200e-01 [ 1.4976e-02 4.0281e-02 1.7148e-01 1.9844e-02 1.1740e-02 3.3455e-02 1.0633e-02 9.5972e-03 ] 6.8799e-01
