 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.7327e-02 1.7327e-02 [ 1.5590e-02 4.7213e-04 1.5542e-04 5.2360e-04 7.1637e-05 3.3275e-04 1.8164e-04 ] 9.8267e-01
 2.267e-01 3.4604e-02 3.4604e-02 [ 2.7573e-02 1.8993e-03 6.3292e-04 2.1575e-03 2.9066e-04 1.3433e-03 7.0754e-04 ] 9.6540e-01
 3.400e-01 5.4748e-02 5.4748e-02 [ 3.8599e-02 4.3081e-03 1.4642e-03 5.0875e-03 6.6851e-04 3.0644e-03 1.5563e-03 ] 9.4525e-01
 4.533e-01 7.8208e-02 7.8208e-02 [ 4.8689e-02 7.7291e-03 2.6979e-03 9.6191e-03 1.2222e-03 5.5403e-03 2.7103e-03 ] 9.2179e-01
 5.667e-01 1.0598e-01 1.0598e-01 [ 5.8288e-02 1.2183e-02 4.3954e-03 1.6175e-02 1.9722e-03 8.8165e-03 4.1510e-03 ] 8.9402e-01
 6.800e-01 1.3897e-01 1.3897e-01 [ 6.7685e-02 1.7661e-02 6.6237e-03 2.5285e-02 2.9388e-03 1.2924e-02 5.8533e-03 ] 8.6103e-01
 7.933e-01 1.7787e-01 1.7787e-01 [ 7.7005e-02 2.4102e-02 9.4434e-03 3.7547e-02 4.1373e-03 1.7859e-02 7.7793e-03 ] 8.2213e-01
 9.067e-01 2.2302e-01 2.2302e-01 [ 8.6200e-02 3.1369e-02 1.2893e-02 5.3561e-02 5.5713e-03 2.3558e-02 9.8720e-03 ] 7.7698e-01
 1.020e+00 2.7420e-01 2.7420e-01 [ 9.5043e-02 3.9222e-02 1.6965e-02 7.3814e-02 7.2249e-03 2.9877e-02 1.2051e-02 ] 7.2580e-01
 1.133e+00 3.3040e-01 3.3040e-01 [ 1.0313e-01 4.7315e-02 2.1589e-02 9.8525e-02 9.0563e-03 3.6573e-02 1.4210e-02 ] 6.6960e-01
