 0.000e+00       -nan       -nan [       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 9.9562e-01
 1.133e-01       -nan       -nan [       -nan 2.4599e-20 2.1192e-18 3.1268e-17 2.8476e-17 1.4331e-16 3.5949e-12 ] 0.0000e+00 [ 0.0000e+00 ] 9.9783e-01
 2.267e-01       -nan       -nan [       -nan 1.5394e-19 1.2413e-17 1.8192e-16 1.5685e-16 7.7833e-16 1.2086e-11 ] 0.0000e+00 [ 0.0000e+00 ] 1.0084e+00
 3.400e-01       -nan       -nan [       -nan 6.8029e-19 5.0219e-17 7.2922e-16 5.8113e-16 2.8253e-15 2.7326e-11 ] 0.0000e+00 [ 0.0000e+00 ] 1.0274e+00
 4.533e-01       -nan       -nan [       -nan 2.8059e-18 1.8814e-16 2.7047e-15 1.9652e-15 9.3249e-15 5.4581e-11 ] 0.0000e+00 [ 0.0000e+00 ] 1.0569e+00
 5.667e-01       -nan       -nan [       -nan 1.1506e-17 6.9980e-16 9.9640e-15 6.5536e-15 3.0290e-14 1.0393e-10 ] 0.0000e+00 [ 0.0000e+00 ] 1.1000e+00
 6.800e-01       -nan       -nan [       -nan 4.7964e-17 2.6467e-15 3.7362e-14 2.2157e-14 9.9653e-14 1.9424e-10 ] 0.0000e+00 [ 0.0000e+00 ] 1.1610e+00
 7.933e-01       -nan       -nan [       -nan 2.0616e-16 1.0308e-14 1.4453e-13 7.7053e-14 3.3708e-13 3.6145e-10 ] 0.0000e+00 [ 0.0000e+00 ] 1.2462e+00
 9.067e-01       -nan       -nan [       -nan 9.2610e-16 4.1800e-14 5.8357e-13 2.7885e-13 1.1864e-12 6.7624e-10 ] 0.0000e+00 [ 0.0000e+00 ] 1.3636e+00
 1.020e+00       -nan       -nan [       -nan 4.4112e-15 1.7849e-13 2.4902e-12 1.0628e-12 4.3975e-12 1.2828e-09 ] 0.0000e+00 [ 0.0000e+00 ] 1.5235e+00
 1.133e+00       -nan       -nan [       -nan 2.2624e-14 8.1282e-13 1.1386e-11 4.3217e-12 1.7397e-11 2.4894e-09 ] 0.0000e+00 [ 0.0000e+00 ] 1.7363e+00
 1.247e+00       -nan       -nan [       -nan 1.2690e-13 4.0016e-12 5.6633e-11 1.9017e-11 7.4520e-11 4.9937e-09 ] 0.0000e+00 [ 0.0000e+00 ] 2.0075e+00
 1.360e+00       -nan       -nan [       -nan 7.8967e-13 2.1593e-11 3.1107e-10 9.1855e-11 3.5069e-10 1.0483e-08 ] 0.0000e+00 [ 0.0000e+00 ] 2.3273e+00
 1.473e+00       -nan       -nan [       -nan 5.5150e-12 1.2926e-10 1.9121e-09 4.9324e-10 1.8367e-09 2.3375e-08 ] 0.0000e+00 [ 0.0000e+00 ] 2.6596e+00
 1.587e+00       -nan       -nan [       -nan 4.3459e-11 8.6427e-10 1.3250e-08 2.9662e-09 1.0787e-08 5.6445e-08 ] 0.0000e+00 [ 0.0000e+00 ] 2.9472e+00
 1.700e+00       -nan       -nan [       -nan 3.8389e-10 6.4266e-09 1.0305e-07 1.9897e-08 7.0769e-08 1.5167e-07 ] 0.0000e+00 [ 0.0000e+00 ] 3.1448e+00
 1.813e+00       -nan       -nan [       -nan 3.7054e-09 5.1926e-08 8.7764e-07 1.4548e-07 5.0676e-07 4.7389e-07 ] 0.0000e+00 [ 0.0000e+00 ] 3.2480e+00
 1.927e+00       -nan       -nan [       -nan 3.7147e-08 4.3449e-07 7.7828e-06 1.1050e-06 3.7737e-06 1.8258e-06 ] 0.0000e+00 [ 0.0000e+00 ] 3.2568e+00
 2.040e+00       -nan       -nan [       -nan 3.5810e-07 3.4962e-06 6.6503e-05 8.0933e-06 2.7122e-05 8.7787e-06 ] 0.0000e+00 [ 0.0000e+00 ] 3.0734e+00
 2.153e+00       -nan       -nan [       -nan 3.0155e-06 2.4674e-05 4.9719e-04 5.2138e-05 1.7153e-04 4.6901e-05 ] 0.0000e+00 [ 0.0000e+00 ] 2.4787e+00
 2.267e+00       -nan       -nan [       -nan 2.0232e-05 1.4008e-04 2.9680e-03 2.7115e-04 8.7604e-04 2.3229e-04 ] 0.0000e+00 [ 0.0000e+00 ] 1.5231e+00
 2.380e+00       -nan       -nan [       -nan 1.0244e-04 6.1014e-04 1.3436e-02 1.0878e-03 3.4534e-03 9.4347e-04 ] 0.0000e+00 [ 0.0000e+00 ] 7.3508e-01
