 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.4156e-03 6.3647e-04 [ 5.4311e-04 2.1202e-05 1.0873e-05 6.1285e-05 ] 1.7791e-03 [ 1.7164e-03 1.3436e-05 3.1080e-05 1.8215e-05 ] 9.9758e-01
 2.267e-01 4.6973e-03 1.4189e-03 [ 1.0479e-03 8.3412e-05 4.3201e-05 2.4446e-04 ] 3.2784e-03 [ 3.0336e-03 5.3137e-05 1.2193e-04 6.9738e-05 ] 9.9530e-01
 3.400e-01 6.9054e-03 2.3078e-03 [ 1.4800e-03 1.8250e-04 9.6086e-05 5.4928e-04 ] 4.5976e-03 [ 4.0653e-03 1.1727e-04 2.6557e-04 1.4941e-04 ] 9.9309e-01
 4.533e-01 9.1100e-03 3.3111e-03 [ 1.8552e-03 3.1195e-04 1.6802e-04 9.7595e-04 ] 5.7989e-03 [ 4.8933e-03 2.0287e-04 4.5122e-04 2.5150e-04 ] 9.9089e-01
 5.667e-01 1.1332e-02 4.4200e-03 [ 2.1747e-03 4.6359e-04 2.5693e-04 1.5247e-03 ] 6.9118e-03 [ 5.5701e-03 3.0606e-04 6.6561e-04 3.6999e-04 ] 9.8867e-01
 6.800e-01 1.3570e-02 5.6235e-03 [ 2.4393e-03 6.2842e-04 3.6031e-04 2.1954e-03 ] 7.9465e-03 [ 6.1306e-03 4.2240e-04 8.9460e-04 4.9888e-04 ] 9.8643e-01
 7.933e-01 1.5812e-02 6.9094e-03 [ 2.6493e-03 7.9755e-04 4.7533e-04 2.9872e-03 ] 8.9021e-03 [ 6.5977e-03 5.4721e-04 1.1247e-03 6.3251e-04 ] 9.8419e-01
 9.067e-01 1.8038e-02 8.2655e-03 [ 2.8054e-03 9.6292e-04 5.9899e-04 3.8981e-03 ] 9.7725e-03 [ 6.9865e-03 6.7594e-04 1.3442e-03 7.6585e-04 ] 9.8196e-01
 1.020e+00 2.0230e-02 9.6799e-03 [ 2.9092e-03 1.1179e-03 7.2825e-04 4.9246e-03 ] 1.0550e-02 [ 7.3066e-03 8.0445e-04 1.5442e-03 8.9463e-04 ] 9.7977e-01
 1.133e+00 2.2369e-02 1.1142e-02 [ 2.9629e-03 1.2574e-03 8.6015e-04 6.0615e-03 ] 1.1228e-02 [ 7.5641e-03 9.2922e-04 1.7187e-03 1.0155e-03 ] 9.7763e-01
 1.247e+00 2.4443e-02 1.2641e-02 [ 2.9697e-03 1.3783e-03 9.9194e-04 7.3015e-03 ] 1.1802e-02 [ 7.7633e-03 1.0475e-03 1.8647e-03 1.1261e-03 ] 9.7556e-01
 1.360e+00 2.6440e-02 1.4169e-02 [ 2.9339e-03 1.4789e-03 1.1211e-03 8.6355e-03 ] 1.2271e-02 [ 7.9072e-03 1.1571e-03 1.9817e-03 1.2248e-03 ] 9.7356e-01
 1.473e+00 2.8354e-02 1.5717e-02 [ 2.8605e-03 1.5589e-03 1.2455e-03 1.0052e-02 ] 1.2637e-02 [ 7.9982e-03 1.2570e-03 2.0710e-03 1.3108e-03 ] 9.7165e-01
 1.587e+00 3.0180e-02 1.7275e-02 [ 2.7550e-03 1.6190e-03 1.3632e-03 1.1538e-02 ] 1.2905e-02 [ 8.0389e-03 1.3464e-03 2.1353e-03 1.3843e-03 ] 9.6982e-01
