 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.5013e-03 2.5013e-03 [ 2.3702e-03 3.8325e-05 4.3516e-05 1.0548e-05 6.1537e-06 4.3974e-06 7.2139e-06 2.9502e-06 4.0232e-06 3.4949e-06 1.0413e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9750e-01
 2.267e-01 4.5826e-03 4.5826e-03 [ 4.0665e-03 1.5119e-04 1.7023e-04 4.1635e-05 2.4529e-05 1.7513e-05 2.8747e-05 1.1786e-05 1.5944e-05 1.3881e-05 4.0627e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9542e-01
 3.400e-01 6.5426e-03 6.5426e-03 [ 5.4098e-03 3.3229e-04 3.6904e-04 9.1599e-05 5.4849e-05 3.9107e-05 6.4245e-05 2.6450e-05 3.5311e-05 3.0854e-05 8.9096e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9346e-01
 4.533e-01 8.4294e-03 8.4294e-03 [ 6.4823e-03 5.7157e-04 6.2293e-04 1.5778e-04 9.6616e-05 6.8766e-05 1.1308e-04 4.6819e-05 6.1392e-05 5.3907e-05 1.5422e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.9157e-01
 5.667e-01 1.0275e-02 1.0275e-02 [ 7.3586e-03 8.5607e-04 9.1124e-04 2.3675e-04 1.4910e-04 1.0591e-04 1.7436e-04 7.2691e-05 9.3223e-05 8.2359e-05 2.3433e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8973e-01
 6.800e-01 1.2077e-02 1.2077e-02 [ 8.0846e-03 1.1711e-03 1.2123e-03 3.2462e-04 2.1135e-04 1.4981e-04 2.4694e-04 1.0377e-04 1.2969e-04 1.1539e-04 3.2764e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8792e-01
 7.933e-01 1.3818e-02 1.3818e-02 [ 8.6880e-03 1.5015e-03 1.5059e-03 4.1738e-04 2.8219e-04 1.9960e-04 3.2947e-04 1.3968e-04 1.6959e-04 1.5209e-04 4.3233e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8618e-01
 9.067e-01 1.5469e-02 1.5469e-02 [ 9.1857e-03 1.8326e-03 1.7752e-03 5.1117e-04 3.6024e-04 2.5436e-04 4.2044e-04 1.7992e-04 2.1175e-04 1.9152e-04 5.4644e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8453e-01
 1.020e+00 1.7005e-02 1.7005e-02 [ 9.5879e-03 2.1517e-03 2.0079e-03 6.0255e-04 4.4396e-04 3.1305e-04 5.1823e-04 2.2391e-04 2.5506e-04 2.3276e-04 6.6801e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8299e-01
 1.133e+00 1.8401e-02 1.8401e-02 [ 9.9010e-03 2.4481e-03 2.1965e-03 6.8869e-04 5.3170e-04 3.7466e-04 6.2119e-04 2.7101e-04 2.9854e-04 2.7490e-04 7.9505e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8160e-01
 1.247e+00 1.9641e-02 1.9641e-02 [ 1.0129e-02 2.7138e-03 2.3382e-03 7.6739e-04 6.2173e-04 4.3814e-04 7.2763e-04 3.2048e-04 3.4135e-04 3.1718e-04 9.2559e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8036e-01
 1.360e+00 2.0713e-02 2.0713e-02 [ 1.0277e-02 2.9434e-03 2.4337e-03 8.3714e-04 7.1234e-04 5.0249e-04 8.3594e-04 3.7156e-04 3.8286e-04 3.5889e-04 1.0577e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7929e-01
 1.473e+00 2.1614e-02 2.1614e-02 [ 1.0348e-02 3.1343e-03 2.4868e-03 8.9708e-04 8.0183e-04 5.6675e-04 9.4460e-04 4.2348e-04 4.2255e-04 3.9946e-04 1.1896e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7839e-01
 1.587e+00 2.2347e-02 2.2347e-02 [ 1.0347e-02 3.2857e-03 2.5030e-03 9.4688e-04 8.8865e-04 6.3005e-04 1.0522e-03 4.7548e-04 4.6012e-04 4.3844e-04 1.3196e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7765e-01
