 0.000e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0467e+00
 1.133e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0476e+00
 2.267e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0592e+00
 3.400e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0805e+00
 4.533e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.1130e+00
 5.667e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.1589e+00
 6.800e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.2218e+00
 7.933e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.3066e+00
 9.067e-01       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4207e+00
 1.020e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.5743e+00
 1.133e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.7826e+00
 1.247e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0680e+00
 1.360e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.4646e+00
 1.473e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.0246e+00
 1.587e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.8302e+00
 1.700e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.0126e+00
 1.813e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 6.7840e+00
 1.927e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.4909e+00
 2.040e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.3701e+01
 2.153e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0341e+01
 2.267e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.0888e+01
 2.380e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.7618e+01
 2.493e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 7.3809e+01
 2.607e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.1367e+02
 2.720e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.7152e+02
 2.833e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.4969e+02
 2.947e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.4489e+02
 3.060e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.4444e+02
 3.173e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.2577e+02
 3.287e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.6277e+02
 3.400e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.3873e+02
 3.513e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.5764e+02
 3.627e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.4390e+02
 3.740e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.2909e+02
 3.853e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.3631e+02
 3.967e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 7.3366e+01
 4.080e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.6344e+01
 4.193e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6921e+01
 4.307e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 7.5772e+00
 4.420e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.3431e+00
 4.533e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4879e+00
 4.647e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 6.8269e-01
 4.760e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.2904e-01
 4.873e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6914e-01
 4.987e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.3768e-02
 5.100e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.6456e-02
 5.213e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.7031e-02
 5.327e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.6451e-02
 5.440e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0508e-02
 5.553e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.7164e-02
 5.667e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.5397e-02
 5.780e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4686e-02
 5.893e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4768e-02
 6.007e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.5524e-02
 6.120e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6921e-02
 6.233e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.8980e-02
 6.347e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.1759e-02
 6.460e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.5343e-02
 6.573e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.9831e-02
 6.687e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.5333e-02
 6.800e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.1958e-02
 6.913e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.9808e-02
 7.027e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.8969e-02
 7.140e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 6.9503e-02
 7.253e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 8.1448e-02
 7.367e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.4806e-02
 7.480e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0955e-01
 7.593e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.2561e-01
 7.707e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4290e-01
 7.820e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6131e-01
 7.933e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.8069e-01
 8.047e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0088e-01
 8.160e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.2174e-01
 8.273e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.4309e-01
 8.387e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.6478e-01
 8.500e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.8665e-01
 8.613e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.0856e-01
 8.727e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.3038e-01
 8.840e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.5200e-01
 8.953e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.7332e-01
 9.067e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.9425e-01
 9.180e+00       -nan       -nan [       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.1473e-01
