 0.000e+00       -nan       -nan [       -nan       -nan 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 2.4408e+00
 1.133e-01       -nan       -nan [       -nan       -nan 1.1188e-40 3.1173e-18 ] 0.0000e+00 [ 0.0000e+00 ] 2.3642e+00
 2.267e-01       -nan       -nan [       -nan       -nan 5.3854e-40 1.0691e-17 ] 0.0000e+00 [ 0.0000e+00 ] 2.2094e+00
 3.400e-01       -nan       -nan [       -nan       -nan 1.6160e-39 2.0874e-17 ] 0.0000e+00 [ 0.0000e+00 ] 1.9808e+00
 4.533e-01       -nan       -nan [       -nan       -nan 4.1717e-39 3.2279e-17 ] 0.0000e+00 [ 0.0000e+00 ] 1.6930e+00
 5.667e-01       -nan       -nan [       -nan       -nan 1.0190e-38 4.4045e-17 ] 0.0000e+00 [ 0.0000e+00 ] 1.3685e+00
 6.800e-01       -nan       -nan [       -nan       -nan 2.4611e-38 5.5898e-17 ] 0.0000e+00 [ 0.0000e+00 ] 1.0369e+00
 7.933e-01       -nan       -nan [       -nan       -nan 6.0456e-38 6.8207e-17 ] 0.0000e+00 [ 0.0000e+00 ] 7.2999e-01
 9.067e-01       -nan       -nan [       -nan       -nan 1.5449e-37 8.2030e-17 ] 0.0000e+00 [ 0.0000e+00 ] 4.7453e-01
 1.020e+00       -nan       -nan [       -nan       -nan 4.1847e-37 9.9256e-17 ] 0.0000e+00 [ 0.0000e+00 ] 2.8450e-01
 1.133e+00       -nan       -nan [       -nan       -nan 1.2195e-36 1.2296e-16 ] 0.0000e+00 [ 0.0000e+00 ] 1.5850e-01
 1.247e+00       -nan       -nan [       -nan       -nan 3.8604e-36 1.5821e-16 ] 0.0000e+00 [ 0.0000e+00 ] 8.3615e-02
 1.360e+00       -nan       -nan [       -nan       -nan 1.3322e-35 2.1373e-16 ] 0.0000e+00 [ 0.0000e+00 ] 4.3105e-02
 1.473e+00       -nan       -nan [       -nan       -nan 5.0003e-35 3.0518e-16 ] 0.0000e+00 [ 0.0000e+00 ] 2.2639e-02
 1.587e+00       -nan       -nan [       -nan       -nan 2.0263e-34 4.6164e-16 ] 0.0000e+00 [ 0.0000e+00 ] 1.2684e-02
 1.700e+00       -nan       -nan [       -nan       -nan 8.7679e-34 7.3824e-16 ] 0.0000e+00 [ 0.0000e+00 ] 7.9092e-03
 1.813e+00       -nan       -nan [       -nan       -nan 3.9989e-33 1.2410e-15 ] 0.0000e+00 [ 0.0000e+00 ] 5.6604e-03
 1.927e+00       -nan       -nan [       -nan       -nan 1.8962e-32 2.1756e-15 ] 0.0000e+00 [ 0.0000e+00 ] 4.7200e-03
 2.040e+00       -nan       -nan [       -nan       -nan 9.2241e-32 3.9414e-15 ] 0.0000e+00 [ 0.0000e+00 ] 4.5818e-03
 2.153e+00       -nan       -nan [       -nan       -nan 4.5475e-31 7.3127e-15 ] 0.0000e+00 [ 0.0000e+00 ] 5.1083e-03
 2.267e+00       -nan       -nan [       -nan       -nan 2.2477e-30 1.3780e-14 ] 0.0000e+00 [ 0.0000e+00 ] 6.4037e-03
 2.380e+00       -nan       -nan [       -nan       -nan 1.1036e-29 2.6181e-14 ] 0.0000e+00 [ 0.0000e+00 ] 8.8073e-03
 2.493e+00       -nan       -nan [       -nan       -nan 5.3417e-29 4.9825e-14 ] 0.0000e+00 [ 0.0000e+00 ] 1.2967e-02
 2.607e+00       -nan       -nan [       -nan       -nan 2.5332e-28 9.4447e-14 ] 0.0000e+00 [ 0.0000e+00 ] 1.9976e-02
 2.720e+00       -nan       -nan [       -nan       -nan 1.1715e-27 1.7741e-13 ] 0.0000e+00 [ 0.0000e+00 ] 3.1546e-02
 2.833e+00       -nan       -nan [       -nan       -nan 5.2648e-27 3.2866e-13 ] 0.0000e+00 [ 0.0000e+00 ] 5.0140e-02
 2.947e+00       -nan       -nan [       -nan       -nan 2.2945e-26 5.9790e-13 ] 0.0000e+00 [ 0.0000e+00 ] 7.8913e-02
 3.060e+00       -nan       -nan [       -nan       -nan 9.6902e-26 1.0641e-12 ] 0.0000e+00 [ 0.0000e+00 ] 1.2126e-01
 3.173e+00       -nan       -nan [       -nan       -nan 3.9674e-25 1.8475e-12 ] 0.0000e+00 [ 0.0000e+00 ] 1.7987e-01
 3.287e+00       -nan       -nan [       -nan       -nan 1.5774e-24 3.1237e-12 ] 0.0000e+00 [ 0.0000e+00 ] 2.5540e-01
 3.400e+00       -nan       -nan [       -nan       -nan 6.1054e-24 5.1406e-12 ] 0.0000e+00 [ 0.0000e+00 ] 3.4556e-01
