[ 5.2753e-01 -1.6839e+00 -3.0875e+00 -1.2384e+00 ] [ 5.7555e-02 -2.2775e+00 -1.4403e+00 4.8059e-01 -3.8633e-01 -6.0739e-02 -7.8622e-01 ] -1.00000e+00 1.00000e+00 -5.38670e+00
[ 4.9241e-01 -1.7055e+00 -3.1063e+00 -1.2540e+00 ] [ 2.9535e-02 -2.2988e+00 -1.4703e+00 4.4632e-01 -4.1188e-01 -8.4122e-02 -8.0656e-01 ] -9.72325e-01 9.99316e-01 -5.38670e+00
[ 4.3399e-01 -1.7417e+00 -3.1403e+00 -1.2762e+00 ] [ -1.5326e-02 -2.3361e+00 -1.5233e+00 3.8958e-01 -4.5280e-01 -1.1963e-01 -8.3769e-01 ] -9.14965e-01 9.87169e-01 -5.40125e+00
[ 3.6058e-01 -1.7853e+00 -3.1824e+00 -1.2991e+00 ] [ -6.9535e-02 -2.3819e+00 -1.5910e+00 3.1855e-01 -5.0179e-01 -1.6035e-01 -8.7289e-01 ] -8.26376e-01 9.59523e-01 -5.42890e+00
[ 2.8398e-01 -1.8263e+00 -3.2227e+00 -1.3139e+00 ] [ -1.2253e-01 -2.4262e+00 -1.6621e+00 2.4489e-01 -5.4860e-01 -1.9660e-01 -9.0279e-01 ] -7.04586e-01 9.11197e-01 -5.46733e+00
[ 2.2080e-01 -1.8516e+00 -3.2482e+00 -1.3099e+00 ] [ -1.5991e-01 -2.4555e+00 -1.7205e+00 1.8493e-01 -5.7945e-01 -2.1552e-01 -9.1518e-01 ] -5.50909e-01 8.37139e-01 -5.51364e+00
[ 1.8685e-01 -1.8499e+00 -3.2479e+00 -1.2786e+00 ] [ -1.6859e-01 -2.4583e+00 -1.7514e+00 1.5414e-01 -5.8202e-01 -2.0592e-01 -8.9974e-01 ] -3.71745e-01 7.35782e-01 -5.56463e+00
[ 1.9004e-01 -1.8173e+00 -3.2182e+00 -1.2187e+00 ] [ -1.4318e-01 -2.4305e+00 -1.7479e+00 1.6013e-01 -5.5165e-01 -1.6419e-01 -8.5363e-01 ] -1.79855e-01 6.12477e-01 -5.61721e+00
[ 2.2587e-01 -1.7606e+00 -3.1662e+00 -1.1389e+00 ] [ -8.9787e-02 -2.3787e+00 -1.7149e+00 1.9819e-01 -4.9485e-01 -9.7533e-02 -7.8448e-01 ] 7.26795e-03 4.80105e-01 -5.66874e+00
[ 2.8013e-01 -1.6941e+00 -3.1057e+00 -1.0541e+00 ] [ -2.2924e-02 -2.3170e+00 -1.6661e+00 2.5406e-01 -4.2614e-01 -2.0747e-02 -7.0703e-01 ] 1.72658e-01 3.54749e-01 -5.71725e+00
[ 3.3720e-01 -1.6320e+00 -3.0502e+00 -9.7785e-01 ] [ 4.2483e-02 -2.2593e+00 -1.6163e+00 3.1223e-01 -3.6015e-01 5.1647e-02 -6.3537e-01 ] 3.05966e-01 2.48765e-01 -5.76149e+00
[ 3.8699e-01 -1.5820e+00 -3.0070e+00 -9.1722e-01 ] [ 9.7441e-02 -2.2132e+00 -1.5746e+00 3.6272e-01 -3.0545e-01 1.1135e-01 -5.7729e-01 ] 4.05768e-01 1.66791e-01 -5.80082e+00
[ 4.2607e-01 -1.5454e+00 -2.9769e+00 -8.7266e-01 ] [ 1.3959e-01 -2.1802e+00 -1.5436e+00 4.0224e-01 -2.6402e-01 1.5669e-01 -5.3397e-01 ] 4.77015e-01 1.06949e-01 -5.83501e+00
[ 4.5517e-01 -1.5201e+00 -2.9574e+00 -8.4125e-01 ] [ 1.7045e-01 -2.1579e+00 -1.5221e+00 4.3161e-01 -2.3407e-01 1.8971e-01 -5.0303e-01 ] 5.26830e-01 6.44573e-02 -5.86412e+00
[ 4.7640e-01 -1.5029e+00 -2.9453e+00 -8.1941e-01 ] [ 1.9266e-01 -2.1433e+00 -1.5074e+00 4.5300e-01 -2.1278e-01 2.1342e-01 -4.8126e-01 ] 5.61639e-01 3.44562e-02 -5.88835e+00
[ 4.9179e-01 -1.4912e+00 -2.9378e+00 -8.0418e-01 ] [ 2.0861e-01 -2.1337e+00 -1.4976e+00 4.6849e-01 -1.9766e-01 2.3043e-01 -4.6593e-01 ] 5.86180e-01 1.31780e-02 -5.90798e+00
[ 5.0288e-01 -1.4833e+00 -2.9332e+00 -7.9353e-01 ] [ 2.2003e-01 -2.1274e+00 -1.4908e+00 4.7965e-01 -1.8692e-01 2.4259e-01 -4.5511e-01 ] 6.03585e-01 -1.93626e-03 -5.92329e+00
[ 5.1069e-01 -1.4778e+00 -2.9302e+00 -7.8614e-01 ] [ 2.2804e-01 -2.1231e+00 -1.4863e+00 4.8751e-01 -1.7943e-01 2.5112e-01 -4.4759e-01 ] 6.15804e-01 -1.25065e-02 -5.93454e+00
[ 5.1588e-01 -1.4742e+00 -2.9282e+00 -7.8124e-01 ] [ 2.3336e-01 -2.1203e+00 -1.4833e+00 4.9272e-01 -1.7446e-01 2.5679e-01 -4.4259e-01 ] 6.24015e-01 -1.95221e-02 -5.94198e+00
[ 5.1882e-01 -1.4720e+00 -2.9268e+00 -7.7835e-01 ] [ 2.3640e-01 -2.1185e+00 -1.4814e+00 4.9569e-01 -1.7157e-01 2.6003e-01 -4.3968e-01 ] 6.28918e-01 -2.35771e-02 -5.94579e+00
[ 5.1976e-01 -1.4710e+00 -2.9259e+00 -7.7719e-01 ] [ 2.3743e-01 -2.1175e+00 -1.4805e+00 4.9664e-01 -1.7053e-01 2.6114e-01 -4.3857e-01 ] 6.30928e-01 -2.50248e-02 -5.94614e+00
[ 5.1886e-01 -1.4710e+00 -2.9252e+00 -7.7760e-01 ] [ 2.3661e-01 -2.1172e+00 -1.4804e+00 4.9574e-01 -1.7116e-01 2.6026e-01 -4.3911e-01 ] 6.30287e-01 -2.40733e-02 -5.94315e+00
[ 5.1619e-01 -1.4720e+00 -2.9247e+00 -7.7950e-01 ] [ 2.3402e-01 -2.1175e+00 -1.4811e+00 4.9307e-01 -1.7340e-01 2.5751e-01 -4.4122e-01 ] 6.27134e-01 -2.08414e-02 -5.93689e+00
[ 5.1180e-01 -1.4739e+00 -2.9244e+00 -7.8283e-01 ] [ 2.2972e-01 -2.1184e+00 -1.4826e+00 4.8868e-01 -1.7717e-01 2.5293e-01 -4.4484e-01 ] 6.21542e-01 -1.53933e-02 -5.92740e+00
[ 5.0574e-01 -1.4767e+00 -2.9243e+00 -7.8756e-01 ] [ 2.2374e-01 -2.1198e+00 -1.4848e+00 4.8260e-01 -1.8246e-01 2.4656e-01 -4.4994e-01 ] 6.13547e-01 -7.76009e-03 -5.91469e+00
[ 4.9803e-01 -1.4803e+00 -2.9244e+00 -7.9367e-01 ] [ 2.1611e-01 -2.1218e+00 -1.4876e+00 4.7487e-01 -1.8924e-01 2.3842e-01 -4.5650e-01 ] 6.03164e-01 2.04524e-03 -5.89875e+00
[ 4.8868e-01 -1.4848e+00 -2.9245e+00 -8.0114e-01 ] [ 2.0683e-01 -2.1243e+00 -1.4911e+00 4.6549e-01 -1.9749e-01 2.2852e-01 -4.6449e-01 ] 5.90402e-01 1.40151e-02 -5.87955e+00
[ 4.7773e-01 -1.4902e+00 -2.9247e+00 -8.0994e-01 ] [ 1.9596e-01 -2.1272e+00 -1.4952e+00 4.5451e-01 -2.0717e-01 2.1690e-01 -4.7389e-01 ] 5.75276e-01 2.81360e-02 -5.85704e+00
