 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 2.947e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.060e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.173e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.287e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.400e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.513e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.627e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.740e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 3.853e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
