 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 1.2238e-02 1.2238e-02 [ 7.9342e-03 1.9672e-04 3.1980e-04 2.1956e-03 3.2743e-04 9.9089e-04 2.7327e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8776e-01
 2.267e-01 3.0130e-02 3.0130e-02 [ 1.1969e-02 8.4322e-04 1.3320e-03 9.4347e-03 1.3570e-03 4.1029e-03 1.0915e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6987e-01
 3.400e-01 5.9328e-02 5.9328e-02 [ 1.4902e-02 2.1085e-03 3.1819e-03 2.3681e-02 3.2160e-03 9.7088e-03 2.5291e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.4067e-01
 4.533e-01 1.0560e-01 1.0560e-01 [ 1.8031e-02 4.2692e-03 6.0669e-03 4.8162e-02 6.0670e-03 1.8279e-02 4.7265e-03 ] 0.0000e+00 [ 0.0000e+00 ] 8.9440e-01
 5.667e-01 1.7468e-01 1.7468e-01 [ 2.2302e-02 7.6533e-03 1.0130e-02 8.6733e-02 9.9996e-03 3.0051e-02 7.8089e-03 ] 0.0000e+00 [ 0.0000e+00 ] 8.2532e-01
 6.800e-01 2.6875e-01 2.6875e-01 [ 2.8311e-02 1.2454e-02 1.5244e-02 1.4175e-01 1.4830e-02 4.4435e-02 1.1721e-02 ] 0.0000e+00 [ 0.0000e+00 ] 7.3125e-01
 7.933e-01 3.8077e-01 3.8077e-01 [ 3.5934e-02 1.8403e-02 2.0770e-02 2.1033e-01 1.9896e-02 5.9408e-02 1.6025e-02 ] 0.0000e+00 [ 0.0000e+00 ] 6.1923e-01
 9.067e-01 4.9224e-01 4.9224e-01 [ 4.3951e-02 2.4575e-02 2.5615e-02 2.8217e-01 2.4163e-02 7.1867e-02 1.9901e-02 ] 0.0000e+00 [ 0.0000e+00 ] 5.0776e-01
 1.020e+00 5.8245e-01 5.8245e-01 [ 5.0535e-02 2.9817e-02 2.8854e-02 3.4433e-01 2.6833e-02 7.9460e-02 2.2612e-02 ] 0.0000e+00 [ 0.0000e+00 ] 4.1755e-01
 1.133e+00 6.4247e-01 6.4247e-01 [ 5.4497e-02 3.3528e-02 3.0360e-02 3.9002e-01 2.7883e-02 8.2175e-02 2.4004e-02 ] 0.0000e+00 [ 0.0000e+00 ] 3.5753e-01
 1.247e+00 6.7680e-01 6.7680e-01 [ 5.5783e-02 3.5832e-02 3.0644e-02 4.2058e-01 2.7856e-02 8.1680e-02 2.4431e-02 ] 0.0000e+00 [ 0.0000e+00 ] 3.2320e-01
 1.360e+00 6.9449e-01 6.9449e-01 [ 5.4945e-02 3.7153e-02 3.0305e-02 4.4067e-01 2.7335e-02 7.9736e-02 2.4349e-02 ] 0.0000e+00 [ 0.0000e+00 ] 3.0551e-01
 1.473e+00 7.0284e-01 7.0284e-01 [ 5.2600e-02 3.7860e-02 2.9751e-02 4.5436e-01 2.6697e-02 7.7490e-02 2.4078e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9716e-01
 1.587e+00 7.0627e-01 7.0627e-01 [ 4.9248e-02 3.8189e-02 2.9194e-02 4.6418e-01 2.6135e-02 7.5527e-02 2.3798e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9373e-01
 1.700e+00 7.0716e-01 7.0716e-01 [ 4.5269e-02 3.8264e-02 2.8726e-02 4.7146e-01 2.5730e-02 7.4108e-02 2.3598e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9284e-01
 1.813e+00 7.0671e-01 7.0671e-01 [ 4.0954e-02 3.8149e-02 2.8380e-02 4.7686e-01 2.5513e-02 7.3332e-02 2.3518e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9329e-01
 1.927e+00 7.0553e-01 7.0553e-01 [ 3.6528e-02 3.7877e-02 2.8162e-02 4.8067e-01 2.5487e-02 7.3232e-02 2.3575e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9447e-01
 2.040e+00 7.0393e-01 7.0393e-01 [ 3.2163e-02 3.7461e-02 2.8064e-02 4.8300e-01 2.5650e-02 7.3817e-02 2.3775e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9607e-01
 2.153e+00 7.0205e-01 7.0205e-01 [ 2.7983e-02 3.6913e-02 2.8078e-02 4.8387e-01 2.5997e-02 7.5089e-02 2.4121e-02 ] 0.0000e+00 [ 0.0000e+00 ] 2.9795e-01
