 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0051e+00
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.2035e+00
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 8.1846e+01
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.2459e+03
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.1549e+05
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4044e+06
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 5.0511e+05
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.5489e+04
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.5249e+02
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0062e+05
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 0.0000e+00
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.4156e+00
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6371e+00
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6629e+00
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6309e+00
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6070e+00
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6103e+00
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6427e+00
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.6996e+00
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.7722e+00
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.8495e+00
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.9211e+00
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.9798e+00
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0231e+00
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0518e+00
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0690e+00
 2.947e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0780e+00
 3.060e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0817e+00
 3.173e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0818e+00
 3.287e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0798e+00
 3.400e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0763e+00
 3.513e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0718e+00
 3.627e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0666e+00
 3.740e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0610e+00
 3.853e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0552e+00
 3.967e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0493e+00
 4.080e+00       -nan       -nan [       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0434e+00
