 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.5247e-03 2.5247e-03 [ 2.4009e-03 3.6360e-05 3.9257e-05 9.9414e-06 6.1792e-06 4.3383e-06 7.1072e-06 2.9878e-06 3.8308e-06 3.3970e-06 1.0379e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9748e-01
 2.267e-01 4.5871e-03 4.5871e-03 [ 4.0994e-03 1.4348e-04 1.5366e-04 3.9254e-05 2.4631e-05 1.7279e-05 2.8324e-05 1.1936e-05 1.5185e-05 1.3494e-05 4.0496e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9541e-01
 3.400e-01 6.5196e-03 6.5196e-03 [ 5.4480e-03 3.1550e-04 3.3341e-04 8.6406e-05 5.5076e-05 3.8588e-05 6.3305e-05 2.6783e-05 3.3645e-05 3.0003e-05 8.8809e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9348e-01
 4.533e-01 8.3678e-03 8.3678e-03 [ 6.5239e-03 5.4304e-04 5.6349e-04 1.4894e-04 9.7015e-05 6.7861e-05 1.1144e-04 4.7402e-05 5.8527e-05 5.2440e-05 1.5372e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.9163e-01
 5.667e-01 1.0168e-02 1.0168e-02 [ 7.4027e-03 8.1400e-04 8.2555e-04 2.2369e-04 1.4972e-04 1.0453e-04 1.7186e-04 7.3586e-05 8.8934e-05 8.0152e-05 2.3357e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8983e-01
 6.800e-01 1.1924e-02 1.1924e-02 [ 8.1305e-03 1.1146e-03 1.1002e-03 3.0704e-04 2.1222e-04 1.4788e-04 2.4345e-04 1.0503e-04 1.2382e-04 1.1235e-04 3.2658e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8808e-01
 7.933e-01 1.3618e-02 1.3618e-02 [ 8.7351e-03 1.4305e-03 1.3693e-03 3.9523e-04 2.8335e-04 1.9708e-04 3.2488e-04 1.4135e-04 1.6205e-04 1.4817e-04 4.3092e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8638e-01
 9.067e-01 1.5227e-02 1.5227e-02 [ 9.2335e-03 1.7479e-03 1.6175e-03 4.8464e-04 3.6172e-04 2.5119e-04 4.1467e-04 1.8204e-04 2.0251e-04 1.8670e-04 5.4465e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8477e-01
 1.020e+00 1.6725e-02 1.6725e-02 [ 9.6359e-03 2.0545e-03 1.8334e-03 5.7200e-04 4.4580e-04 3.0921e-04 5.1123e-04 2.2652e-04 2.4414e-04 2.2702e-04 6.6580e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8327e-01
 1.133e+00 1.8091e-02 1.8091e-02 [ 9.9487e-03 2.3400e-03 2.0098e-03 6.5459e-04 5.3392e-04 3.7013e-04 6.1290e-04 2.7411e-04 2.8599e-04 2.6828e-04 7.9239e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8191e-01
 1.247e+00 1.9306e-02 1.9306e-02 [ 1.0176e-02 2.5967e-03 2.1438e-03 7.3028e-04 6.2436e-04 4.3290e-04 7.1804e-04 3.2410e-04 3.2726e-04 3.0969e-04 9.2245e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8069e-01
 1.360e+00 2.0360e-02 2.0360e-02 [ 1.0323e-02 2.8193e-03 2.2356e-03 7.9758e-04 7.1539e-04 4.9654e-04 8.2504e-04 3.7570e-04 3.6730e-04 3.5058e-04 1.0541e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7964e-01
 1.473e+00 2.1249e-02 2.1249e-02 [ 1.0393e-02 3.0048e-03 2.2885e-03 8.5561e-04 8.0532e-04 5.6009e-04 9.3238e-04 4.2814e-04 4.0563e-04 3.9037e-04 1.1854e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7875e-01
 1.587e+00 2.1974e-02 2.1974e-02 [ 1.0390e-02 3.1525e-03 2.3070e-03 9.0399e-04 8.9258e-04 6.2269e-04 1.0386e-03 4.8063e-04 4.4190e-04 4.2860e-04 1.3149e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7803e-01
 1.700e+00 2.2540e-02 2.2540e-02 [ 1.0321e-02 3.2633e-03 2.2967e-03 9.4280e-04 9.7573e-04 6.8353e-04 1.1426e-03 5.3246e-04 4.7590e-04 4.6492e-04 1.4409e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7746e-01
