 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.1166e-03
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.9486e-01
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 9.3926e+05
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.6700e+14
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.5852e+22
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.0749e+27
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 7.3653e+37
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.4403e+55
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.1897e+63
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 7.4687e+47
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.2583e+26
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.7789e+11
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.8775e+01
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ]        inf
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.2949e-07
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 4.6210e-07
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.0225e-06
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.6621e-06
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.2237e-06
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.6567e-06
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.0099e-06
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.3785e-06
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.8725e-06
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 4.6185e-06
