 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.6259e-02 2.6259e-02 [ 2.3267e-02 6.2844e-04 1.9620e-04 1.2482e-03 1.1969e-04 5.6298e-04 2.3586e-04 ] 9.7374e-01
 2.267e-01 5.2270e-02 5.2270e-02 [ 3.9969e-02 2.5414e-03 8.1120e-04 5.2530e-03 4.8979e-04 2.2841e-03 9.2181e-04 ] 9.4773e-01
 3.400e-01 8.4581e-02 8.4581e-02 [ 5.5677e-02 5.8004e-03 1.9180e-03 1.2774e-02 1.1391e-03 5.2399e-03 2.0329e-03 ] 9.1542e-01
 4.533e-01 1.2504e-01 1.2504e-01 [ 7.0776e-02 1.0456e-02 3.6234e-03 2.5036e-02 2.1053e-03 9.5074e-03 3.5396e-03 ] 8.7496e-01
 5.667e-01 1.7619e-01 1.7619e-01 [ 8.6118e-02 1.6483e-02 6.0448e-03 4.3633e-02 3.4201e-03 1.5100e-02 5.3888e-03 ] 8.2381e-01
 6.800e-01 2.3951e-01 2.3951e-01 [ 1.0187e-01 2.3695e-02 9.2667e-03 7.0230e-02 5.0860e-03 2.1878e-02 7.4813e-03 ] 7.6049e-01
 7.933e-01 3.1448e-01 3.1448e-01 [ 1.1744e-01 3.1657e-02 1.3274e-02 1.0596e-01 7.0472e-03 2.9449e-02 9.6530e-03 ] 6.8552e-01
 9.067e-01 3.9751e-01 3.9751e-01 [ 1.3143e-01 3.9659e-02 1.7882e-02 1.5057e-01 9.1665e-03 3.7126e-02 1.1679e-02 ] 6.0249e-01
 1.020e+00 4.8194e-01 4.8194e-01 [ 1.4208e-01 4.6825e-02 2.2718e-02 2.0175e-01 1.1234e-02 4.4021e-02 1.3314e-02 ] 5.1806e-01
 1.133e+00 5.5964e-01 5.5964e-01 [ 1.4787e-01 5.2380e-02 2.7300e-02 2.5539e-01 1.3024e-02 4.9306e-02 1.4374e-02 ] 4.4036e-01
 1.247e+00 6.2412e-01 6.2412e-01 [ 1.4832e-01 5.5942e-02 3.1216e-02 3.0694e-01 1.4377e-02 5.2525e-02 1.4804e-02 ] 3.7588e-01
 1.360e+00 6.7279e-01 6.7279e-01 [ 1.4412e-01 5.7623e-02 3.4265e-02 3.5311e-01 1.5253e-02 5.3721e-02 1.4688e-02 ] 3.2721e-01
 1.473e+00 7.0690e-01 7.0690e-01 [ 1.3668e-01 5.7874e-02 3.6470e-02 3.9266e-01 1.5715e-02 5.3303e-02 1.4189e-02 ] 2.9310e-01
 1.587e+00 7.2973e-01 7.2973e-01 [ 1.2747e-01 5.7228e-02 3.7992e-02 4.2590e-01 1.5871e-02 5.1795e-02 1.3474e-02 ] 2.7027e-01
 1.700e+00 7.4478e-01 7.4478e-01 [ 1.1762e-01 5.6132e-02 3.9019e-02 4.5384e-01 1.5828e-02 4.9658e-02 1.2671e-02 ] 2.5522e-01
 1.813e+00 7.5480e-01 7.5480e-01 [ 1.0787e-01 5.4886e-02 3.9710e-02 4.7758e-01 1.5669e-02 4.7220e-02 1.1862e-02 ] 2.4520e-01
 1.927e+00 7.6169e-01 7.6169e-01 [ 9.8606e-02 5.3666e-02 4.0181e-02 4.9800e-01 1.5451e-02 4.4696e-02 1.1092e-02 ] 2.3831e-01
 2.040e+00 7.6663e-01 7.6663e-01 [ 9.0016e-02 5.2565e-02 4.0511e-02 5.1573e-01 1.5209e-02 4.2214e-02 1.0383e-02 ] 2.3337e-01
 2.153e+00 7.7035e-01 7.7035e-01 [ 8.2159e-02 5.1620e-02 4.0752e-02 5.3126e-01 1.4967e-02 3.9848e-02 9.7421e-03 ] 2.2965e-01
 2.267e+00 7.7325e-01 7.7325e-01 [ 7.5023e-02 5.0841e-02 4.0937e-02 5.4490e-01 1.4740e-02 3.7639e-02 9.1709e-03 ] 2.2675e-01
 2.380e+00 7.7559e-01 7.7559e-01 [ 6.8562e-02 5.0219e-02 4.1088e-02 5.5691e-01 1.4537e-02 3.5609e-02 8.6662e-03 ] 2.2441e-01
 2.493e+00 7.7752e-01 7.7752e-01 [ 6.2717e-02 4.9738e-02 4.1219e-02 5.6750e-01 1.4366e-02 3.3766e-02 8.2237e-03 ] 2.2248e-01
 2.607e+00 7.7914e-01 7.7914e-01 [ 5.7422e-02 4.9376e-02 4.1341e-02 5.7682e-01 1.4231e-02 3.2113e-02 7.8384e-03 ] 2.2086e-01
 2.720e+00 7.8049e-01 7.8049e-01 [ 5.2612e-02 4.9113e-02 4.1460e-02 5.8502e-01 1.4136e-02 3.0647e-02 7.5056e-03 ] 2.1951e-01
 2.833e+00 7.8163e-01 7.8163e-01 [ 4.8230e-02 4.8927e-02 4.1581e-02 5.9223e-01 1.4086e-02 2.9364e-02 7.2207e-03 ] 2.1837e-01
 2.947e+00 7.8260e-01 7.8260e-01 [ 4.4222e-02 4.8795e-02 4.1707e-02 5.9855e-01 1.4082e-02 2.8258e-02 6.9799e-03 ] 2.1740e-01
 3.060e+00 7.8340e-01 7.8340e-01 [ 4.0541e-02 4.8699e-02 4.1841e-02 6.0409e-01 1.4128e-02 2.7323e-02 6.7795e-03 ] 2.1660e-01
 3.173e+00 7.8407e-01 7.8407e-01 [ 3.7149e-02 4.8618e-02 4.1982e-02 6.0893e-01 1.4225e-02 2.6552e-02 6.6167e-03 ] 2.1593e-01
 3.287e+00 7.8463e-01 7.8463e-01 [ 3.4013e-02 4.8535e-02 4.2132e-02 6.1314e-01 1.4376e-02 2.5939e-02 6.4889e-03 ] 2.1537e-01
 3.400e+00 7.8508e-01 7.8508e-01 [ 3.1105e-02 4.8435e-02 4.2289e-02 6.1679e-01 1.4585e-02 2.5480e-02 6.3942e-03 ] 2.1492e-01
 3.513e+00 7.8544e-01 7.8544e-01 [ 2.8402e-02 4.8304e-02 4.2453e-02 6.1993e-01 1.4852e-02 2.5171e-02 6.3309e-03 ] 2.1456e-01
