 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.4775e-03 2.4775e-03 [ 2.3077e-03 4.7967e-05 6.3112e-05 1.3678e-05 6.7669e-06 5.1107e-06 8.4720e-06 3.2371e-06 5.2358e-06 4.3048e-06 1.1949e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9752e-01
 2.267e-01 4.7343e-03 4.7343e-03 [ 4.0665e-03 1.8905e-04 2.4638e-04 5.3929e-05 2.6980e-05 2.0353e-05 3.3760e-05 1.2939e-05 2.0732e-05 1.7090e-05 4.6624e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9527e-01
 3.400e-01 6.9343e-03 6.9343e-03 [ 5.4724e-03 4.1486e-04 5.3227e-04 1.1843e-04 6.0351e-05 4.5443e-05 7.5447e-05 2.9060e-05 4.5854e-05 3.7959e-05 1.0228e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.9307e-01
 4.533e-01 9.1172e-03 9.1172e-03 [ 6.6139e-03 7.1211e-04 8.9425e-04 2.0348e-04 1.0636e-04 7.9894e-05 1.3279e-04 5.1491e-05 7.9575e-05 6.6257e-05 1.7713e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.9088e-01
 5.667e-01 1.1289e-02 1.1289e-02 [ 7.5574e-03 1.0638e-03 1.3006e-03 3.0437e-04 1.6423e-04 1.2302e-04 2.0474e-04 8.0044e-05 1.2056e-04 1.0110e-04 2.6931e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8871e-01
 6.800e-01 1.3428e-02 1.3428e-02 [ 8.3457e-03 1.4510e-03 1.7189e-03 4.1586e-04 2.3292e-04 1.7398e-04 2.8994e-04 1.1443e-04 1.6729e-04 1.4146e-04 3.7683e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8657e-01
 7.933e-01 1.5498e-02 1.5498e-02 [ 9.0056e-03 1.8543e-03 2.1196e-03 5.3258e-04 3.1117e-04 2.3175e-04 3.8681e-04 1.5425e-04 2.1817e-04 1.8617e-04 4.9763e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8450e-01
 9.067e-01 1.7459e-02 1.7459e-02 [ 9.5539e-03 2.2557e-03 2.4794e-03 6.4955e-04 3.9744e-04 2.9525e-04 4.9357e-04 1.9898e-04 2.7164e-04 2.3407e-04 6.2950e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8254e-01
 1.020e+00 1.9275e-02 1.9275e-02 [ 1.0001e-02 2.6394e-03 2.7823e-03 7.6242e-04 4.9005e-04 3.6331e-04 6.0834e-04 2.4800e-04 3.2629e-04 2.8402e-04 7.7022e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8073e-01
 1.133e+00 2.0917e-02 2.0917e-02 [ 1.0352e-02 2.9929e-03 3.0198e-03 8.6771e-04 5.8715e-04 4.3472e-04 7.2917e-04 3.0059e-04 3.8088e-04 3.3496e-04 9.1748e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.7908e-01
 1.247e+00 2.2367e-02 2.2367e-02 [ 1.0612e-02 3.3071e-03 3.1902e-03 9.6288e-04 6.8680e-04 5.0831e-04 8.5413e-04 3.5593e-04 4.3444e-04 3.8594e-04 1.0690e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7763e-01
 1.360e+00 2.3613e-02 2.3613e-02 [ 1.0784e-02 3.5766e-03 3.2968e-03 1.0463e-03 7.8708e-04 5.8291e-04 9.8136e-04 4.1318e-04 4.8621e-04 4.3618e-04 1.2226e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7639e-01
 1.473e+00 2.4656e-02 2.4656e-02 [ 1.0873e-02 3.7987e-03 3.3467e-03 1.1172e-03 8.8610e-04 6.5745e-04 1.1091e-03 4.7146e-04 5.3565e-04 4.8500e-04 1.3761e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7534e-01
 1.587e+00 2.5501e-02 2.5501e-02 [ 1.0882e-02 3.9735e-03 3.3489e-03 1.1753e-03 9.8210e-04 7.3091e-04 1.2357e-03 5.2989e-04 5.8242e-04 5.3192e-04 1.5277e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7450e-01
 1.700e+00 2.6158e-02 2.6158e-02 [ 1.0818e-02 4.1033e-03 3.3130e-03 1.2212e-03 1.0735e-03 8.0239e-04 1.3597e-03 5.8766e-04 6.2634e-04 5.7654e-04 1.6754e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7384e-01
 1.813e+00 2.6641e-02 2.6641e-02 [ 1.0688e-02 4.1916e-03 3.2483e-03 1.2555e-03 1.1589e-03 8.7109e-04 1.4799e-03 6.4399e-04 6.6736e-04 6.1863e-04 1.8178e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7336e-01
 1.927e+00 2.6969e-02 2.6969e-02 [ 1.0500e-02 4.2429e-03 3.1635e-03 1.2794e-03 1.2372e-03 9.3633e-04 1.5952e-03 6.9823e-04 7.0551e-04 6.5803e-04 1.9535e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7303e-01
 2.040e+00 2.7159e-02 2.7159e-02 [ 1.0261e-02 4.2623e-03 3.0657e-03 1.2938e-03 1.3076e-03 9.9754e-04 1.7046e-03 7.4981e-04 7.4089e-04 6.9467e-04 2.0816e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7284e-01
 2.153e+00 2.7230e-02 2.7230e-02 [ 9.9813e-03 4.2549e-03 2.9609e-03 1.3001e-03 1.3694e-03 1.0543e-03 1.8074e-03 7.9826e-04 7.7364e-04 7.2856e-04 2.2011e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7277e-01
 2.267e+00 2.7199e-02 2.7199e-02 [ 9.6694e-03 4.2257e-03 2.8539e-03 1.2994e-03 1.4224e-03 1.1061e-03 1.9032e-03 8.4325e-04 8.0390e-04 7.5973e-04 2.3115e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7280e-01
 2.380e+00 2.7082e-02 2.7082e-02 [ 9.3339e-03 4.1796e-03 2.7483e-03 1.2929e-03 1.4664e-03 1.1530e-03 1.9914e-03 8.8455e-04 8.3184e-04 7.8828e-04 2.4124e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7292e-01
 2.493e+00 2.6897e-02 2.6897e-02 [ 8.9827e-03 4.1207e-03 2.6465e-03 1.2817e-03 1.5016e-03 1.1946e-03 2.0718e-03 9.2201e-04 8.5759e-04 8.1430e-04 2.5037e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7310e-01
 2.607e+00 2.6657e-02 2.6657e-02 [ 8.6232e-03 4.0530e-03 2.5504e-03 1.2665e-03 1.5284e-03 1.2309e-03 2.1444e-03 9.5559e-04 8.8129e-04 8.3792e-04 2.5854e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7334e-01
