 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.9976e-01
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.8863e-01
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.8990e-01
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.8815e-01
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.8555e-01
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.8242e-01
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.7937e-01
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.7694e-01
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.7618e-01
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.7312e-01
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.8533e-01
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 9.4946e-01
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.0732e+00
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 7.7441e-01
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.8169e+00
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.5438e-01
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.9066e+01
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.8329e-03
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.8349e+04
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.3743e-06
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.1195e+07
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 6.1759e-04
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.5751e-05
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 2.0686e+24
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 7.8626e-51
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 4.4948e+73
 2.947e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 1.5301e-86
 3.060e+00       -nan       -nan [       -nan       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00 [ 0.0000e+00 ] 3.1930e+82
