 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.7780e-03 6.9463e-04 [ 6.9458e-04 4.1272e-08 1.2602e-09 2.0441e-10 1.7630e-10 6.9648e-11 2.0339e-10 2.0077e-10 1.4746e-10 ] 2.0834e-03 [ 1.9331e-03 3.3966e-05 7.6663e-05 3.9646e-05 ] 9.9722e-01
 2.267e-01 5.2372e-03 1.0505e-03 [ 1.0503e-03 1.6682e-07 4.9493e-09 8.1006e-10 7.0505e-10 2.7809e-10 8.0594e-10 8.0008e-10 5.5843e-10 ] 4.1866e-03 [ 3.6015e-03 1.3381e-04 2.9948e-04 1.5189e-04 ] 9.9476e-01
 3.400e-01 7.5781e-03 1.2943e-03 [ 1.2939e-03 3.8168e-07 1.0799e-08 1.7939e-09 1.5849e-09 6.2340e-10 1.7845e-09 1.7880e-09 1.1922e-09 ] 6.2838e-03 [ 5.0178e-03 2.9337e-04 6.4770e-04 3.2495e-04 ] 9.9242e-01
 4.533e-01 9.8276e-03 1.4464e-03 [ 1.4457e-03 6.9409e-07 1.8395e-08 3.1181e-09 2.8125e-09 1.1018e-09 3.1012e-09 3.1466e-09 2.0142e-09 ] 8.3812e-03 [ 6.2433e-03 5.0289e-04 1.0898e-03 5.4517e-04 ] 9.9017e-01
 5.667e-01 1.1986e-02 1.5436e-03 [ 1.5425e-03 1.1157e-06 2.7232e-08 4.7330e-09 4.3808e-09 1.7072e-09 4.7068e-09 4.8502e-09 2.9941e-09 ] 1.0442e-02 [ 7.3061e-03 7.4990e-04 1.5879e-03 7.9795e-04 ] 9.8801e-01
 6.800e-01 1.4023e-02 1.6077e-03 [ 1.6060e-03 1.6620e-06 3.6776e-08 6.5808e-09 6.2793e-09 2.4316e-09 6.5441e-09 6.8658e-09 4.1050e-09 ] 1.2416e-02 [ 8.2231e-03 1.0205e-03 2.1034e-03 1.0687e-03 ] 9.8598e-01
 7.933e-01 1.5900e-02 1.6516e-03 [ 1.6492e-03 2.3527e-06 4.6524e-08 8.6003e-09 8.4928e-09 3.2645e-09 8.5531e-09 9.1547e-09 5.3221e-09 ] 1.4249e-02 [ 9.0033e-03 1.3006e-03 2.6009e-03 1.3437e-03 ] 9.8410e-01
 9.067e-01 1.7575e-02 1.6831e-03 [ 1.6798e-03 3.2125e-06 5.6054e-08 1.0731e-08 1.1001e-08 4.1938e-09 1.0675e-08 1.1674e-08 6.6228e-09 ] 1.5892e-02 [ 9.6514e-03 1.5772e-03 3.0525e-03 1.6110e-03 ] 9.8242e-01
 1.020e+00 1.9015e-02 1.7066e-03 [ 1.7022e-03 4.2714e-06 6.5050e-08 1.2917e-08 1.3780e-08 5.2057e-09 1.2855e-08 1.4378e-08 7.9857e-09 ] 1.7308e-02 [ 1.0169e-02 1.8391e-03 3.4388e-03 1.8610e-03 ] 9.8099e-01
 1.133e+00 2.0196e-02 1.7247e-03 [ 1.7190e-03 5.5660e-06 7.3316e-08 1.5111e-08 1.6799e-08 6.2856e-09 1.5048e-08 1.7223e-08 9.3917e-09 ] 1.8471e-02 [ 1.0558e-02 2.0776e-03 3.7494e-03 2.0862e-03 ] 9.7980e-01
 1.247e+00 2.1110e-02 1.7391e-03 [ 1.7318e-03 7.1394e-06 8.0764e-08 1.7272e-08 2.0027e-08 7.4183e-09 1.7214e-08 2.0163e-08 1.0823e-08 ] 1.9371e-02 [ 1.0821e-02 2.2867e-03 3.9817e-03 2.2820e-03 ] 9.7889e-01
 1.360e+00 2.1759e-02 1.7505e-03 [ 1.7413e-03 9.0420e-06 8.7403e-08 1.9370e-08 2.3429e-08 8.5889e-09 1.9327e-08 2.3159e-08 1.2265e-08 ] 2.0008e-02 [ 1.0960e-02 2.4629e-03 4.1393e-03 2.4459e-03 ] 9.7824e-01
 1.473e+00 2.2155e-02 1.7597e-03 [ 1.7481e-03 1.1332e-05 9.3312e-08 2.1386e-08 2.6967e-08 9.7830e-09 2.1367e-08 2.6175e-08 1.3704e-08 ] 2.0396e-02 [ 1.0983e-02 2.6050e-03 4.2300e-03 2.5772e-03 ] 9.7784e-01
 1.587e+00 2.2320e-02 1.7668e-03 [ 1.7525e-03 1.4077e-05 9.8622e-08 2.3309e-08 3.0606e-08 1.0987e-08 2.3323e-08 2.9180e-08 1.5130e-08 ] 2.0553e-02 [ 1.0899e-02 2.7135e-03 4.2638e-03 2.6771e-03 ] 9.7768e-01
