 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.7872e-03 2.1154e-03 [ 1.8152e-03 2.4744e-05 1.9038e-05 2.5644e-04 ] 6.7179e-04 [ 6.6601e-04 9.1991e-07 2.6288e-06 2.2300e-06 ] 9.9721e-01
 2.267e-01 5.5430e-03 4.4231e-03 [ 3.2187e-03 9.8691e-05 7.6465e-05 1.0293e-03 ] 1.1199e-03 [ 1.0972e-03 3.6956e-06 1.0431e-05 8.5280e-06 ] 9.9446e-01
 3.400e-01 8.5112e-03 7.0510e-03 [ 4.3185e-03 2.2090e-04 1.7314e-04 2.3385e-03 ] 1.4601e-03 [ 1.4102e-03 8.3712e-06 2.3149e-05 1.8370e-05 ] 9.9149e-01
 4.533e-01 1.1838e-02 1.0115e-02 [ 5.1942e-03 3.8972e-04 3.1035e-04 4.2212e-03 ] 1.7226e-03 [ 1.6359e-03 1.5017e-05 4.0371e-05 3.1290e-05 ] 9.8816e-01
 5.667e-01 1.5664e-02 1.3727e-02 [ 5.9038e-03 6.0290e-04 4.8978e-04 6.7302e-03 ] 1.9372e-03 [ 1.8051e-03 2.3729e-05 6.1552e-05 4.6872e-05 ] 9.8434e-01
 6.800e-01 2.0118e-02 1.7993e-02 [ 6.4893e-03 8.5771e-04 7.1343e-04 9.9330e-03 ] 2.1241e-03 [ 1.9387e-03 3.4633e-05 8.6065e-05 6.4750e-05 ] 9.7988e-01
 7.933e-01 2.5321e-02 2.3025e-02 [ 6.9814e-03 1.1511e-03 9.8349e-04 1.3909e-02 ] 2.2968e-03 [ 2.0510e-03 4.7888e-05 1.1325e-04 8.4608e-05 ] 9.7468e-01
 9.067e-01 3.1394e-02 2.8929e-02 [ 7.4017e-03 1.4800e-03 1.3023e-03 1.8745e-02 ] 2.4645e-03 [ 2.1522e-03 6.3690e-05 1.4245e-04 1.0618e-04 ] 9.6861e-01
 1.020e+00 3.8445e-02 3.5812e-02 [ 7.7653e-03 1.8412e-03 1.6719e-03 2.4533e-02 ] 2.6337e-03 [ 2.2492e-03 8.2266e-05 1.7306e-04 1.2923e-04 ] 9.6155e-01
