 0.000e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.3933e+00
 1.133e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.5034e+00
 2.267e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.7097e+00
 3.400e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 4.2154e+00
 4.533e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 5.0244e+00
 5.667e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.0339e+00
 6.800e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.1338e+00
 7.933e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 5.4933e+00
 9.067e-01       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.1508e+00
 1.020e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 8.3760e+00
 1.133e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.1043e+01
 1.247e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.1519e+01
 1.360e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 8.2921e+00
 1.473e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.9221e+00
 1.587e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.3076e+00
 1.700e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.6726e-01
 1.813e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.0863e-01
 1.927e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 4.2155e-02
 2.040e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.5279e-02
 2.153e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.1603e+71
 2.267e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 0.0000e+00
 2.380e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 0.0000e+00
 2.493e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 0.0000e+00
 2.607e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 0.0000e+00
 2.720e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 0.0000e+00
 2.833e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 0.0000e+00
 2.947e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.0664e+23
 3.060e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.4345e+04
 3.173e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 5.5876e+04
 3.287e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.8317e+04
 3.400e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.9892e+04
 3.513e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.0953e+04
 3.627e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 4.5624e+04
 3.740e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.9574e+04
 3.853e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.6814e+04
 3.967e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 8.5211e+03
 4.080e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.9199e+03
 4.193e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.6684e+03
 4.307e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 6.6934e+02
 4.420e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.5740e+02
 4.533e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 9.6228e+01
 4.647e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.5349e+01
 4.760e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.2849e+01
 4.873e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 4.6382e+00
 4.987e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.6638e+00
 5.100e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 5.9232e-01
 5.213e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.0883e-01
 5.327e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 7.2796e-02
 5.440e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.5088e-02
 5.553e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 8.5717e-03
 5.667e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 2.9217e-03
 5.780e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.0039e-03
 5.893e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 3.5278e-04
 6.007e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 1.2916e-04
 6.120e+00       -nan       -nan [       -nan       -nan       -nan       -nan ]       -nan [       -nan ] 5.0345e-05
