 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 3.7868e-03 3.7868e-03 [ 3.6253e-03 2.4400e-05 1.6916e-05 3.1933e-05 1.9607e-05 1.8314e-05 1.8945e-05 8.7163e-06 9.2126e-06 1.3399e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9621e-01
 2.267e-01 7.5692e-03 7.5692e-03 [ 6.9244e-03 9.7615e-05 6.7671e-05 1.2766e-04 7.8502e-05 7.3338e-05 7.5831e-05 3.4910e-05 3.6891e-05 5.2318e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9243e-01
 3.400e-01 1.1397e-02 1.1397e-02 [ 9.9483e-03 2.1967e-04 1.5228e-04 2.8696e-04 1.7690e-04 1.6531e-04 1.7081e-04 7.8710e-05 8.3153e-05 1.1503e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8860e-01
 4.533e-01 1.5290e-02 1.5290e-02 [ 1.2717e-02 3.9060e-04 2.7075e-04 5.0944e-04 3.1514e-04 2.9463e-04 3.0409e-04 1.4032e-04 1.4819e-04 2.0002e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8471e-01
 5.667e-01 1.9271e-02 1.9271e-02 [ 1.5253e-02 6.1039e-04 4.2308e-04 7.9450e-04 4.9368e-04 4.6181e-04 4.7599e-04 2.2003e-04 2.3224e-04 3.0601e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8073e-01
 6.800e-01 2.3362e-02 2.3362e-02 [ 1.7579e-02 8.7901e-04 6.0922e-04 1.1414e-03 7.1305e-04 6.6750e-04 6.8685e-04 3.1818e-04 3.3563e-04 4.3187e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.7664e-01
 7.933e-01 2.7581e-02 2.7581e-02 [ 1.9712e-02 1.1964e-03 8.2908e-04 1.5491e-03 9.7389e-04 9.1245e-04 9.3706e-04 4.3518e-04 4.5871e-04 5.7664e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.7242e-01
 9.067e-01 3.1945e-02 3.1945e-02 [ 2.1669e-02 1.5623e-03 1.0826e-03 2.0164e-03 1.2769e-03 1.1975e-03 1.2270e-03 5.7149e-04 6.0189e-04 7.3950e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.6805e-01
 1.020e+00 3.6469e-02 3.6469e-02 [ 2.3465e-02 1.9765e-03 1.3694e-03 2.5419e-03 1.6228e-03 1.5236e-03 1.5572e-03 7.2761e-04 7.6561e-04 9.1977e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.6353e-01
