 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.4498e-03 2.4498e-03 [ 2.3191e-03 4.5780e-05 1.6481e-05 1.3274e-05 1.0410e-05 6.6981e-06 6.8298e-06 2.5137e-06 6.8212e-06 1.0916e-05 4.4270e-06 1.9255e-06 4.5939e-06 ] 0.0000e+00 [ 0.0000e+00 ] 9.9755e-01
 2.267e-01 4.4854e-03 4.4854e-03 [ 3.9708e-03 1.8016e-04 6.4275e-05 5.2152e-05 4.0868e-05 2.6499e-05 2.7286e-05 1.0000e-05 2.7243e-05 4.3285e-05 1.7643e-05 7.6572e-06 1.7498e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9551e-01
 3.400e-01 6.4192e-03 6.4192e-03 [ 5.2900e-03 3.9439e-04 1.3863e-04 1.1387e-04 8.9118e-05 5.8524e-05 6.1240e-05 2.2290e-05 6.1115e-05 9.5960e-05 3.9438e-05 1.7054e-05 3.7553e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9358e-01
 4.533e-01 8.2890e-03 8.2890e-03 [ 6.3491e-03 6.7466e-04 2.3238e-04 1.9409e-04 1.5166e-04 1.0135e-04 1.0843e-04 3.9097e-05 1.0814e-04 1.6706e-04 6.9438e-05 2.9875e-05 6.3732e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9171e-01
 5.667e-01 1.0124e-02 1.0124e-02 [ 7.2209e-03 1.0035e-03 3.3701e-04 2.8740e-04 2.2416e-04 1.5311e-04 1.6840e-04 6.0036e-05 1.6785e-04 2.5411e-04 1.0710e-04 4.5792e-05 9.5108e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.8988e-01
 6.800e-01 1.1923e-02 1.1923e-02 [ 7.9497e-03 1.3617e-03 4.4383e-04 3.8785e-04 3.0197e-04 2.1166e-04 2.4052e-04 8.4637e-05 2.3961e-04 3.5418e-04 1.5174e-04 6.4402e-05 1.3082e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8808e-01
 7.933e-01 1.3663e-02 1.3663e-02 [ 8.5623e-03 1.7297e-03 5.4508e-04 4.8952e-04 3.8059e-04 2.7470e-04 3.2390e-04 1.1237e-04 3.2257e-04 4.6413e-04 2.0253e-04 8.5254e-05 1.7005e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8634e-01
 9.067e-01 1.5317e-02 1.5317e-02 [ 9.0742e-03 2.0896e-03 6.3471e-04 5.8711e-04 4.5608e-04 3.3998e-04 4.1742e-04 1.4269e-04 4.1570e-04 5.8079e-04 2.5851e-04 1.0787e-04 2.1200e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8468e-01
 1.020e+00 1.6856e-02 1.6856e-02 [ 9.4941e-03 2.4266e-03 7.0870e-04 6.7623e-04 5.2533e-04 4.0537e-04 5.1971e-04 1.7503e-04 5.1778e-04 7.0112e-04 3.1866e-04 1.3176e-04 2.5592e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8314e-01
 1.133e+00 1.8257e-02 1.8257e-02 [ 9.8270e-03 2.7289e-03 7.6509e-04 7.5367e-04 5.8617e-04 4.6903e-04 6.2916e-04 2.0883e-04 6.2746e-04 8.2239e-04 3.8191e-04 1.5646e-04 3.0107e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8174e-01
 1.247e+00 1.9501e-02 1.9501e-02 [ 1.0076e-02 2.9887e-03 8.0373e-04 8.1742e-04 6.3736e-04 5.2940e-04 7.4400e-04 2.4359e-04 7.4324e-04 9.4222e-04 4.4718e-04 1.8154e-04 3.4673e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8050e-01
 1.360e+00 2.0577e-02 2.0577e-02 [ 1.0244e-02 3.2018e-03 8.2580e-04 8.6664e-04 6.7845e-04 5.8530e-04 8.6231e-04 2.7883e-04 8.6353e-04 1.0587e-03 5.1340e-04 2.0659e-04 3.9225e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.7942e-01
