 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.5367e-03 2.5367e-03 [ 2.3024e-03 6.3585e-05 8.8092e-05 1.8240e-05 8.7205e-06 7.0399e-06 1.1897e-05 4.4780e-06 7.9635e-06 6.4174e-06 1.7866e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9746e-01
 2.267e-01 5.1436e-03 5.1436e-03 [ 4.2211e-03 2.5104e-04 3.4429e-04 7.2020e-05 3.4820e-05 2.8072e-05 4.7491e-05 1.7932e-05 3.1577e-05 2.5516e-05 6.9749e-05 ] 0.0000e+00 [ 0.0000e+00 ] 9.9486e-01
 3.400e-01 7.8500e-03 7.8500e-03 [ 5.8259e-03 5.5248e-04 7.4525e-04 1.5852e-04 7.8072e-05 6.2813e-05 1.0643e-04 4.0398e-05 6.9999e-05 5.6815e-05 1.5326e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.9215e-01
 4.533e-01 1.0669e-02 1.0669e-02 [ 7.1919e-03 9.5208e-04 1.2555e-03 2.7325e-04 1.3803e-04 1.1075e-04 1.8803e-04 7.1877e-05 1.2186e-04 9.9504e-05 2.6614e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8933e-01
 5.667e-01 1.3571e-02 1.3571e-02 [ 8.3660e-03 1.4295e-03 1.8326e-03 4.1041e-04 2.1398e-04 1.7116e-04 2.9125e-04 1.1230e-04 1.8536e-04 1.5248e-04 4.0608e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8643e-01
 6.800e-01 1.6506e-02 1.6506e-02 [ 9.3802e-03 1.9615e-03 2.4326e-03 5.6347e-04 3.0490e-04 2.4307e-04 4.1470e-04 1.6149e-04 2.5841e-04 2.1440e-04 5.7071e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8349e-01
 7.933e-01 1.9412e-02 1.9412e-02 [ 1.0255e-02 2.5244e-03 3.0158e-03 7.2573e-04 4.0945e-04 3.2535e-04 5.5665e-04 2.1911e-04 3.3883e-04 2.8377e-04 7.5747e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.8059e-01
 9.067e-01 2.2229e-02 2.2229e-02 [ 1.1003e-02 3.0952e-03 3.5498e-03 8.9078e-04 5.2597e-04 4.1669e-04 7.1506e-04 2.8466e-04 4.2442e-04 3.5902e-04 9.6360e-04 ] 0.0000e+00 [ 0.0000e+00 ] 9.7777e-01
 1.020e+00 2.4901e-02 2.4901e-02 [ 1.1631e-02 3.6538e-03 4.0120e-03 1.0530e-03 6.5249e-04 5.1564e-04 8.8765e-04 3.5745e-04 5.1316e-04 4.3858e-04 1.1861e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7510e-01
 1.133e+00 2.7385e-02 2.7385e-02 [ 1.2142e-02 4.1833e-03 4.3899e-03 1.2076e-03 7.8678e-04 6.2069e-04 1.0719e-03 4.3661e-04 6.0326e-04 5.2095e-04 1.4219e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7261e-01
 1.247e+00 2.9648e-02 2.9648e-02 [ 1.2538e-02 4.6707e-03 4.6794e-03 1.3511e-03 9.2644e-04 7.3026e-04 1.2653e-03 5.2109e-04 6.9320e-04 6.0473e-04 1.6676e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.7035e-01
 1.360e+00 3.1668e-02 3.1668e-02 [ 1.2819e-02 5.1072e-03 4.8837e-03 1.4809e-03 1.0689e-03 8.4274e-04 1.4652e-03 6.0970e-04 7.8176e-04 6.8866e-04 1.9197e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6833e-01
 1.473e+00 3.3434e-02 3.3434e-02 [ 1.2988e-02 5.4874e-03 5.0106e-03 1.5955e-03 1.2116e-03 9.5657e-04 1.6688e-03 7.0114e-04 8.6798e-04 7.7166e-04 2.1750e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6657e-01
 1.587e+00 3.4946e-02 3.4946e-02 [ 1.3047e-02 5.8094e-03 5.0709e-03 1.6942e-03 1.3521e-03 1.0702e-03 1.8736e-03 7.9407e-04 9.5116e-04 8.5279e-04 2.4299e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6505e-01
 1.700e+00 3.6207e-02 3.6207e-02 [ 1.3002e-02 6.0738e-03 5.0766e-03 1.7771e-03 1.4880e-03 1.1822e-03 2.0771e-03 8.8713e-04 1.0308e-03 9.3129e-04 2.6813e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6379e-01
 1.813e+00 3.7230e-02 3.7230e-02 [ 1.2859e-02 6.2830e-03 5.0393e-03 1.8447e-03 1.6172e-03 1.2913e-03 2.2768e-03 9.7899e-04 1.1065e-03 1.0065e-03 2.9262e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6277e-01
 1.927e+00 3.8028e-02 3.8028e-02 [ 1.2628e-02 6.4411e-03 4.9701e-03 1.8978e-03 1.7378e-03 1.3961e-03 2.4707e-03 1.0684e-03 1.1782e-03 1.0780e-03 3.1617e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6197e-01
 2.040e+00 3.8620e-02 3.8620e-02 [ 1.2319e-02 6.5530e-03 4.8786e-03 1.9376e-03 1.8483e-03 1.4956e-03 2.6568e-03 1.1543e-03 1.2456e-03 1.1454e-03 3.3856e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6138e-01
 2.153e+00 3.9024e-02 3.9024e-02 [ 1.1943e-02 6.6241e-03 4.7729e-03 1.9653e-03 1.9476e-03 1.5890e-03 2.8333e-03 1.2357e-03 1.3088e-03 1.2084e-03 3.5958e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6098e-01
 2.267e+00 3.9261e-02 3.9261e-02 [ 1.1513e-02 6.6601e-03 4.6593e-03 1.9824e-03 2.0349e-03 1.6753e-03 2.9990e-03 1.3118e-03 1.3676e-03 1.2669e-03 3.7908e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6074e-01
 2.380e+00 3.9349e-02 3.9349e-02 [ 1.1039e-02 6.6664e-03 4.5432e-03 1.9900e-03 2.1097e-03 1.7540e-03 3.1524e-03 1.3820e-03 1.4222e-03 1.3207e-03 3.9693e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6065e-01
 2.493e+00 3.9309e-02 3.9309e-02 [ 1.0535e-02 6.6483e-03 4.4282e-03 1.9896e-03 2.1719e-03 1.8246e-03 3.2929e-03 1.4459e-03 1.4725e-03 1.3698e-03 4.1305e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6069e-01
 2.607e+00 3.9159e-02 3.9159e-02 [ 1.0011e-02 6.6107e-03 4.3172e-03 1.9823e-03 2.2217e-03 1.8869e-03 3.4197e-03 1.5031e-03 1.5186e-03 1.4142e-03 4.2740e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6084e-01
 2.720e+00 3.8916e-02 3.8916e-02 [ 9.4762e-03 6.5580e-03 4.2122e-03 1.9693e-03 2.2595e-03 1.9407e-03 3.5323e-03 1.5536e-03 1.5605e-03 1.4541e-03 4.3996e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.6108e-01
