 0.000e+00        nan 2.5994e-03 2.2321e-03       -nan
 1.133e-01        nan 2.5994e-03 2.2321e-03       -nan
 2.267e-01        nan 2.6000e-03 2.2316e-03       -nan
 3.400e-01        nan 2.6015e-03 2.2304e-03       -nan
 4.533e-01        nan 2.6041e-03 2.2281e-03       -nan
 5.667e-01        nan 2.6081e-03 2.2247e-03       -nan
 6.800e-01        nan 2.6135e-03 2.2201e-03       -nan
 7.933e-01        nan 2.6205e-03 2.2142e-03       -nan
 9.067e-01        nan 2.6293e-03 2.2068e-03       -nan
 1.020e+00        nan 2.6402e-03 2.1977e-03       -nan
 1.133e+00        nan 2.6532e-03 2.1869e-03       -nan
 1.247e+00        nan 2.6689e-03 2.1741e-03       -nan
 1.360e+00        nan 2.6875e-03 2.1590e-03       -nan
 1.473e+00        nan 2.7096e-03 2.1414e-03       -nan
 1.587e+00        nan 2.7359e-03 2.1208e-03       -nan
 1.700e+00        nan 2.7672e-03 2.0968e-03       -nan
 1.813e+00        nan 2.8046e-03 2.0689e-03       -nan
 1.927e+00        nan 2.8491e-03 2.0366e-03       -nan
 2.040e+00        nan 2.9021e-03 1.9994e-03       -nan
 2.153e+00        nan 2.9651e-03 1.9569e-03       -nan
 2.267e+00        nan 3.0397e-03 1.9089e-03       -nan
 2.380e+00        nan 3.1275e-03 1.8552e-03       -nan
 2.493e+00        nan 3.2307e-03 1.7960e-03       -nan
 2.607e+00        nan 3.3511e-03 1.7315e-03       -nan
 2.720e+00        nan 3.4913e-03 1.6620e-03       -nan
 2.833e+00        nan 3.6538e-03 1.5880e-03       -nan
 2.947e+00        nan 3.8419e-03 1.5103e-03       -nan
 3.060e+00        nan 4.0592e-03 1.4294e-03       -nan
 3.173e+00        nan 4.3102e-03 1.3462e-03       -nan
 3.287e+00        nan 4.5999e-03 1.2614e-03       -nan
 3.400e+00        nan 4.9348e-03 1.1758e-03       -nan
 3.513e+00        nan 5.3224e-03 1.0902e-03       -nan
 3.627e+00        nan 5.7721e-03 1.0052e-03       -nan
 3.740e+00        nan 6.2952e-03 9.2171e-04       -nan
 3.853e+00        nan 6.9057e-03 8.4022e-04       -nan
 3.967e+00        nan 7.6211e-03 7.6135e-04       -nan
 4.080e+00        nan 8.4629e-03 6.8562e-04       -nan
 4.193e+00        nan 9.4583e-03 6.1347e-04       -nan
 4.307e+00        nan 1.0642e-02 5.4525e-04       -nan
 4.420e+00        nan 1.2056e-02 4.8127e-04       -nan
 4.533e+00        nan 1.3758e-02 4.2173e-04       -nan
 4.647e+00        nan 1.5820e-02 3.6677e-04       -nan
 4.760e+00        nan 1.8335e-02 3.1646e-04       -nan
 4.873e+00        nan 2.1426e-02 2.7080e-04       -nan
 4.987e+00        nan 2.5258e-02 2.2972e-04       -nan
 5.100e+00        nan 3.0049e-02 1.9309e-04       -nan
 5.213e+00        nan 3.6096e-02 1.6075e-04       -nan
 5.327e+00        nan 4.3804e-02 1.3246e-04       -nan
 5.440e+00        nan 5.3740e-02 1.0797e-04       -nan
 5.553e+00        nan 6.6706e-02 8.6983e-05       -nan
 5.667e+00        nan 8.3864e-02 6.9187e-05       -nan
 5.780e+00        nan 1.0694e-01 5.4256e-05       -nan
 5.893e+00        nan 1.3861e-01 4.1861e-05       -nan
 6.007e+00        nan 1.8314e-01 3.1683e-05       -nan
 6.120e+00        nan 2.4778e-01 2.3417e-05       -nan
 6.233e+00        nan 3.4561e-01 1.6789e-05       -nan
 6.347e+00        nan 5.0230e-01 1.1551e-05       -nan
 6.460e+00        nan 7.7409e-01 7.4957e-06       -nan
 6.573e+00        nan 1.3040e+00 4.4496e-06       -nan
 6.687e+00        nan 2.5575e+00 2.2687e-06       -nan
 6.800e+00        nan 1.1538e+00 5.0289e-06       -nan
 6.913e+00        nan 5.9580e-01 9.7387e-06       -nan
 7.027e+00        nan 3.2884e-01 1.7645e-05       -nan
 7.140e+00        nan 1.8899e-01 3.0701e-05       -nan
 7.253e+00        nan 1.1147e-01 5.2051e-05       -nan
 7.367e+00        nan 6.7005e-02 8.6595e-05       -nan
 7.480e+00        nan 4.0923e-02 1.4179e-04       -nan
 7.593e+00        nan 2.5376e-02 2.2866e-04       -nan
 7.707e+00        nan 1.5986e-02 3.6297e-04       -nan
 7.820e+00        nan 1.0243e-02 5.6646e-04       -nan
 7.933e+00        nan 6.6864e-03 8.6777e-04       -nan
 8.047e+00        nan 4.4530e-03 1.3030e-03       -nan
 8.160e+00        nan 3.0300e-03 1.9150e-03       -nan
 8.273e+00        nan 2.1086e-03 2.7517e-03       -nan
 8.387e+00        nan 1.5022e-03 3.8624e-03       -nan
 8.500e+00        nan 1.0961e-03 5.2936e-03       -nan
 8.613e+00        nan 8.1936e-04 7.0816e-03       -nan
 8.727e+00        nan 6.2742e-04 9.2479e-03       -nan
 8.840e+00        nan 4.9208e-04 1.1791e-02       -nan
 8.953e+00        nan 3.9506e-04 1.4687e-02       -nan
 9.067e+00        nan 3.2450e-04 1.7881e-02       -nan
 9.180e+00        nan 2.7246e-04 2.1296e-02       -nan
 9.293e+00        nan 2.3367e-04 2.4831e-02       -nan
 9.407e+00        nan 2.0448e-04 2.8376e-02       -nan
 9.520e+00        nan 1.8240e-04 3.1811e-02       -nan
 9.633e+00        nan 1.6568e-04 3.5022e-02       -nan
 9.747e+00        nan 1.5307e-04 3.7906e-02       -nan
 9.860e+00        nan 1.4369e-04 4.0379e-02       -nan
 9.973e+00        nan 1.3692e-04 4.2378e-02       -nan
 1.009e+01        nan 1.3228e-04 4.3864e-02       -nan
 1.020e+01        nan 1.2945e-04 4.4822e-02       -nan
 1.031e+01        nan 1.2820e-04 4.5261e-02       -nan
 1.043e+01        nan 1.2835e-04 4.5206e-02       -nan
 1.054e+01        nan 1.2980e-04 4.4702e-02       -nan
 1.065e+01        nan 1.3247e-04 4.3800e-02       -nan
 1.077e+01        nan 1.3632e-04 4.2562e-02       -nan
