100 -5.62445e-01 2.38045e+00 -2.81087e+00 1.60793e+01 -1.88901e+01 1.07189e+00 -7.44393e-05 5.00366e-04 9.58059e-09
200 -5.60128e-01 2.37979e+00 -2.80838e+00 1.60830e+01 -1.88914e+01 1.07238e+00 -1.74503e-05 6.40989e-04 9.90942e-09
300 -5.59872e-01 2.37899e+00 -2.80777e+00 1.60826e+01 -1.88903e+01 1.07282e+00 -4.57271e-06 6.49917e-04 9.99053e-09
400 -5.60393e-01 2.37816e+00 -2.80786e+00 1.60806e+01 -1.88885e+01 1.07322e+00 -1.25294e-05 6.14287e-04 9.76763e-09
100 -5.61182e-01 2.37733e+00 -2.80819e+00 1.60782e+01 -1.88864e+01 1.07360e+00 -1.46714e-05 5.64820e-04 9.66369e-09
200 -5.62015e-01 2.37652e+00 -2.80857e+00 1.60758e+01 -1.88844e+01 1.07396e+00 -1.47590e-05 5.16157e-04 9.62700e-09
300 -5.62824e-01 2.37575e+00 -2.80895e+00 1.60735e+01 -1.88825e+01 1.07429e+00 -1.39162e-05 4.69541e-04 9.62435e-09
400 -5.63576e-01 2.37501e+00 -2.80929e+00 1.60715e+01 -1.88808e+01 1.07461e+00 -1.27620e-05 4.26492e-04 9.64120e-09
500 -5.64261e-01 2.37432e+00 -2.80958e+00 1.60697e+01 -1.88793e+01 1.07492e+00 -1.15522e-05 3.87291e-04 9.66968e-09
600 -5.64880e-01 2.37366e+00 -2.80982e+00 1.60681e+01 -1.88779e+01 1.07521e+00 -1.03903e-05 3.51792e-04 9.70561e-09
700 -5.65436e-01 2.37303e+00 -2.81003e+00 1.60667e+01 -1.88767e+01 1.07548e+00 -9.31495e-06 3.19712e-04 9.74683e-09
800 -5.65934e-01 2.37243e+00 -2.81019e+00 1.60654e+01 -1.88756e+01 1.07574e+00 -8.33662e-06 2.90740e-04 9.79214e-09
900 -5.66380e-01 2.37187e+00 -2.81033e+00 1.60643e+01 -1.88747e+01 1.07599e+00 -7.45415e-06 2.64578e-04 9.84092e-09
1000 -5.66780e-01 2.37133e+00 -2.81043e+00 1.60634e+01 -1.88738e+01 1.07623e+00 -6.66161e-06 2.40948e-04 9.89281e-09
1100 -5.67137e-01 2.37083e+00 -2.81050e+00 1.60626e+01 -1.88731e+01 1.07646e+00 -5.95143e-06 2.19599e-04 9.94761e-09
1200 -5.67456e-01 2.37034e+00 -2.81056e+00 1.60619e+01 -1.88724e+01 1.07668e+00 -5.31592e-06 2.00303e-04 9.50465e-09
1300 -5.67741e-01 2.36988e+00 -2.81059e+00 1.60613e+01 -1.88719e+01 1.07688e+00 -4.74725e-06 1.82855e-04 9.54912e-09
1400 -5.67996e-01 2.36945e+00 -2.81060e+00 1.60607e+01 -1.88714e+01 1.07708e+00 -4.23884e-06 1.67072e-04 9.60859e-09
1500 -5.68223e-01 2.36903e+00 -2.81060e+00 1.60603e+01 -1.88709e+01 1.07727e+00 -3.78430e-06 1.52787e-04 9.67057e-09
1600 -5.68426e-01 2.36863e+00 -2.81059e+00 1.60599e+01 -1.88705e+01 1.07745e+00 -3.37795e-06 1.39852e-04 9.73504e-09
1700 -5.68608e-01 2.36825e+00 -2.81057e+00 1.60596e+01 -1.88702e+01 1.07762e+00 -3.01472e-06 1.28134e-04 9.80199e-09
