 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 2.500e-01 5.2964e-01 5.2964e-01 [ 5.2964e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.7036e-01
 5.000e-01 7.2543e-01 7.2543e-01 [ 7.2543e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.7457e-01
 7.500e-01 7.7681e-01 7.7681e-01 [ 7.7681e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.2319e-01
 1.000e+00 7.9071e-01 7.9071e-01 [ 7.9071e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0929e-01
 1.250e+00 7.9554e-01 7.9554e-01 [ 7.9554e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0446e-01
 1.500e+00 7.9772e-01 7.9772e-01 [ 7.9772e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0228e-01
 1.750e+00 7.9889e-01 7.9889e-01 [ 7.9889e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0111e-01
 2.000e+00 7.9957e-01 7.9957e-01 [ 7.9957e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0043e-01
 2.250e+00 7.9998e-01 7.9998e-01 [ 7.9998e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0002e-01
 2.500e+00 8.0022e-01 8.0022e-01 [ 8.0022e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9978e-01
 2.750e+00 8.0035e-01 8.0035e-01 [ 8.0035e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9965e-01
 3.000e+00 8.0039e-01 8.0039e-01 [ 8.0039e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9961e-01
 3.250e+00 8.0038e-01 8.0038e-01 [ 8.0038e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9962e-01
 3.500e+00 8.0032e-01 8.0032e-01 [ 8.0032e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9968e-01
 3.750e+00 8.0023e-01 8.0023e-01 [ 8.0023e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9977e-01
 4.000e+00 8.0011e-01 8.0011e-01 [ 8.0011e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9989e-01
 4.250e+00 7.9996e-01 7.9996e-01 [ 7.9996e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0004e-01
 4.500e+00 7.9979e-01 7.9979e-01 [ 7.9979e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0021e-01
 4.750e+00 7.9961e-01 7.9961e-01 [ 7.9961e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0039e-01
 5.000e+00 7.9941e-01 7.9941e-01 [ 7.9941e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0059e-01
 5.250e+00 7.9919e-01 7.9919e-01 [ 7.9919e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0081e-01
 5.500e+00 7.9897e-01 7.9897e-01 [ 7.9897e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0103e-01
 5.750e+00 7.9873e-01 7.9873e-01 [ 7.9873e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0127e-01
 6.000e+00 7.9848e-01 7.9848e-01 [ 7.9848e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0152e-01
 6.250e+00 7.9822e-01 7.9822e-01 [ 7.9822e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0178e-01
 6.500e+00 7.9795e-01 7.9795e-01 [ 7.9795e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0205e-01
 6.750e+00 7.9767e-01 7.9767e-01 [ 7.9767e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0233e-01
 7.000e+00 7.9738e-01 7.9738e-01 [ 7.9738e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0262e-01
 7.250e+00 7.9708e-01 7.9708e-01 [ 7.9708e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0292e-01
 7.500e+00 7.9677e-01 7.9677e-01 [ 7.9677e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0323e-01
 7.750e+00 7.9645e-01 7.9645e-01 [ 7.9645e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0355e-01
 8.000e+00 7.9613e-01 7.9613e-01 [ 7.9613e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0387e-01
 8.250e+00 7.9580e-01 7.9580e-01 [ 7.9580e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0420e-01
 8.500e+00 7.9545e-01 7.9545e-01 [ 7.9545e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0455e-01
 8.750e+00 7.9510e-01 7.9510e-01 [ 7.9510e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0490e-01
 9.000e+00 7.9474e-01 7.9474e-01 [ 7.9474e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0526e-01
 9.250e+00 7.9438e-01 7.9438e-01 [ 7.9438e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0562e-01
 9.500e+00 7.9400e-01 7.9400e-01 [ 7.9400e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0600e-01
 9.750e+00 7.9361e-01 7.9361e-01 [ 7.9361e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0639e-01
 1.000e+01 7.9322e-01 7.9322e-01 [ 7.9322e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0678e-01
 1.025e+01 7.9281e-01 7.9281e-01 [ 7.9281e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0719e-01
 1.050e+01 7.9240e-01 7.9240e-01 [ 7.9240e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0760e-01
 1.075e+01 7.9198e-01 7.9198e-01 [ 7.9198e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0802e-01
 1.100e+01 7.9155e-01 7.9155e-01 [ 7.9155e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0845e-01
 1.125e+01 7.9111e-01 7.9111e-01 [ 7.9111e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0889e-01
 1.150e+01 7.9065e-01 7.9065e-01 [ 7.9065e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0935e-01
 1.175e+01 7.9019e-01 7.9019e-01 [ 7.9019e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0981e-01
 1.200e+01 7.8972e-01 7.8972e-01 [ 7.8972e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1028e-01
 1.225e+01 7.8924e-01 7.8924e-01 [ 7.8924e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1076e-01
 1.250e+01 7.8875e-01 7.8875e-01 [ 7.8875e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1125e-01
 1.275e+01 7.8825e-01 7.8825e-01 [ 7.8825e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1175e-01
 1.300e+01 7.8774e-01 7.8774e-01 [ 7.8774e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1226e-01
 1.325e+01 7.8722e-01 7.8722e-01 [ 7.8722e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1278e-01
 1.350e+01 7.8669e-01 7.8669e-01 [ 7.8669e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1331e-01
 1.375e+01 7.8615e-01 7.8615e-01 [ 7.8615e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1385e-01
 1.400e+01 7.8560e-01 7.8560e-01 [ 7.8560e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1440e-01
 1.425e+01 7.8503e-01 7.8503e-01 [ 7.8503e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1497e-01
 1.450e+01 7.8446e-01 7.8446e-01 [ 7.8446e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1554e-01
 1.475e+01 7.8388e-01 7.8388e-01 [ 7.8388e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1612e-01
 1.500e+01 7.8328e-01 7.8328e-01 [ 7.8328e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1672e-01
