 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 5.000e-01 2.3537e-01 2.3537e-01 [ 2.3537e-01 ] 7.6463e-01
 1.000e+00 4.1426e-01 4.1426e-01 [ 4.1426e-01 ] 5.8574e-01
 1.500e+00 5.0374e-01 5.0374e-01 [ 5.0374e-01 ] 4.9626e-01
 2.000e+00 5.3622e-01 5.3622e-01 [ 5.3622e-01 ] 4.6378e-01
 2.500e+00 5.4449e-01 5.4449e-01 [ 5.4449e-01 ] 4.5551e-01
 3.000e+00 5.4329e-01 5.4329e-01 [ 5.4329e-01 ] 4.5671e-01
 3.500e+00 5.3792e-01 5.3792e-01 [ 5.3792e-01 ] 4.6208e-01
 4.000e+00 5.3021e-01 5.3021e-01 [ 5.3021e-01 ] 4.6979e-01
 4.500e+00 5.2072e-01 5.2072e-01 [ 5.2072e-01 ] 4.7928e-01
 5.000e+00 5.0951e-01 5.0951e-01 [ 5.0951e-01 ] 4.9049e-01
 5.500e+00 4.9621e-01 4.9621e-01 [ 4.9621e-01 ] 5.0378e-01
 6.000e+00 4.7995e-01 4.7995e-01 [ 4.7995e-01 ] 5.2004e-01
 6.500e+00 4.5901e-01 4.5901e-01 [ 4.5901e-01 ] 5.4099e-01
 7.000e+00 4.3049e-01 4.3049e-01 [ 4.3049e-01 ] 5.6950e-01
 7.500e+00 3.9068e-01 3.9068e-01 [ 3.9068e-01 ] 6.0932e-01
 8.000e+00 3.3701e-01 3.3701e-01 [ 3.3701e-01 ] 6.6299e-01
 8.500e+00 2.7192e-01 2.7192e-01 [ 2.7192e-01 ] 7.2808e-01
 9.000e+00 2.0427e-01 2.0427e-01 [ 2.0427e-01 ] 7.9573e-01
 9.500e+00 1.4443e-01 1.4443e-01 [ 1.4443e-01 ] 8.5557e-01
 1.000e+01 9.8063e-02 9.8063e-02 [ 9.8063e-02 ] 9.0194e-01
 1.050e+01 6.5196e-02 6.5196e-02 [ 6.5196e-02 ] 9.3480e-01
 1.100e+01 4.3005e-02 4.3005e-02 [ 4.3005e-02 ] 9.5699e-01
 1.150e+01 2.8327e-02 2.8327e-02 [ 2.8327e-02 ] 9.7167e-01
 1.200e+01 1.8657e-02 1.8657e-02 [ 1.8657e-02 ] 9.8134e-01
 1.250e+01 1.2271e-02 1.2271e-02 [ 1.2271e-02 ] 9.8773e-01
 1.300e+01 8.0407e-03 8.0407e-03 [ 8.0407e-03 ] 9.9196e-01
 1.350e+01 5.2361e-03 5.2361e-03 [ 5.2361e-03 ] 9.9476e-01
 1.400e+01 3.3818e-03 3.3818e-03 [ 3.3818e-03 ] 9.9662e-01
 1.450e+01 2.1630e-03 2.1630e-03 [ 2.1630e-03 ] 9.9784e-01
 1.500e+01 1.3685e-03 1.3685e-03 [ 1.3685e-03 ] 9.9863e-01
 1.550e+01 8.5585e-04 8.5585e-04 [ 8.5585e-04 ] 9.9914e-01
 1.600e+01 5.2884e-04 5.2884e-04 [ 5.2884e-04 ] 9.9947e-01
 1.650e+01 3.2277e-04 3.2277e-04 [ 3.2277e-04 ] 9.9968e-01
 1.700e+01 1.9455e-04 1.9455e-04 [ 1.9455e-04 ] 9.9981e-01
 1.750e+01 1.1580e-04 1.1580e-04 [ 1.1580e-04 ] 9.9988e-01
 1.800e+01 6.8066e-05 6.8066e-05 [ 6.8066e-05 ] 9.9993e-01
 1.850e+01 3.9507e-05 3.9507e-05 [ 3.9507e-05 ] 9.9996e-01
 1.900e+01 2.2644e-05 2.2644e-05 [ 2.2644e-05 ] 9.9998e-01
 1.950e+01 1.2817e-05 1.2817e-05 [ 1.2817e-05 ] 9.9999e-01
 2.000e+01 7.1648e-06 7.1648e-06 [ 7.1648e-06 ] 9.9999e-01
 2.050e+01 3.9558e-06 3.9558e-06 [ 3.9558e-06 ] 1.0000e+00
 2.100e+01 2.1572e-06 2.1572e-06 [ 2.1572e-06 ] 1.0000e+00
 2.150e+01 1.1620e-06 1.1620e-06 [ 1.1620e-06 ] 1.0000e+00
 2.200e+01 6.1835e-07 6.1835e-07 [ 6.1835e-07 ] 1.0000e+00
 2.250e+01 3.2507e-07 3.2507e-07 [ 3.2507e-07 ] 1.0000e+00
 2.300e+01 1.6883e-07 1.6883e-07 [ 1.6883e-07 ] 1.0000e+00
 2.350e+01 8.6643e-08 8.6643e-08 [ 8.6643e-08 ] 1.0000e+00
 2.400e+01 4.3936e-08 4.3936e-08 [ 4.3936e-08 ] 1.0000e+00
 2.450e+01 2.2017e-08 2.2017e-08 [ 2.2017e-08 ] 1.0000e+00
 2.500e+01 1.0904e-08 1.0904e-08 [ 1.0904e-08 ] 1.0000e+00
 2.550e+01 5.3372e-09 5.3372e-09 [ 5.3372e-09 ] 1.0000e+00
 2.600e+01 2.5822e-09 2.5822e-09 [ 2.5822e-09 ] 1.0000e+00
 2.650e+01 1.2350e-09 1.2350e-09 [ 1.2350e-09 ] 1.0000e+00
 2.700e+01 5.8388e-10 5.8388e-10 [ 5.8388e-10 ] 1.0000e+00
 2.750e+01 2.7292e-10 2.7292e-10 [ 2.7292e-10 ] 1.0000e+00
 2.800e+01 1.2614e-10 1.2614e-10 [ 1.2614e-10 ] 1.0000e+00
 2.850e+01 5.7644e-11 5.7644e-11 [ 5.7644e-11 ] 1.0000e+00
 2.900e+01 2.6051e-11 2.6051e-11 [ 2.6051e-11 ] 1.0000e+00
 2.950e+01 1.1643e-11 1.1643e-11 [ 1.1643e-11 ] 1.0000e+00
 3.000e+01 5.1467e-12 5.1467e-12 [ 5.1467e-12 ] 1.0000e+00
 3.050e+01 2.2503e-12 2.2503e-12 [ 2.2503e-12 ] 1.0000e+00
 3.100e+01 9.7329e-13 9.7329e-13 [ 9.7329e-13 ] 1.0000e+00
 3.150e+01 4.1644e-13 4.1644e-13 [ 4.1644e-13 ] 1.0000e+00
 3.200e+01 1.7629e-13 1.7629e-13 [ 1.7629e-13 ] 1.0000e+00
 3.250e+01 7.3837e-14 7.3837e-14 [ 7.3837e-14 ] 1.0000e+00
 3.300e+01 3.0601e-14 3.0601e-14 [ 3.0601e-14 ] 1.0000e+00
 3.350e+01 1.2550e-14 1.2550e-14 [ 1.2550e-14 ] 1.0000e+00
 3.400e+01 5.0940e-15 5.0940e-15 [ 5.0940e-15 ] 1.0000e+00
 3.450e+01 2.0463e-15 2.0463e-15 [ 2.0463e-15 ] 1.0000e+00
 3.500e+01 8.1367e-16 8.1367e-16 [ 8.1367e-16 ] 1.0000e+00
 3.550e+01 3.2025e-16 3.2025e-16 [ 3.2025e-16 ] 1.0000e+00
 3.600e+01 1.2478e-16 1.2478e-16 [ 1.2478e-16 ] 1.0000e+00
 3.650e+01 4.8135e-17 4.8135e-17 [ 4.8135e-17 ] 1.0000e+00
 3.700e+01 1.8384e-17 1.8384e-17 [ 1.8384e-17 ] 1.0000e+00
 3.750e+01 6.9525e-18 6.9525e-18 [ 6.9525e-18 ] 1.0000e+00
 3.800e+01 2.6036e-18 2.6036e-18 [ 2.6036e-18 ] 1.0000e+00
 3.850e+01 9.6554e-19 9.6554e-19 [ 9.6554e-19 ] 1.0000e+00
 3.900e+01 3.5463e-19 3.5463e-19 [ 3.5463e-19 ] 1.0000e+00
 3.950e+01 1.2900e-19 1.2900e-19 [ 1.2900e-19 ] 1.0000e+00
 4.000e+01 4.6484e-20 4.6484e-20 [ 4.6484e-20 ] 1.0000e+00
 4.050e+01 1.6592e-20 1.6592e-20 [ 1.6592e-20 ] 1.0000e+00
 4.100e+01 5.8667e-21 5.8667e-21 [ 5.8667e-21 ] 1.0000e+00
 4.150e+01 2.0552e-21 2.0552e-21 [ 2.0552e-21 ] 1.0000e+00
 4.200e+01 7.1333e-22 7.1333e-22 [ 7.1333e-22 ] 1.0000e+00
 4.250e+01 2.4532e-22 2.4532e-22 [ 2.4532e-22 ] 1.0000e+00
 4.300e+01 8.3603e-23 8.3603e-23 [ 8.3603e-23 ] 1.0000e+00
 4.350e+01 2.8234e-23 2.8234e-23 [ 2.8234e-23 ] 1.0000e+00
 4.400e+01 9.4496e-24 9.4496e-24 [ 9.4496e-24 ] 1.0000e+00
 4.450e+01 3.1346e-24 3.1346e-24 [ 3.1346e-24 ] 1.0000e+00
 4.500e+01 1.0306e-24 1.0306e-24 [ 1.0306e-24 ] 1.0000e+00
 4.550e+01 3.3588e-25 3.3588e-25 [ 3.3588e-25 ] 1.0000e+00
 4.600e+01 1.0851e-25 1.0851e-25 [ 1.0851e-25 ] 1.0000e+00
