 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.000e-01 5.6606e-02 5.6606e-02 [ 5.6606e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.4339e-01
 2.000e-01 1.1067e-01 1.1067e-01 [ 1.1067e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.8933e-01
 3.000e-01 1.6389e-01 1.6389e-01 [ 1.6389e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.3611e-01
 4.000e-01 2.1463e-01 2.1463e-01 [ 2.1463e-01 ] 0.0000e+00 [ 0.0000e+00 ] 7.8537e-01
 5.000e-01 2.6221e-01 2.6221e-01 [ 2.6221e-01 ] 0.0000e+00 [ 0.0000e+00 ] 7.3779e-01
 6.000e-01 3.0613e-01 3.0613e-01 [ 3.0613e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.9387e-01
 7.000e-01 3.4605e-01 3.4605e-01 [ 3.4605e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.5395e-01
 8.000e-01 3.8179e-01 3.8179e-01 [ 3.8179e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.1821e-01
 9.000e-01 4.1337e-01 4.1337e-01 [ 4.1337e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.8663e-01
 1.000e+00 4.4092e-01 4.4092e-01 [ 4.4092e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.5908e-01
 1.100e+00 4.6470e-01 4.6470e-01 [ 4.6470e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.3530e-01
 1.200e+00 4.8504e-01 4.8504e-01 [ 4.8504e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.1496e-01
 1.300e+00 5.0228e-01 5.0228e-01 [ 5.0228e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.9772e-01
 1.400e+00 5.1680e-01 5.1680e-01 [ 5.1680e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.8320e-01
 1.500e+00 5.2897e-01 5.2897e-01 [ 5.2897e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.7103e-01
 1.600e+00 5.3912e-01 5.3912e-01 [ 5.3912e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.6088e-01
 1.700e+00 5.4756e-01 5.4756e-01 [ 5.4756e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.5244e-01
 1.800e+00 5.5457e-01 5.5457e-01 [ 5.5457e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.4543e-01
 1.900e+00 5.6037e-01 5.6037e-01 [ 5.6037e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.3963e-01
 2.000e+00 5.6519e-01 5.6519e-01 [ 5.6519e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.3481e-01
 2.100e+00 5.6917e-01 5.6917e-01 [ 5.6917e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.3083e-01
 2.200e+00 5.7248e-01 5.7248e-01 [ 5.7248e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.2752e-01
 2.300e+00 5.7523e-01 5.7523e-01 [ 5.7523e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.2477e-01
 2.400e+00 5.7751e-01 5.7751e-01 [ 5.7751e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.2249e-01
 2.500e+00 5.7940e-01 5.7940e-01 [ 5.7940e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.2060e-01
 2.600e+00 5.8098e-01 5.8098e-01 [ 5.8098e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1902e-01
 2.700e+00 5.8230e-01 5.8230e-01 [ 5.8230e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1770e-01
 2.800e+00 5.8340e-01 5.8340e-01 [ 5.8340e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1660e-01
 2.900e+00 5.8431e-01 5.8431e-01 [ 5.8431e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1569e-01
 3.000e+00 5.8507e-01 5.8507e-01 [ 5.8507e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1493e-01
 3.100e+00 5.8570e-01 5.8570e-01 [ 5.8570e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1430e-01
 3.200e+00 5.8623e-01 5.8623e-01 [ 5.8623e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1377e-01
 3.300e+00 5.8665e-01 5.8665e-01 [ 5.8665e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1335e-01
 3.400e+00 5.8700e-01 5.8700e-01 [ 5.8700e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1300e-01
 3.500e+00 5.8728e-01 5.8728e-01 [ 5.8728e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1272e-01
 3.600e+00 5.8749e-01 5.8749e-01 [ 5.8749e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1251e-01
 3.700e+00 5.8765e-01 5.8765e-01 [ 5.8765e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1235e-01
 3.800e+00 5.8777e-01 5.8777e-01 [ 5.8777e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1223e-01
 3.900e+00 5.8784e-01 5.8784e-01 [ 5.8784e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1216e-01
 4.000e+00 5.8788e-01 5.8788e-01 [ 5.8788e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1212e-01
 4.100e+00 5.8788e-01 5.8788e-01 [ 5.8788e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1212e-01
 4.200e+00 5.8785e-01 5.8785e-01 [ 5.8785e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1215e-01
 4.300e+00 5.8780e-01 5.8780e-01 [ 5.8780e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.1220e-01
