 0.000e+00  0.000e+00  0.000e+00 3.6938e-01 3.6938e-01 [ 3.6938e-01 ] 6.3062e-01
 0.000e+00  0.000e+00  2.500e-01 5.2511e-01 5.2511e-01 [ 5.2511e-01 ] 4.7489e-01
 0.000e+00  0.000e+00  5.000e-01 6.2033e-01 6.2033e-01 [ 6.2033e-01 ] 3.7967e-01
 0.000e+00  0.000e+00  7.500e-01 6.6649e-01 6.6649e-01 [ 6.6649e-01 ] 3.3351e-01
 0.000e+00  0.000e+00  1.000e+00 6.8294e-01 6.8294e-01 [ 6.8294e-01 ] 3.1706e-01
 0.000e+00  0.000e+00  1.250e+00 6.8334e-01 6.8334e-01 [ 6.8334e-01 ] 3.1666e-01
 0.000e+00  0.000e+00  1.500e+00 6.7736e-01 6.7736e-01 [ 6.7736e-01 ] 3.2264e-01
 0.000e+00  0.000e+00  1.750e+00 6.7183e-01 6.7183e-01 [ 6.7183e-01 ] 3.2817e-01
 0.000e+00  0.000e+00  2.000e+00 6.6989e-01 6.6989e-01 [ 6.6989e-01 ] 3.3011e-01
 0.000e+00  0.000e+00  2.250e+00 6.7079e-01 6.7079e-01 [ 6.7079e-01 ] 3.2921e-01
 0.000e+00  0.000e+00  2.500e+00 6.7305e-01 6.7305e-01 [ 6.7305e-01 ] 3.2695e-01
 0.000e+00  0.000e+00  2.750e+00 6.7514e-01 6.7514e-01 [ 6.7514e-01 ] 3.2486e-01
 0.000e+00  0.000e+00  3.000e+00 6.7631e-01 6.7631e-01 [ 6.7631e-01 ] 3.2369e-01
 0.000e+00  0.000e+00  3.250e+00 6.7648e-01 6.7648e-01 [ 6.7648e-01 ] 3.2352e-01
 0.000e+00  0.000e+00  3.500e+00 6.7597e-01 6.7597e-01 [ 6.7597e-01 ] 3.2403e-01
 0.000e+00  0.000e+00  3.750e+00 6.7518e-01 6.7518e-01 [ 6.7518e-01 ] 3.2482e-01
 0.000e+00  0.000e+00  4.000e+00 6.7437e-01 6.7437e-01 [ 6.7437e-01 ] 3.2563e-01
 0.000e+00  0.000e+00  4.250e+00 6.7362e-01 6.7362e-01 [ 6.7362e-01 ] 3.2638e-01
 0.000e+00  0.000e+00  4.500e+00 6.7297e-01 6.7297e-01 [ 6.7297e-01 ] 3.2703e-01
 0.000e+00  0.000e+00  4.750e+00 6.7238e-01 6.7238e-01 [ 6.7238e-01 ] 3.2762e-01
 0.000e+00  0.000e+00  5.000e+00 6.7181e-01 6.7181e-01 [ 6.7181e-01 ] 3.2819e-01
 0.000e+00  0.000e+00  5.250e+00 6.7124e-01 6.7124e-01 [ 6.7124e-01 ] 3.2876e-01
 0.000e+00  0.000e+00  5.500e+00 6.7065e-01 6.7065e-01 [ 6.7065e-01 ] 3.2935e-01
