 0.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 7.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 8.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 9.000e-01       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.500e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.600e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.700e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.800e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 1.900e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.500e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.600e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.700e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.800e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 2.900e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.500e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.600e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.700e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.800e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 3.900e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.500e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.600e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.700e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.800e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 4.900e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.500e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.600e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.700e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.800e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 5.900e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.500e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.600e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.700e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.800e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 6.900e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 7.000e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 7.100e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 7.200e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 7.300e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
 7.400e+00       -nan       -nan [       -nan ] 0.0000e+00 [ 0.0000e+00 ]        nan
