[ -3.3323e-01 ] [ -5.9717e-01 ] -3.61111e-01 5.97172e-01 0.00000e+00
[ -3.3357e-01 ] [ -5.9769e-01 ] -3.61816e-01 5.97690e-01 0.00000e+00
[ -3.3392e-01 ] [ -5.9824e-01 ] -3.62564e-01 5.98241e-01 0.00000e+00
[ -3.3429e-01 ] [ -5.9882e-01 ] -3.63352e-01 5.98821e-01 0.00000e+00
[ -3.3468e-01 ] [ -5.9943e-01 ] -3.64179e-01 5.99428e-01 0.00000e+00
[ -3.3508e-01 ] [ -6.0006e-01 ] -3.65040e-01 6.00062e-01 0.00000e+00
[ -3.3550e-01 ] [ -6.0072e-01 ] -3.65935e-01 6.00720e-01 0.00000e+00
[ -3.3594e-01 ] [ -6.0140e-01 ] -3.66862e-01 6.01401e-01 0.00000e+00
[ -3.3639e-01 ] [ -6.0210e-01 ] -3.67820e-01 6.02104e-01 0.00000e+00
[ -3.3685e-01 ] [ -6.0283e-01 ] -3.68807e-01 6.02828e-01 0.00000e+00
[ -3.3732e-01 ] [ -6.0357e-01 ] -3.69822e-01 6.03573e-01 0.00000e+00
[ -3.3781e-01 ] [ -6.0434e-01 ] -3.70864e-01 6.04338e-01 0.00000e+00
[ -3.3831e-01 ] [ -6.0512e-01 ] -3.71933e-01 6.05122e-01 0.00000e+00
[ -3.3882e-01 ] [ -6.0592e-01 ] -3.73028e-01 6.05924e-01 0.00000e+00
[ -3.3934e-01 ] [ -6.0675e-01 ] -3.74148e-01 6.06745e-01 0.00000e+00
[ -3.3987e-01 ] [ -6.0758e-01 ] -3.75293e-01 6.07584e-01 0.00000e+00
[ -3.4042e-01 ] [ -6.0844e-01 ] -3.76464e-01 6.08441e-01 0.00000e+00
[ -3.4097e-01 ] [ -6.0932e-01 ] -3.77658e-01 6.09315e-01 0.00000e+00
[ -3.4154e-01 ] [ -6.1021e-01 ] -3.78878e-01 6.10207e-01 0.00000e+00
[ -3.4211e-01 ] [ -6.1112e-01 ] -3.80121e-01 6.11116e-01 0.00000e+00
[ -3.4270e-01 ] [ -6.1204e-01 ] -3.81389e-01 6.12043e-01 0.00000e+00
[ -3.4329e-01 ] [ -6.1299e-01 ] -3.82681e-01 6.12987e-01 0.00000e+00
[ -3.4390e-01 ] [ -6.1395e-01 ] -3.83997e-01 6.13948e-01 0.00000e+00
[ -3.4451e-01 ] [ -6.1493e-01 ] -3.85337e-01 6.14926e-01 0.00000e+00
[ -3.4514e-01 ] [ -6.1592e-01 ] -3.86702e-01 6.15921e-01 0.00000e+00
[ -3.4578e-01 ] [ -6.1693e-01 ] -3.88092e-01 6.16934e-01 0.00000e+00
[ -3.4642e-01 ] [ -6.1796e-01 ] -3.89506e-01 6.17964e-01 0.00000e+00
[ -3.4708e-01 ] [ -6.1901e-01 ] -3.90944e-01 6.19012e-01 0.00000e+00
[ -3.4775e-01 ] [ -6.2008e-01 ] -3.92408e-01 6.20078e-01 0.00000e+00
[ -3.4842e-01 ] [ -6.2116e-01 ] -3.93897e-01 6.21161e-01 0.00000e+00
[ -3.4911e-01 ] [ -6.2226e-01 ] -3.95411e-01 6.22262e-01 0.00000e+00
[ -3.4981e-01 ] [ -6.2338e-01 ] -3.96951e-01 6.23380e-01 0.00000e+00
[ -3.5052e-01 ] [ -6.2452e-01 ] -3.98516e-01 6.24517e-01 0.00000e+00
[ -3.5124e-01 ] [ -6.2567e-01 ] -4.00107e-01 6.25672e-01 0.00000e+00
[ -3.5197e-01 ] [ -6.2685e-01 ] -4.01725e-01 6.26845e-01 0.00000e+00
[ -3.5271e-01 ] [ -6.2804e-01 ] -4.03369e-01 6.28037e-01 0.00000e+00
[ -3.5346e-01 ] [ -6.2925e-01 ] -4.05039e-01 6.29247e-01 0.00000e+00
[ -3.5422e-01 ] [ -6.3048e-01 ] -4.06736e-01 6.30476e-01 0.00000e+00
[ -3.5499e-01 ] [ -6.3172e-01 ] -4.08461e-01 6.31723e-01 0.00000e+00
[ -3.5577e-01 ] [ -6.3299e-01 ] -4.10212e-01 6.32990e-01 0.00000e+00
[ -3.5656e-01 ] [ -6.3428e-01 ] -4.11992e-01 6.34275e-01 0.00000e+00
[ -3.5736e-01 ] [ -6.3558e-01 ] -4.13799e-01 6.35580e-01 0.00000e+00
[ -3.5817e-01 ] [ -6.3690e-01 ] -4.15634e-01 6.36904e-01 0.00000e+00
[ -3.5900e-01 ] [ -6.3825e-01 ] -4.17497e-01 6.38247e-01 0.00000e+00
[ -3.5983e-01 ] [ -6.3961e-01 ] -4.19388e-01 6.39610e-01 0.00000e+00
[ -3.6068e-01 ] [ -6.4099e-01 ] -4.21309e-01 6.40993e-01 0.00000e+00
[ -3.6153e-01 ] [ -6.4240e-01 ] -4.23258e-01 6.42396e-01 0.00000e+00
[ -3.6240e-01 ] [ -6.4382e-01 ] -4.25237e-01 6.43818e-01 0.00000e+00
[ -3.6328e-01 ] [ -6.4526e-01 ] -4.27246e-01 6.45261e-01 0.00000e+00
[ -3.6416e-01 ] [ -6.4672e-01 ] -4.29284e-01 6.46723e-01 0.00000e+00
[ -3.6506e-01 ] [ -6.4821e-01 ] -4.31352e-01 6.48207e-01 0.00000e+00
[ -3.6597e-01 ] [ -6.4971e-01 ] -4.33450e-01 6.49710e-01 0.00000e+00
[ -3.6689e-01 ] [ -6.5123e-01 ] -4.35580e-01 6.51235e-01 0.00000e+00
[ -3.6782e-01 ] [ -6.5278e-01 ] -4.37740e-01 6.52780e-01 0.00000e+00
[ -3.6876e-01 ] [ -6.5435e-01 ] -4.39931e-01 6.54346e-01 0.00000e+00
[ -3.6971e-01 ] [ -6.5593e-01 ] -4.42154e-01 6.55933e-01 0.00000e+00
[ -3.7068e-01 ] [ -6.5754e-01 ] -4.44408e-01 6.57542e-01 0.00000e+00
[ -3.7165e-01 ] [ -6.5917e-01 ] -4.46695e-01 6.59172e-01 0.00000e+00
[ -3.7263e-01 ] [ -6.6082e-01 ] -4.49014e-01 6.60824e-01 0.00000e+00
[ -3.7363e-01 ] [ -6.6250e-01 ] -4.51366e-01 6.62497e-01 0.00000e+00
[ -3.7463e-01 ] [ -6.6419e-01 ] -4.53752e-01 6.64192e-01 0.00000e+00
[ -3.7565e-01 ] [ -6.6591e-01 ] -4.56170e-01 6.65910e-01 0.00000e+00
[ -3.7668e-01 ] [ -6.6765e-01 ] -4.58623e-01 6.67650e-01 0.00000e+00
[ -3.7771e-01 ] [ -6.6941e-01 ] -4.61109e-01 6.69412e-01 0.00000e+00
[ -3.7876e-01 ] [ -6.7120e-01 ] -4.63631e-01 6.71197e-01 0.00000e+00
[ -3.7982e-01 ] [ -6.7300e-01 ] -4.66187e-01 6.73004e-01 0.00000e+00
[ -3.8089e-01 ] [ -6.7484e-01 ] -4.68778e-01 6.74835e-01 0.00000e+00
[ -3.8197e-01 ] [ -6.7669e-01 ] -4.71406e-01 6.76689e-01 0.00000e+00
[ -3.8306e-01 ] [ -6.7857e-01 ] -4.74069e-01 6.78567e-01 0.00000e+00
[ -3.8417e-01 ] [ -6.8047e-01 ] -4.76770e-01 6.80468e-01 0.00000e+00
[ -3.8528e-01 ] [ -6.8239e-01 ] -4.79507e-01 6.82393e-01 0.00000e+00
[ -3.8640e-01 ] [ -6.8434e-01 ] -4.82282e-01 6.84342e-01 0.00000e+00
[ -3.8754e-01 ] [ -6.8632e-01 ] -4.85094e-01 6.86316e-01 0.00000e+00
[ -3.8868e-01 ] [ -6.8831e-01 ] -4.87946e-01 6.88314e-01 0.00000e+00
[ -3.8984e-01 ] [ -6.9034e-01 ] -4.90836e-01 6.90337e-01 0.00000e+00
[ -3.9100e-01 ] [ -6.9239e-01 ] -4.93766e-01 6.92385e-01 0.00000e+00
[ -3.9218e-01 ] [ -6.9446e-01 ] -4.96736e-01 6.94459e-01 0.00000e+00
[ -3.9337e-01 ] [ -6.9656e-01 ] -4.99746e-01 6.96558e-01 0.00000e+00
[ -3.9457e-01 ] [ -6.9868e-01 ] -5.02798e-01 6.98683e-01 0.00000e+00
[ -3.9578e-01 ] [ -7.0083e-01 ] -5.05891e-01 7.00834e-01 0.00000e+00
[ -3.9700e-01 ] [ -7.0301e-01 ] -5.09027e-01 7.03012e-01 0.00000e+00
[ -3.9823e-01 ] [ -7.0522e-01 ] -5.12206e-01 7.05216e-01 0.00000e+00
[ -3.9947e-01 ] [ -7.0745e-01 ] -5.15429e-01 7.07448e-01 0.00000e+00
[ -4.0072e-01 ] [ -7.0971e-01 ] -5.18696e-01 7.09707e-01 0.00000e+00
[ -4.0198e-01 ] [ -7.1199e-01 ] -5.22008e-01 7.11994e-01 0.00000e+00
[ -4.0325e-01 ] [ -7.1431e-01 ] -5.25365e-01 7.14309e-01 0.00000e+00
[ -4.0454e-01 ] [ -7.1665e-01 ] -5.28770e-01 7.16653e-01 0.00000e+00
[ -4.0583e-01 ] [ -7.1903e-01 ] -5.32221e-01 7.19025e-01 0.00000e+00
[ -4.0713e-01 ] [ -7.2143e-01 ] -5.35721e-01 7.21427e-01 0.00000e+00
[ -4.0845e-01 ] [ -7.2386e-01 ] -5.39270e-01 7.23858e-01 0.00000e+00
[ -4.0977e-01 ] [ -7.2632e-01 ] -5.42868e-01 7.26320e-01 0.00000e+00
[ -4.1111e-01 ] [ -7.2881e-01 ] -5.46518e-01 7.28812e-01 0.00000e+00
[ -4.1245e-01 ] [ -7.3133e-01 ] -5.50219e-01 7.31335e-01 0.00000e+00
[ -4.1381e-01 ] [ -7.3389e-01 ] -5.53972e-01 7.33889e-01 0.00000e+00
[ -4.1517e-01 ] [ -7.3648e-01 ] -5.57780e-01 7.36476e-01 0.00000e+00
[ -4.1655e-01 ] [ -7.3909e-01 ] -5.61642e-01 7.39095e-01 0.00000e+00
[ -4.1793e-01 ] [ -7.4175e-01 ] -5.65560e-01 7.41747e-01 0.00000e+00
[ -4.1933e-01 ] [ -7.4443e-01 ] -5.69535e-01 7.44432e-01 0.00000e+00
[ -4.2073e-01 ] [ -7.4715e-01 ] -5.73569e-01 7.47152e-01 0.00000e+00
[ -4.2215e-01 ] [ -7.4991e-01 ] -5.77662e-01 7.49906e-01 0.00000e+00
[ -4.2357e-01 ] [ -7.5270e-01 ] -5.81816e-01 7.52695e-01 0.00000e+00
[ -4.2501e-01 ] [ -7.5552e-01 ] -5.86031e-01 7.55521e-01 0.00000e+00
[ -4.2645e-01 ] [ -7.5838e-01 ] -5.90311e-01 7.58383e-01 0.00000e+00
[ -4.2791e-01 ] [ -7.6128e-01 ] -5.94656e-01 7.61282e-01 0.00000e+00
[ -4.2937e-01 ] [ -7.6422e-01 ] -5.99067e-01 7.64219e-01 0.00000e+00
[ -4.3085e-01 ] [ -7.6720e-01 ] -6.03546e-01 7.67196e-01 0.00000e+00
[ -4.3233e-01 ] [ -7.7021e-01 ] -6.08096e-01 7.70212e-01 0.00000e+00
[ -4.3382e-01 ] [ -7.7327e-01 ] -6.12717e-01 7.73268e-01 0.00000e+00
[ -4.3532e-01 ] [ -7.7637e-01 ] -6.17412e-01 7.76365e-01 0.00000e+00
[ -4.3683e-01 ] [ -7.7951e-01 ] -6.22183e-01 7.79505e-01 0.00000e+00
[ -4.3834e-01 ] [ -7.8269e-01 ] -6.27031e-01 7.82688e-01 0.00000e+00
[ -4.3987e-01 ] [ -7.8592e-01 ] -6.31960e-01 7.85915e-01 0.00000e+00
[ -4.4140e-01 ] [ -7.8919e-01 ] -6.36970e-01 7.89187e-01 0.00000e+00
[ -4.4295e-01 ] [ -7.9251e-01 ] -6.42065e-01 7.92506e-01 0.00000e+00
[ -4.4450e-01 ] [ -7.9587e-01 ] -6.47247e-01 7.95872e-01 0.00000e+00
[ -4.4605e-01 ] [ -7.9929e-01 ] -6.52519e-01 7.99286e-01 0.00000e+00
[ -4.4762e-01 ] [ -8.0275e-01 ] -6.57883e-01 8.02751e-01 0.00000e+00
[ -4.4919e-01 ] [ -8.0627e-01 ] -6.63342e-01 8.06266e-01 0.00000e+00
[ -4.5077e-01 ] [ -8.0983e-01 ] -6.68900e-01 8.09834e-01 0.00000e+00
[ -4.5235e-01 ] [ -8.1345e-01 ] -6.74559e-01 8.13455e-01 0.00000e+00
[ -4.5394e-01 ] [ -8.1713e-01 ] -6.80323e-01 8.17131e-01 0.00000e+00
[ -4.5553e-01 ] [ -8.2086e-01 ] -6.86195e-01 8.20864e-01 0.00000e+00
[ -4.5713e-01 ] [ -8.2465e-01 ] -6.92178e-01 8.24655e-01 0.00000e+00
[ -4.5873e-01 ] [ -8.2850e-01 ] -6.98276e-01 8.28505e-01 0.00000e+00
[ -4.6034e-01 ] [ -8.3241e-01 ] -7.04491e-01 8.32415e-01 0.00000e+00
[ -4.6194e-01 ] [ -8.3639e-01 ] -7.10829e-01 8.36387e-01 0.00000e+00
[ -4.6355e-01 ] [ -8.4042e-01 ] -7.17291e-01 8.40422e-01 0.00000e+00
[ -4.6516e-01 ] [ -8.4452e-01 ] -7.23881e-01 8.44520e-01 0.00000e+00
[ -4.6676e-01 ] [ -8.4868e-01 ] -7.30602e-01 8.48682e-01 0.00000e+00
[ -4.6836e-01 ] [ -8.5291e-01 ] -7.37455e-01 8.52909e-01 0.00000e+00
[ -4.6996e-01 ] [ -8.5720e-01 ] -7.44442e-01 8.57200e-01 0.00000e+00
[ -4.7154e-01 ] [ -8.6155e-01 ] -7.51564e-01 8.61554e-01 0.00000e+00
[ -4.7312e-01 ] [ -8.6597e-01 ] -7.58820e-01 8.65970e-01 0.00000e+00
[ -4.7468e-01 ] [ -8.7045e-01 ] -7.66209e-01 8.70445e-01 0.00000e+00
[ -4.7623e-01 ] [ -8.7498e-01 ] -7.73727e-01 8.74977e-01 0.00000e+00
[ -4.7775e-01 ] [ -8.7956e-01 ] -7.81369e-01 8.79560e-01 0.00000e+00
[ -4.7925e-01 ] [ -8.8419e-01 ] -7.89129e-01 8.84189e-01 0.00000e+00
[ -4.8072e-01 ] [ -8.8886e-01 ] -7.96995e-01 8.88857e-01 0.00000e+00
[ -4.8216e-01 ] [ -8.9356e-01 ] -8.04957e-01 8.93557e-01 0.00000e+00
[ -4.8355e-01 ] [ -8.9828e-01 ] -8.12999e-01 8.98277e-01 0.00000e+00
[ -4.8491e-01 ] [ -9.0301e-01 ] -8.21104e-01 9.03007e-01 0.00000e+00
[ -4.8622e-01 ] [ -9.0773e-01 ] -8.29251e-01 9.07734e-01 0.00000e+00
[ -4.8747e-01 ] [ -9.1244e-01 ] -8.37418e-01 9.12444e-01 0.00000e+00
[ -4.8867e-01 ] [ -9.1712e-01 ] -8.45579e-01 9.17123e-01 0.00000e+00
[ -4.8980e-01 ] [ -9.2175e-01 ] -8.53706e-01 9.21754e-01 0.00000e+00
[ -4.9087e-01 ] [ -9.2632e-01 ] -8.61771e-01 9.26321e-01 0.00000e+00
[ -4.9187e-01 ] [ -9.3081e-01 ] -8.69744e-01 9.30808e-01 0.00000e+00
[ -4.9280e-01 ] [ -9.3520e-01 ] -8.77593e-01 9.35198e-01 0.00000e+00
[ -4.9366e-01 ] [ -9.3948e-01 ] -8.85288e-01 9.39476e-01 0.00000e+00
[ -4.9445e-01 ] [ -9.4363e-01 ] -8.92801e-01 9.43627e-01 0.00000e+00
[ -4.9517e-01 ] [ -9.4764e-01 ] -9.00102e-01 9.47636e-01 0.00000e+00
[ -4.9582e-01 ] [ -9.5149e-01 ] -9.07166e-01 9.51493e-01 0.00000e+00
[ -4.9640e-01 ] [ -9.5519e-01 ] -9.13972e-01 9.55187e-01 0.00000e+00
[ -4.9692e-01 ] [ -9.5871e-01 ] -9.20497e-01 9.58709e-01 0.00000e+00
[ -4.9738e-01 ] [ -9.6205e-01 ] -9.26727e-01 9.62053e-01 0.00000e+00
[ -4.9778e-01 ] [ -9.6522e-01 ] -9.32649e-01 9.65215e-01 0.00000e+00
[ -4.9813e-01 ] [ -9.6819e-01 ] -9.38255e-01 9.68193e-01 0.00000e+00
[ -4.9843e-01 ] [ -9.7099e-01 ] -9.43537e-01 9.70986e-01 0.00000e+00
[ -4.9870e-01 ] [ -9.7360e-01 ] -9.48497e-01 9.73596e-01 0.00000e+00
[ -4.9892e-01 ] [ -9.7603e-01 ] -9.53134e-01 9.76026e-01 0.00000e+00
[ -4.9911e-01 ] [ -9.7828e-01 ] -9.57453e-01 9.78280e-01 0.00000e+00
[ -4.9927e-01 ] [ -9.8036e-01 ] -9.61462e-01 9.80364e-01 0.00000e+00
[ -4.9940e-01 ] [ -9.8229e-01 ] -9.65171e-01 9.82285e-01 0.00000e+00
[ -4.9951e-01 ] [ -9.8405e-01 ] -9.68589e-01 9.84050e-01 0.00000e+00
[ -4.9960e-01 ] [ -9.8567e-01 ] -9.71731e-01 9.85667e-01 0.00000e+00
[ -4.9968e-01 ] [ -9.8714e-01 ] -9.74609e-01 9.87145e-01 0.00000e+00
[ -4.9974e-01 ] [ -9.8849e-01 ] -9.77239e-01 9.88491e-01 0.00000e+00
[ -4.9979e-01 ] [ -9.8971e-01 ] -9.79634e-01 9.89714e-01 0.00000e+00
[ -4.9984e-01 ] [ -9.9082e-01 ] -9.81811e-01 9.90823e-01 0.00000e+00
[ -4.9987e-01 ] [ -9.9183e-01 ] -9.83784e-01 9.91827e-01 0.00000e+00
[ -4.9990e-01 ] [ -9.9273e-01 ] -9.85569e-01 9.92732e-01 0.00000e+00
[ -4.9992e-01 ] [ -9.9355e-01 ] -9.87178e-01 9.93548e-01 0.00000e+00
[ -4.9994e-01 ] [ -9.9428e-01 ] -9.88628e-01 9.94282e-01 0.00000e+00
[ -4.9995e-01 ] [ -9.9494e-01 ] -9.89930e-01 9.94940e-01 0.00000e+00
[ -4.9996e-01 ] [ -9.9553e-01 ] -9.91097e-01 9.95529e-01 0.00000e+00
[ -4.9997e-01 ] [ -9.9606e-01 ] -9.92141e-01 9.96055e-01 0.00000e+00
[ -4.9998e-01 ] [ -9.9653e-01 ] -9.93074e-01 9.96525e-01 0.00000e+00
[ -4.9998e-01 ] [ -9.9694e-01 ] -9.93906e-01 9.96944e-01 0.00000e+00
[ -4.9999e-01 ] [ -9.9732e-01 ] -9.94646e-01 9.97316e-01 0.00000e+00
[ -4.9999e-01 ] [ -9.9765e-01 ] -9.95303e-01 9.97646e-01 0.00000e+00
[ -4.9999e-01 ] [ -9.9794e-01 ] -9.95887e-01 9.97939e-01 0.00000e+00
[ -4.9999e-01 ] [ -9.9820e-01 ] -9.96403e-01 9.98198e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9843e-01 ] -9.96859e-01 9.98427e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9863e-01 ] -9.97262e-01 9.98629e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9881e-01 ] -9.97617e-01 9.98807e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9896e-01 ] -9.97929e-01 9.98964e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9910e-01 ] -9.98204e-01 9.99101e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9922e-01 ] -9.98444e-01 9.99222e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9933e-01 ] -9.98655e-01 9.99327e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9942e-01 ] -9.98840e-01 9.99419e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9950e-01 ] -9.99001e-01 9.99500e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9957e-01 ] -9.99141e-01 9.99570e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9963e-01 ] -9.99264e-01 9.99632e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9968e-01 ] -9.99370e-01 9.99685e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9973e-01 ] -9.99463e-01 9.99731e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9977e-01 ] -9.99543e-01 9.99771e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9981e-01 ] -9.99612e-01 9.99806e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9984e-01 ] -9.99673e-01 9.99836e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9986e-01 ] -9.99725e-01 9.99862e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9988e-01 ] -9.99770e-01 9.99885e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9990e-01 ] -9.99809e-01 9.99904e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9992e-01 ] -9.99842e-01 9.99921e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9994e-01 ] -9.99871e-01 9.99936e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9995e-01 ] -9.99896e-01 9.99948e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9996e-01 ] -9.99918e-01 9.99959e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9997e-01 ] -9.99937e-01 9.99968e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9998e-01 ] -9.99952e-01 9.99976e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9998e-01 ] -9.99966e-01 9.99983e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9999e-01 ] -9.99977e-01 9.99989e-01 0.00000e+00
[ -5.0000e-01 ] [ -9.9999e-01 ] -9.99987e-01 9.99993e-01 0.00000e+00
[ -5.0000e-01 ] [ -1.0000e+00 ] -9.99994e-01 9.99997e-01 0.00000e+00
[ -5.0000e-01 ] [ -1.0000e+00 ] -9.99998e-01 9.99999e-01 0.00000e+00
[ -5.0000e-01 ] [ -1.0000e+00 ] -1.00000e+00 1.00000e+00 0.00000e+00
