 0.000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 4.7622e-02 [ 4.7615e-02 6.9569e-06 ] 9.5238e-01
 2.267e-01 9.5678e-02 [ 9.5653e-02 2.5263e-05 ] 9.0432e-01
 3.400e-01 1.3580e-01 [ 1.3575e-01 5.1175e-05 ] 8.6420e-01
 4.533e-01 1.7390e-01 [ 1.7382e-01 8.2157e-05 ] 8.2610e-01
 5.667e-01 2.1127e-01 [ 2.1115e-01 1.1644e-04 ] 7.8873e-01
 6.800e-01 2.4862e-01 [ 2.4847e-01 1.5266e-04 ] 7.5138e-01
 7.933e-01 2.8619e-01 [ 2.8600e-01 1.8978e-04 ] 7.1381e-01
 9.067e-01 3.2381e-01 [ 3.2359e-01 2.2699e-04 ] 6.7619e-01
 1.020e+00 3.6100e-01 [ 3.6074e-01 2.6360e-04 ] 6.3900e-01
 1.133e+00 3.9703e-01 [ 3.9674e-01 2.9906e-04 ] 6.0297e-01
 1.247e+00 4.3111e-01 [ 4.3078e-01 3.3285e-04 ] 5.6889e-01
 1.360e+00 4.6247e-01 [ 4.6211e-01 3.6455e-04 ] 5.3753e-01
 1.473e+00 4.9049e-01 [ 4.9010e-01 3.9386e-04 ] 5.0951e-01
 1.587e+00 5.1480e-01 [ 5.1437e-01 4.2063e-04 ] 4.8520e-01
 1.700e+00 5.3525e-01 [ 5.3481e-01 4.4485e-04 ] 4.6475e-01
 1.813e+00 5.5196e-01 [ 5.5149e-01 4.6662e-04 ] 4.4804e-01
 1.927e+00 5.6520e-01 [ 5.6471e-01 4.8617e-04 ] 4.3480e-01
 2.040e+00 5.7535e-01 [ 5.7485e-01 5.0374e-04 ] 4.2465e-01
 2.153e+00 5.8285e-01 [ 5.8233e-01 5.1962e-04 ] 4.1715e-01
 2.267e+00 5.8813e-01 [ 5.8759e-01 5.3406e-04 ] 4.1187e-01
 2.380e+00 5.9159e-01 [ 5.9104e-01 5.4731e-04 ] 4.0841e-01
 2.493e+00 5.9360e-01 [ 5.9304e-01 5.5956e-04 ] 4.0640e-01
 2.607e+00 5.9445e-01 [ 5.9388e-01 5.7099e-04 ] 4.0555e-01
 2.720e+00 5.9442e-01 [ 5.9384e-01 5.8175e-04 ] 4.0558e-01
 2.833e+00 5.9370e-01 [ 5.9311e-01 5.9194e-04 ] 4.0630e-01
 2.947e+00 5.9247e-01 [ 5.9187e-01 6.0167e-04 ] 4.0753e-01
 3.060e+00 5.9086e-01 [ 5.9025e-01 6.1101e-04 ] 4.0914e-01
 3.173e+00 5.8899e-01 [ 5.8837e-01 6.2003e-04 ] 4.1101e-01
 3.287e+00 5.8693e-01 [ 5.8630e-01 6.2878e-04 ] 4.1307e-01
 3.400e+00 5.8476e-01 [ 5.8412e-01 6.3732e-04 ] 4.1524e-01
 3.513e+00 5.8253e-01 [ 5.8189e-01 6.4568e-04 ] 4.1747e-01
 3.627e+00 5.8028e-01 [ 5.7963e-01 6.5389e-04 ] 4.1972e-01
 3.740e+00 5.7804e-01 [ 5.7738e-01 6.6200e-04 ] 4.2196e-01
 3.853e+00 5.7584e-01 [ 5.7517e-01 6.7002e-04 ] 4.2416e-01
 3.967e+00 5.7370e-01 [ 5.7302e-01 6.7799e-04 ] 4.2630e-01
 4.080e+00 5.7162e-01 [ 5.7093e-01 6.8591e-04 ] 4.2838e-01
 4.193e+00 5.6962e-01 [ 5.6893e-01 6.9382e-04 ] 4.3038e-01
 4.307e+00 5.6771e-01 [ 5.6700e-01 7.0172e-04 ] 4.3229e-01
 4.420e+00 5.6588e-01 [ 5.6517e-01 7.0964e-04 ] 4.3412e-01
 4.533e+00 5.6415e-01 [ 5.6343e-01 7.1758e-04 ] 4.3585e-01
 4.647e+00 5.6251e-01 [ 5.6178e-01 7.2555e-04 ] 4.3749e-01
 4.760e+00 5.6096e-01 [ 5.6023e-01 7.3358e-04 ] 4.3904e-01
 4.873e+00 5.5950e-01 [ 5.5876e-01 7.4165e-04 ] 4.4050e-01
 4.987e+00 5.5813e-01 [ 5.5738e-01 7.4979e-04 ] 4.4187e-01
 5.100e+00 5.5685e-01 [ 5.5609e-01 7.5799e-04 ] 4.4315e-01
 5.213e+00 5.5564e-01 [ 5.5488e-01 7.6627e-04 ] 4.4436e-01
 5.327e+00 5.5452e-01 [ 5.5374e-01 7.7462e-04 ] 4.4548e-01
 5.440e+00 5.5346e-01 [ 5.5268e-01 7.8305e-04 ] 4.4654e-01
 5.553e+00 5.5247e-01 [ 5.5168e-01 7.9157e-04 ] 4.4753e-01
 5.667e+00 5.5155e-01 [ 5.5075e-01 8.0016e-04 ] 4.4845e-01
 5.780e+00 5.5069e-01 [ 5.4988e-01 8.0884e-04 ] 4.4931e-01
 5.893e+00 5.4989e-01 [ 5.4907e-01 8.1761e-04 ] 4.5011e-01
 6.007e+00 5.4913e-01 [ 5.4831e-01 8.2646e-04 ] 4.5087e-01
 6.120e+00 5.4843e-01 [ 5.4759e-01 8.3539e-04 ] 4.5157e-01
 6.233e+00 5.4776e-01 [ 5.4692e-01 8.4441e-04 ] 4.5224e-01
 6.347e+00 5.4714e-01 [ 5.4629e-01 8.5352e-04 ] 4.5286e-01
 6.460e+00 5.4655e-01 [ 5.4569e-01 8.6271e-04 ] 4.5345e-01
 6.573e+00 5.4600e-01 [ 5.4512e-01 8.7198e-04 ] 4.5400e-01
 6.687e+00 5.4547e-01 [ 5.4459e-01 8.8133e-04 ] 4.5453e-01
 6.800e+00 5.4497e-01 [ 5.4408e-01 8.9076e-04 ] 4.5503e-01
 6.913e+00 5.4449e-01 [ 5.4359e-01 9.0027e-04 ] 4.5551e-01
 7.027e+00 5.4404e-01 [ 5.4313e-01 9.0986e-04 ] 4.5596e-01
 7.140e+00 5.4360e-01 [ 5.4268e-01 9.1952e-04 ] 4.5640e-01
 7.253e+00 5.4318e-01 [ 5.4225e-01 9.2926e-04 ] 4.5682e-01
 7.367e+00 5.4277e-01 [ 5.4183e-01 9.3907e-04 ] 4.5723e-01
 7.480e+00 5.4237e-01 [ 5.4142e-01 9.4896e-04 ] 4.5763e-01
 7.593e+00 5.4198e-01 [ 5.4102e-01 9.5891e-04 ] 4.5802e-01
 7.707e+00 5.4160e-01 [ 5.4063e-01 9.6893e-04 ] 4.5840e-01
 7.820e+00 5.4122e-01 [ 5.4024e-01 9.7902e-04 ] 4.5878e-01
 7.933e+00 5.4085e-01 [ 5.3987e-01 9.8917e-04 ] 4.5915e-01
 8.047e+00 5.4049e-01 [ 5.3949e-01 9.9939e-04 ] 4.5951e-01
 8.160e+00 5.4013e-01 [ 5.3912e-01 1.0097e-03 ] 4.5987e-01
 8.273e+00 5.3977e-01 [ 5.3875e-01 1.0200e-03 ] 4.6023e-01
 8.387e+00 5.3941e-01 [ 5.3838e-01 1.0304e-03 ] 4.6059e-01
 8.500e+00 5.3905e-01 [ 5.3801e-01 1.0409e-03 ] 4.6095e-01
 8.613e+00 5.3869e-01 [ 5.3764e-01 1.0514e-03 ] 4.6131e-01
 8.727e+00 5.3833e-01 [ 5.3726e-01 1.0620e-03 ] 4.6167e-01
 8.840e+00 5.3796e-01 [ 5.3689e-01 1.0726e-03 ] 4.6204e-01
 8.953e+00 5.3760e-01 [ 5.3651e-01 1.0833e-03 ] 4.6240e-01
 9.067e+00 5.3723e-01 [ 5.3614e-01 1.0941e-03 ] 4.6277e-01
 9.180e+00 5.3686e-01 [ 5.3575e-01 1.1049e-03 ] 4.6314e-01
 9.293e+00 5.3648e-01 [ 5.3537e-01 1.1157e-03 ] 4.6352e-01
 9.407e+00 5.3611e-01 [ 5.3498e-01 1.1267e-03 ] 4.6389e-01
 9.520e+00 5.3572e-01 [ 5.3459e-01 1.1376e-03 ] 4.6428e-01
 9.633e+00 5.3534e-01 [ 5.3419e-01 1.1486e-03 ] 4.6466e-01
 9.747e+00 5.3495e-01 [ 5.3379e-01 1.1597e-03 ] 4.6505e-01
 9.860e+00 5.3455e-01 [ 5.3338e-01 1.1708e-03 ] 4.6545e-01
 9.973e+00 5.3416e-01 [ 5.3297e-01 1.1820e-03 ] 4.6584e-01
 1.009e+01 5.3375e-01 [ 5.3256e-01 1.1932e-03 ] 4.6625e-01
 1.020e+01 5.3335e-01 [ 5.3214e-01 1.2045e-03 ] 4.6665e-01
 1.031e+01 5.3293e-01 [ 5.3172e-01 1.2158e-03 ] 4.6707e-01
 1.043e+01 5.3252e-01 [ 5.3129e-01 1.2272e-03 ] 4.6748e-01
 1.054e+01 5.3209e-01 [ 5.3086e-01 1.2386e-03 ] 4.6791e-01
 1.065e+01 5.3167e-01 [ 5.3042e-01 1.2501e-03 ] 4.6833e-01
 1.077e+01 5.3124e-01 [ 5.2998e-01 1.2616e-03 ] 4.6876e-01
 1.088e+01 5.3080e-01 [ 5.2953e-01 1.2732e-03 ] 4.6920e-01
 1.099e+01 5.3036e-01 [ 5.2908e-01 1.2848e-03 ] 4.6964e-01
 1.111e+01 5.2991e-01 [ 5.2862e-01 1.2964e-03 ] 4.7009e-01
 1.122e+01 5.2946e-01 [ 5.2816e-01 1.3082e-03 ] 4.7054e-01
 1.133e+01 5.2901e-01 [ 5.2769e-01 1.3199e-03 ] 4.7099e-01
 1.145e+01 5.2855e-01 [ 5.2722e-01 1.3317e-03 ] 4.7145e-01
 1.156e+01 5.2808e-01 [ 5.2674e-01 1.3436e-03 ] 4.7192e-01
 1.167e+01 5.2761e-01 [ 5.2626e-01 1.3555e-03 ] 4.7239e-01
 1.179e+01 5.2714e-01 [ 5.2577e-01 1.3674e-03 ] 4.7286e-01
 1.190e+01 5.2666e-01 [ 5.2528e-01 1.3794e-03 ] 4.7334e-01
 1.201e+01 5.2617e-01 [ 5.2478e-01 1.3915e-03 ] 4.7383e-01
 1.213e+01 5.2568e-01 [ 5.2428e-01 1.4035e-03 ] 4.7432e-01
 1.224e+01 5.2519e-01 [ 5.2377e-01 1.4157e-03 ] 4.7481e-01
 1.235e+01 5.2469e-01 [ 5.2326e-01 1.4279e-03 ] 4.7531e-01
 1.247e+01 5.2418e-01 [ 5.2274e-01 1.4401e-03 ] 4.7582e-01
 1.258e+01 5.2367e-01 [ 5.2222e-01 1.4524e-03 ] 4.7633e-01
 1.269e+01 5.2316e-01 [ 5.2169e-01 1.4647e-03 ] 4.7684e-01
 1.281e+01 5.2263e-01 [ 5.2116e-01 1.4770e-03 ] 4.7737e-01
 1.292e+01 5.2211e-01 [ 5.2062e-01 1.4895e-03 ] 4.7789e-01
 1.303e+01 5.2157e-01 [ 5.2007e-01 1.5019e-03 ] 4.7843e-01
 1.315e+01 5.2103e-01 [ 5.1952e-01 1.5144e-03 ] 4.7897e-01
 1.326e+01 5.2049e-01 [ 5.1896e-01 1.5270e-03 ] 4.7951e-01
 1.337e+01 5.1994e-01 [ 5.1840e-01 1.5396e-03 ] 4.8006e-01
 1.349e+01 5.1938e-01 [ 5.1783e-01 1.5522e-03 ] 4.8062e-01
 1.360e+01 5.1881e-01 [ 5.1725e-01 1.5649e-03 ] 4.8119e-01
 1.371e+01 5.1824e-01 [ 5.1667e-01 1.5776e-03 ] 4.8176e-01
 1.383e+01 5.1766e-01 [ 5.1607e-01 1.5904e-03 ] 4.8234e-01
 1.394e+01 5.1708e-01 [ 5.1547e-01 1.6032e-03 ] 4.8292e-01
 1.405e+01 5.1648e-01 [ 5.1486e-01 1.6161e-03 ] 4.8352e-01
 1.417e+01 5.1588e-01 [ 5.1425e-01 1.6290e-03 ] 4.8412e-01
 1.428e+01 5.1526e-01 [ 5.1362e-01 1.6419e-03 ] 4.8474e-01
 1.439e+01 5.1464e-01 [ 5.1299e-01 1.6549e-03 ] 4.8536e-01
 1.451e+01 5.1401e-01 [ 5.1234e-01 1.6679e-03 ] 4.8599e-01
 1.462e+01 5.1337e-01 [ 5.1169e-01 1.6810e-03 ] 4.8663e-01
 1.473e+01 5.1272e-01 [ 5.1102e-01 1.6941e-03 ] 4.8728e-01
 1.485e+01 5.1205e-01 [ 5.1035e-01 1.7072e-03 ] 4.8795e-01
 1.496e+01 5.1138e-01 [ 5.0966e-01 1.7204e-03 ] 4.8862e-01
 1.507e+01 5.1069e-01 [ 5.0896e-01 1.7336e-03 ] 4.8931e-01
 1.519e+01 5.1000e-01 [ 5.0825e-01 1.7469e-03 ] 4.9000e-01
 1.530e+01 5.0929e-01 [ 5.0753e-01 1.7602e-03 ] 4.9071e-01
 1.541e+01 5.0856e-01 [ 5.0679e-01 1.7735e-03 ] 4.9144e-01
 1.553e+01 5.0783e-01 [ 5.0604e-01 1.7869e-03 ] 4.9217e-01
 1.564e+01 5.0708e-01 [ 5.0528e-01 1.8004e-03 ] 4.9292e-01
 1.575e+01 5.0632e-01 [ 5.0450e-01 1.8138e-03 ] 4.9368e-01
 1.587e+01 5.0554e-01 [ 5.0372e-01 1.8273e-03 ] 4.9446e-01
 1.598e+01 5.0476e-01 [ 5.0292e-01 1.8409e-03 ] 4.9524e-01
 1.609e+01 5.0396e-01 [ 5.0210e-01 1.8545e-03 ] 4.9604e-01
 1.621e+01 5.0315e-01 [ 5.0128e-01 1.8681e-03 ] 4.9685e-01
 1.632e+01 5.0233e-01 [ 5.0045e-01 1.8818e-03 ] 4.9767e-01
 1.643e+01 5.0150e-01 [ 4.9960e-01 1.8956e-03 ] 4.9850e-01
 1.655e+01 5.0066e-01 [ 4.9875e-01 1.9094e-03 ] 4.9934e-01
 1.666e+01 4.9981e-01 [ 4.9789e-01 1.9232e-03 ] 5.0019e-01
 1.677e+01 4.9896e-01 [ 4.9703e-01 1.9372e-03 ] 5.0104e-01
