 0.000e+00 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.133e-01 4.8602e-02 [ 4.8602e-02 ] 9.5140e-01
 2.267e-01 1.0339e-01 [ 1.0339e-01 ] 8.9661e-01
 3.400e-01 1.5263e-01 [ 1.5263e-01 ] 8.4737e-01
 4.533e-01 2.0284e-01 [ 2.0284e-01 ] 7.9716e-01
 5.667e-01 2.5468e-01 [ 2.5468e-01 ] 7.4532e-01
 6.800e-01 3.0788e-01 [ 3.0788e-01 ] 6.9212e-01
 7.933e-01 3.6138e-01 [ 3.6138e-01 ] 6.3862e-01
 9.067e-01 4.1356e-01 [ 4.1356e-01 ] 5.8644e-01
 1.020e+00 4.6253e-01 [ 4.6253e-01 ] 5.3747e-01
 1.133e+00 5.0657e-01 [ 5.0657e-01 ] 4.9343e-01
 1.247e+00 5.4447e-01 [ 5.4447e-01 ] 4.5553e-01
 1.360e+00 5.7569e-01 [ 5.7569e-01 ] 4.2431e-01
 1.473e+00 6.0036e-01 [ 6.0036e-01 ] 3.9964e-01
 1.587e+00 6.1910e-01 [ 6.1910e-01 ] 3.8090e-01
 1.700e+00 6.3279e-01 [ 6.3279e-01 ] 3.6721e-01
 1.813e+00 6.4240e-01 [ 6.4240e-01 ] 3.5760e-01
 1.927e+00 6.4882e-01 [ 6.4882e-01 ] 3.5118e-01
 2.040e+00 6.5283e-01 [ 6.5283e-01 ] 3.4717e-01
 2.153e+00 6.5506e-01 [ 6.5506e-01 ] 3.4494e-01
 2.267e+00 6.5600e-01 [ 6.5600e-01 ] 3.4400e-01
 2.380e+00 6.5602e-01 [ 6.5602e-01 ] 3.4398e-01
 2.493e+00 6.5541e-01 [ 6.5541e-01 ] 3.4459e-01
 2.607e+00 6.5437e-01 [ 6.5437e-01 ] 3.4563e-01
 2.720e+00 6.5305e-01 [ 6.5305e-01 ] 3.4695e-01
 2.833e+00 6.5156e-01 [ 6.5156e-01 ] 3.4844e-01
 2.947e+00 6.4999e-01 [ 6.4999e-01 ] 3.5001e-01
 3.060e+00 6.4837e-01 [ 6.4837e-01 ] 3.5163e-01
 3.173e+00 6.4677e-01 [ 6.4677e-01 ] 3.5323e-01
 3.287e+00 6.4520e-01 [ 6.4520e-01 ] 3.5480e-01
 3.400e+00 6.4368e-01 [ 6.4368e-01 ] 3.5632e-01
 3.513e+00 6.4222e-01 [ 6.4222e-01 ] 3.5778e-01
 3.627e+00 6.4084e-01 [ 6.4084e-01 ] 3.5916e-01
 3.740e+00 6.3953e-01 [ 6.3953e-01 ] 3.6047e-01
 3.853e+00 6.3829e-01 [ 6.3829e-01 ] 3.6171e-01
 3.967e+00 6.3714e-01 [ 6.3714e-01 ] 3.6286e-01
 4.080e+00 6.3605e-01 [ 6.3605e-01 ] 3.6395e-01
 4.193e+00 6.3503e-01 [ 6.3503e-01 ] 3.6497e-01
 4.307e+00 6.3409e-01 [ 6.3409e-01 ] 3.6591e-01
 4.420e+00 6.3320e-01 [ 6.3320e-01 ] 3.6680e-01
 4.533e+00 6.3238e-01 [ 6.3238e-01 ] 3.6762e-01
 4.647e+00 6.3161e-01 [ 6.3161e-01 ] 3.6839e-01
 4.760e+00 6.3090e-01 [ 6.3090e-01 ] 3.6910e-01
 4.873e+00 6.3023e-01 [ 6.3023e-01 ] 3.6977e-01
 4.987e+00 6.2961e-01 [ 6.2961e-01 ] 3.7039e-01
 5.100e+00 6.2902e-01 [ 6.2902e-01 ] 3.7098e-01
 5.213e+00 6.2848e-01 [ 6.2848e-01 ] 3.7152e-01
 5.327e+00 6.2797e-01 [ 6.2797e-01 ] 3.7203e-01
 5.440e+00 6.2749e-01 [ 6.2749e-01 ] 3.7251e-01
 5.553e+00 6.2703e-01 [ 6.2703e-01 ] 3.7297e-01
 5.667e+00 6.2661e-01 [ 6.2661e-01 ] 3.7339e-01
 5.780e+00 6.2621e-01 [ 6.2621e-01 ] 3.7379e-01
 5.893e+00 6.2582e-01 [ 6.2582e-01 ] 3.7418e-01
 6.007e+00 6.2546e-01 [ 6.2546e-01 ] 3.7454e-01
 6.120e+00 6.2511e-01 [ 6.2511e-01 ] 3.7489e-01
 6.233e+00 6.2478e-01 [ 6.2478e-01 ] 3.7522e-01
 6.347e+00 6.2446e-01 [ 6.2446e-01 ] 3.7554e-01
 6.460e+00 6.2415e-01 [ 6.2415e-01 ] 3.7585e-01
 6.573e+00 6.2386e-01 [ 6.2386e-01 ] 3.7614e-01
 6.687e+00 6.2357e-01 [ 6.2357e-01 ] 3.7643e-01
 6.800e+00 6.2329e-01 [ 6.2329e-01 ] 3.7671e-01
 6.913e+00 6.2302e-01 [ 6.2302e-01 ] 3.7698e-01
 7.027e+00 6.2275e-01 [ 6.2275e-01 ] 3.7725e-01
 7.140e+00 6.2249e-01 [ 6.2249e-01 ] 3.7751e-01
 7.253e+00 6.2223e-01 [ 6.2223e-01 ] 3.7777e-01
 7.367e+00 6.2198e-01 [ 6.2198e-01 ] 3.7802e-01
 7.480e+00 6.2173e-01 [ 6.2173e-01 ] 3.7827e-01
 7.593e+00 6.2148e-01 [ 6.2148e-01 ] 3.7852e-01
 7.707e+00 6.2124e-01 [ 6.2124e-01 ] 3.7876e-01
 7.820e+00 6.2099e-01 [ 6.2099e-01 ] 3.7901e-01
 7.933e+00 6.2075e-01 [ 6.2075e-01 ] 3.7925e-01
 8.047e+00 6.2051e-01 [ 6.2051e-01 ] 3.7949e-01
 8.160e+00 6.2027e-01 [ 6.2027e-01 ] 3.7973e-01
 8.273e+00 6.2002e-01 [ 6.2002e-01 ] 3.7998e-01
 8.387e+00 6.1978e-01 [ 6.1978e-01 ] 3.8022e-01
 8.500e+00 6.1954e-01 [ 6.1954e-01 ] 3.8046e-01
 8.613e+00 6.1930e-01 [ 6.1930e-01 ] 3.8070e-01
 8.727e+00 6.1905e-01 [ 6.1905e-01 ] 3.8095e-01
 8.840e+00 6.1881e-01 [ 6.1881e-01 ] 3.8119e-01
 8.953e+00 6.1856e-01 [ 6.1856e-01 ] 3.8144e-01
 9.067e+00 6.1831e-01 [ 6.1831e-01 ] 3.8169e-01
 9.180e+00 6.1806e-01 [ 6.1806e-01 ] 3.8194e-01
 9.293e+00 6.1781e-01 [ 6.1781e-01 ] 3.8219e-01
 9.407e+00 6.1756e-01 [ 6.1756e-01 ] 3.8244e-01
 9.520e+00 6.1730e-01 [ 6.1730e-01 ] 3.8270e-01
 9.633e+00 6.1705e-01 [ 6.1705e-01 ] 3.8295e-01
 9.747e+00 6.1679e-01 [ 6.1679e-01 ] 3.8321e-01
 9.860e+00 6.1653e-01 [ 6.1653e-01 ] 3.8347e-01
 9.973e+00 6.1626e-01 [ 6.1626e-01 ] 3.8374e-01
 1.009e+01 6.1600e-01 [ 6.1600e-01 ] 3.8400e-01
 1.020e+01 6.1573e-01 [ 6.1573e-01 ] 3.8427e-01
 1.031e+01 6.1546e-01 [ 6.1546e-01 ] 3.8454e-01
 1.043e+01 6.1519e-01 [ 6.1519e-01 ] 3.8481e-01
 1.054e+01 6.1492e-01 [ 6.1491e-01 ] 3.8508e-01
 1.065e+01 6.1464e-01 [ 6.1464e-01 ] 3.8536e-01
 1.077e+01 6.1436e-01 [ 6.1436e-01 ] 3.8564e-01
 1.088e+01 6.1408e-01 [ 6.1407e-01 ] 3.8592e-01
 1.099e+01 6.1379e-01 [ 6.1379e-01 ] 3.8621e-01
 1.111e+01 6.1350e-01 [ 6.1350e-01 ] 3.8650e-01
 1.122e+01 6.1321e-01 [ 6.1321e-01 ] 3.8679e-01
 1.133e+01 6.1292e-01 [ 6.1292e-01 ] 3.8708e-01
 1.145e+01 6.1262e-01 [ 6.1262e-01 ] 3.8738e-01
 1.156e+01 6.1232e-01 [ 6.1232e-01 ] 3.8768e-01
 1.167e+01 6.1202e-01 [ 6.1202e-01 ] 3.8798e-01
 1.179e+01 6.1172e-01 [ 6.1172e-01 ] 3.8828e-01
 1.190e+01 6.1141e-01 [ 6.1141e-01 ] 3.8859e-01
 1.201e+01 6.1110e-01 [ 6.1110e-01 ] 3.8890e-01
