 0.000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 4.7632e-02 [ 4.7625e-02 6.9734e-06 ] 9.5237e-01
 2.267e-01 9.5789e-02 [ 9.5763e-02 2.5324e-05 ] 9.0421e-01
 3.400e-01 1.3604e-01 [ 1.3599e-01 5.1300e-05 ] 8.6396e-01
 4.533e-01 1.7430e-01 [ 1.7422e-01 8.2360e-05 ] 8.2570e-01
 5.667e-01 2.1187e-01 [ 2.1175e-01 1.1673e-04 ] 7.8813e-01
 6.800e-01 2.4945e-01 [ 2.4929e-01 1.5304e-04 ] 7.5055e-01
 7.933e-01 2.8725e-01 [ 2.8706e-01 1.9024e-04 ] 7.1275e-01
 9.067e-01 3.2510e-01 [ 3.2487e-01 2.2750e-04 ] 6.7490e-01
 1.020e+00 3.6249e-01 [ 3.6223e-01 2.6416e-04 ] 6.3751e-01
 1.133e+00 3.9869e-01 [ 3.9839e-01 2.9963e-04 ] 6.0131e-01
 1.247e+00 4.3288e-01 [ 4.3255e-01 3.3340e-04 ] 5.6712e-01
 1.360e+00 4.6429e-01 [ 4.6393e-01 3.6504e-04 ] 5.3571e-01
 1.473e+00 4.9232e-01 [ 4.9192e-01 3.9428e-04 ] 5.0768e-01
 1.587e+00 5.1657e-01 [ 5.1615e-01 4.2095e-04 ] 4.8343e-01
 1.700e+00 5.3694e-01 [ 5.3650e-01 4.4505e-04 ] 4.6306e-01
 1.813e+00 5.5355e-01 [ 5.5308e-01 4.6671e-04 ] 4.4645e-01
 1.927e+00 5.6667e-01 [ 5.6619e-01 4.8615e-04 ] 4.3333e-01
 2.040e+00 5.7671e-01 [ 5.7620e-01 5.0363e-04 ] 4.2329e-01
 2.153e+00 5.8410e-01 [ 5.8358e-01 5.1942e-04 ] 4.1590e-01
 2.267e+00 5.8928e-01 [ 5.8875e-01 5.3379e-04 ] 4.1072e-01
 2.380e+00 5.9266e-01 [ 5.9211e-01 5.4698e-04 ] 4.0734e-01
 2.493e+00 5.9460e-01 [ 5.9404e-01 5.5918e-04 ] 4.0540e-01
 2.607e+00 5.9540e-01 [ 5.9483e-01 5.7059e-04 ] 4.0460e-01
 2.720e+00 5.9532e-01 [ 5.9474e-01 5.8132e-04 ] 4.0468e-01
 2.833e+00 5.9457e-01 [ 5.9398e-01 5.9150e-04 ] 4.0543e-01
 2.947e+00 5.9332e-01 [ 5.9272e-01 6.0122e-04 ] 4.0668e-01
 3.060e+00 5.9170e-01 [ 5.9109e-01 6.1057e-04 ] 4.0830e-01
 3.173e+00 5.8982e-01 [ 5.8920e-01 6.1960e-04 ] 4.1018e-01
 3.287e+00 5.8776e-01 [ 5.8714e-01 6.2836e-04 ] 4.1224e-01
 3.400e+00 5.8560e-01 [ 5.8496e-01 6.3692e-04 ] 4.1440e-01
 3.513e+00 5.8338e-01 [ 5.8273e-01 6.4530e-04 ] 4.1662e-01
 3.627e+00 5.8114e-01 [ 5.8049e-01 6.5354e-04 ] 4.1886e-01
 3.740e+00 5.7892e-01 [ 5.7826e-01 6.6167e-04 ] 4.2108e-01
 3.853e+00 5.7673e-01 [ 5.7606e-01 6.6972e-04 ] 4.2327e-01
 3.967e+00 5.7461e-01 [ 5.7393e-01 6.7772e-04 ] 4.2539e-01
 4.080e+00 5.7255e-01 [ 5.7186e-01 6.8567e-04 ] 4.2745e-01
 4.193e+00 5.7057e-01 [ 5.6988e-01 6.9361e-04 ] 4.2943e-01
 4.307e+00 5.6868e-01 [ 5.6798e-01 7.0155e-04 ] 4.3132e-01
 4.420e+00 5.6688e-01 [ 5.6617e-01 7.0950e-04 ] 4.3312e-01
 4.533e+00 5.6517e-01 [ 5.6445e-01 7.1748e-04 ] 4.3483e-01
 4.647e+00 5.6355e-01 [ 5.6282e-01 7.2549e-04 ] 4.3645e-01
 4.760e+00 5.6202e-01 [ 5.6129e-01 7.3355e-04 ] 4.3798e-01
 4.873e+00 5.6058e-01 [ 5.5984e-01 7.4166e-04 ] 4.3942e-01
 4.987e+00 5.5923e-01 [ 5.5848e-01 7.4983e-04 ] 4.4077e-01
 5.100e+00 5.5796e-01 [ 5.5720e-01 7.5806e-04 ] 4.4204e-01
 5.213e+00 5.5677e-01 [ 5.5601e-01 7.6637e-04 ] 4.4323e-01
 5.327e+00 5.5566e-01 [ 5.5489e-01 7.7476e-04 ] 4.4434e-01
 5.440e+00 5.5462e-01 [ 5.5384e-01 7.8322e-04 ] 4.4538e-01
 5.553e+00 5.5365e-01 [ 5.5286e-01 7.9176e-04 ] 4.4635e-01
 5.667e+00 5.5274e-01 [ 5.5194e-01 8.0038e-04 ] 4.4726e-01
 5.780e+00 5.5189e-01 [ 5.5109e-01 8.0909e-04 ] 4.4811e-01
 5.893e+00 5.5110e-01 [ 5.5028e-01 8.1788e-04 ] 4.4890e-01
 6.007e+00 5.5036e-01 [ 5.4953e-01 8.2676e-04 ] 4.4964e-01
 6.120e+00 5.4966e-01 [ 5.4883e-01 8.3572e-04 ] 4.5034e-01
 6.233e+00 5.4901e-01 [ 5.4816e-01 8.4476e-04 ] 4.5099e-01
 6.347e+00 5.4839e-01 [ 5.4754e-01 8.5389e-04 ] 4.5161e-01
 6.460e+00 5.4781e-01 [ 5.4695e-01 8.6310e-04 ] 4.5219e-01
 6.573e+00 5.4726e-01 [ 5.4639e-01 8.7239e-04 ] 4.5274e-01
 6.687e+00 5.4674e-01 [ 5.4586e-01 8.8176e-04 ] 4.5326e-01
 6.800e+00 5.4625e-01 [ 5.4536e-01 8.9121e-04 ] 4.5375e-01
 6.913e+00 5.4578e-01 [ 5.4488e-01 9.0074e-04 ] 4.5422e-01
 7.027e+00 5.4532e-01 [ 5.4441e-01 9.1035e-04 ] 4.5468e-01
 7.140e+00 5.4489e-01 [ 5.4397e-01 9.2003e-04 ] 4.5511e-01
 7.253e+00 5.4447e-01 [ 5.4354e-01 9.2978e-04 ] 4.5553e-01
