 0.000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 2.9148e-03 [ 2.8611e-03 1.9172e-05 1.5554e-05 1.4414e-05 4.5730e-06 ] 9.9709e-01
 2.267e-01 6.1700e-03 [ 5.9533e-03 7.8675e-05 6.2393e-05 5.7711e-05 1.7913e-05 ] 9.9383e-01
 3.400e-01 9.0078e-03 [ 8.5229e-03 1.7445e-04 1.4103e-04 1.3004e-04 3.9426e-05 ] 9.9099e-01
 4.533e-01 1.1706e-02 [ 1.0841e-02 3.1305e-04 2.5230e-04 2.3165e-04 6.8530e-05 ] 9.8829e-01
 5.667e-01 1.4287e-02 [ 1.2933e-02 4.8881e-04 3.9733e-04 3.6283e-04 1.0465e-04 ] 9.8571e-01
 6.800e-01 1.6765e-02 [ 1.4811e-02 7.0568e-04 5.7756e-04 5.2395e-04 1.4724e-04 ] 9.8323e-01
 7.933e-01 1.9158e-02 [ 1.6490e-02 9.6297e-04 7.9472e-04 7.1544e-04 1.9575e-04 ] 9.8084e-01
 9.067e-01 2.1482e-02 [ 1.7983e-02 1.2610e-03 1.0508e-03 9.3777e-04 2.4966e-04 ] 9.7852e-01
 1.020e+00 2.3752e-02 [ 1.9304e-02 1.6004e-03 1.3483e-03 1.1915e-03 3.0844e-04 ] 9.7625e-01
 1.133e+00 2.5982e-02 [ 2.0462e-02 1.9816e-03 1.6896e-03 1.4771e-03 3.7161e-04 ] 9.7402e-01
 1.247e+00 2.8187e-02 [ 2.1470e-02 2.4050e-03 2.0779e-03 1.7954e-03 4.3870e-04 ] 9.7181e-01
 1.360e+00 3.0380e-02 [ 2.2337e-02 2.8712e-03 2.5163e-03 2.1470e-03 5.0926e-04 ] 9.6962e-01
 1.473e+00 3.2576e-02 [ 2.3072e-02 3.3804e-03 3.0087e-03 2.5325e-03 5.8287e-04 ] 9.6742e-01
 1.587e+00 3.4788e-02 [ 2.3684e-02 3.9333e-03 3.5589e-03 2.9530e-03 6.5911e-04 ] 9.6521e-01
 1.700e+00 3.7031e-02 [ 2.4182e-02 4.5301e-03 4.1715e-03 3.4092e-03 7.3764e-04 ] 9.6297e-01
 1.813e+00 3.9316e-02 [ 2.4574e-02 5.1712e-03 4.8512e-03 3.9021e-03 8.1809e-04 ] 9.6068e-01
 1.927e+00 4.1660e-02 [ 2.4866e-02 5.8571e-03 5.6032e-03 4.4328e-03 9.0016e-04 ] 9.5834e-01
 2.040e+00 4.4074e-02 [ 2.5067e-02 6.5880e-03 6.4333e-03 5.0024e-03 9.8355e-04 ] 9.5593e-01
 2.153e+00 4.6574e-02 [ 2.5182e-02 7.3642e-03 7.3474e-03 5.6120e-03 1.0680e-03 ] 9.5343e-01
 2.267e+00 4.9172e-02 [ 2.5218e-02 8.1858e-03 8.3522e-03 6.2629e-03 1.1533e-03 ] 9.5083e-01
 2.380e+00 5.1884e-02 [ 2.5181e-02 9.0530e-03 9.4546e-03 6.9564e-03 1.2393e-03 ] 9.4812e-01
 2.493e+00 5.4724e-02 [ 2.5077e-02 9.9659e-03 1.0662e-02 7.6941e-03 1.3257e-03 ] 9.4528e-01
 2.607e+00 5.7706e-02 [ 2.4910e-02 1.0924e-02 1.1982e-02 8.4772e-03 1.4125e-03 ] 9.4229e-01
 2.720e+00 6.0844e-02 [ 2.4686e-02 1.1928e-02 1.3424e-02 9.3073e-03 1.4995e-03 ] 9.3916e-01
 2.833e+00 6.4153e-02 [ 2.4409e-02 1.2977e-02 1.4995e-02 1.0186e-02 1.5865e-03 ] 9.3585e-01
 2.947e+00 6.7646e-02 [ 2.4084e-02 1.4070e-02 1.6704e-02 1.1115e-02 1.6736e-03 ] 9.3235e-01
 3.060e+00 7.1337e-02 [ 2.3715e-02 1.5206e-02 1.8561e-02 1.2095e-02 1.7606e-03 ] 9.2866e-01
