[ 1.4296e+00 1.4296e+00 1.4296e+00 ] [ -1.0000e+00 ] -1.00000e+00 1.00000e+00 -1.85929e+00
[ 1.4197e+00 1.4197e+00 1.4197e+00 ] [ -1.0025e+00 ] -9.94991e-01 1.00249e+00 -1.85929e+00
[ 1.4114e+00 1.4114e+00 1.4114e+00 ] [ -1.0050e+00 ] -9.89877e-01 1.00499e+00 -1.86305e+00
[ 1.4051e+00 1.4051e+00 1.4051e+00 ] [ -1.0074e+00 ] -9.84879e-01 1.00739e+00 -1.87000e+00
[ 1.4003e+00 1.4003e+00 1.4003e+00 ] [ -1.0097e+00 ] -9.79961e-01 1.00972e+00 -1.87960e+00
[ 1.3969e+00 1.3969e+00 1.3969e+00 ] [ -1.0120e+00 ] -9.75166e-01 1.01196e+00 -1.89135e+00
[ 1.3948e+00 1.3948e+00 1.3948e+00 ] [ -1.0141e+00 ] -9.70543e-01 1.01408e+00 -1.90477e+00
[ 1.3937e+00 1.3937e+00 1.3937e+00 ] [ -1.0161e+00 ] -9.66144e-01 1.01608e+00 -1.91939e+00
[ 1.3936e+00 1.3936e+00 1.3936e+00 ] [ -1.0179e+00 ] -9.62019e-01 1.01792e+00 -1.93480e+00
[ 1.3943e+00 1.3943e+00 1.3943e+00 ] [ -1.0196e+00 ] -9.58212e-01 1.01960e+00 -1.95062e+00
[ 1.3958e+00 1.3958e+00 1.3958e+00 ] [ -1.0211e+00 ] -9.54760e-01 1.02111e+00 -1.96650e+00
[ 1.3979e+00 1.3979e+00 1.3979e+00 ] [ -1.0224e+00 ] -9.51690e-01 1.02243e+00 -1.98215e+00
[ 1.4005e+00 1.4005e+00 1.4005e+00 ] [ -1.0236e+00 ] -9.49017e-01 1.02357e+00 -1.99731e+00
[ 1.4036e+00 1.4036e+00 1.4036e+00 ] [ -1.0245e+00 ] -9.46747e-01 1.02454e+00 -2.01176e+00
[ 1.4069e+00 1.4069e+00 1.4069e+00 ] [ -1.0253e+00 ] -9.44874e-01 1.02533e+00 -2.02534e+00
[ 1.4104e+00 1.4104e+00 1.4104e+00 ] [ -1.0259e+00 ] -9.43383e-01 1.02595e+00 -2.03790e+00
[ 1.4141e+00 1.4141e+00 1.4141e+00 ] [ -1.0264e+00 ] -9.42252e-01 1.02642e+00 -2.04937e+00
[ 1.4178e+00 1.4178e+00 1.4178e+00 ] [ -1.0268e+00 ] -9.41452e-01 1.02675e+00 -2.05966e+00
[ 1.4214e+00 1.4214e+00 1.4214e+00 ] [ -1.0270e+00 ] -9.40949e-01 1.02696e+00 -2.06877e+00
[ 1.4249e+00 1.4249e+00 1.4249e+00 ] [ -1.0271e+00 ] -9.40709e-01 1.02706e+00 -2.07667e+00
[ 1.4283e+00 1.4283e+00 1.4283e+00 ] [ -1.0271e+00 ] -9.40696e-01 1.02707e+00 -2.08340e+00
[ 1.4314e+00 1.4314e+00 1.4314e+00 ] [ -1.0270e+00 ] -9.40873e-01 1.02699e+00 -2.08898e+00
