[ 1.2980e+00 1.2980e+00 1.2980e+00 ] [ -1.0000e+00 ] -1.00000e+00 1.00000e+00 -1.59607e+00
[ 1.2885e+00 1.2885e+00 1.2885e+00 ] [ -1.0024e+00 ] -9.95231e-01 1.00237e+00 -1.59607e+00
[ 1.2811e+00 1.2811e+00 1.2811e+00 ] [ -1.0045e+00 ] -9.90806e-01 1.00453e+00 -1.59879e+00
[ 1.2758e+00 1.2758e+00 1.2758e+00 ] [ -1.0065e+00 ] -9.86829e-01 1.00646e+00 -1.60375e+00
[ 1.2721e+00 1.2721e+00 1.2721e+00 ] [ -1.0082e+00 ] -9.83192e-01 1.00819e+00 -1.61050e+00
[ 1.2697e+00 1.2697e+00 1.2697e+00 ] [ -1.0098e+00 ] -9.79866e-01 1.00976e+00 -1.61866e+00
[ 1.2684e+00 1.2684e+00 1.2684e+00 ] [ -1.0112e+00 ] -9.76831e-01 1.01119e+00 -1.62788e+00
[ 1.2681e+00 1.2681e+00 1.2681e+00 ] [ -1.0125e+00 ] -9.74074e-01 1.01246e+00 -1.63786e+00
[ 1.2685e+00 1.2685e+00 1.2685e+00 ] [ -1.0136e+00 ] -9.71586e-01 1.01361e+00 -1.64832e+00
[ 1.2696e+00 1.2696e+00 1.2696e+00 ] [ -1.0146e+00 ] -9.69361e-01 1.01462e+00 -1.65903e+00
[ 1.2712e+00 1.2712e+00 1.2712e+00 ] [ -1.0155e+00 ] -9.67392e-01 1.01552e+00 -1.66977e+00
[ 1.2733e+00 1.2733e+00 1.2733e+00 ] [ -1.0163e+00 ] -9.65670e-01 1.01629e+00 -1.68037e+00
[ 1.2756e+00 1.2756e+00 1.2756e+00 ] [ -1.0170e+00 ] -9.64187e-01 1.01696e+00 -1.69069e+00
[ 1.2782e+00 1.2782e+00 1.2782e+00 ] [ -1.0175e+00 ] -9.62930e-01 1.01752e+00 -1.70058e+00
[ 1.2809e+00 1.2809e+00 1.2809e+00 ] [ -1.0180e+00 ] -9.61887e-01 1.01798e+00 -1.70995e+00
[ 1.2837e+00 1.2837e+00 1.2837e+00 ] [ -1.0184e+00 ] -9.61042e-01 1.01836e+00 -1.71873e+00
[ 1.2865e+00 1.2865e+00 1.2865e+00 ] [ -1.0186e+00 ] -9.60381e-01 1.01865e+00 -1.72686e+00
[ 1.2893e+00 1.2893e+00 1.2893e+00 ] [ -1.0189e+00 ] -9.59884e-01 1.01887e+00 -1.73429e+00
[ 1.2920e+00 1.2920e+00 1.2920e+00 ] [ -1.0190e+00 ] -9.59537e-01 1.01902e+00 -1.74100e+00
[ 1.2946e+00 1.2946e+00 1.2946e+00 ] [ -1.0191e+00 ] -9.59320e-01 1.01912e+00 -1.74698e+00
[ 1.2970e+00 1.2970e+00 1.2970e+00 ] [ -1.0192e+00 ] -9.59218e-01 1.01916e+00 -1.75223e+00
[ 1.2993e+00 1.2993e+00 1.2993e+00 ] [ -1.0192e+00 ] -9.59214e-01 1.01916e+00 -1.75676e+00
[ 1.3013e+00 1.3013e+00 1.3013e+00 ] [ -1.0191e+00 ] -9.59293e-01 1.01913e+00 -1.76058e+00
[ 1.3032e+00 1.3032e+00 1.3032e+00 ] [ -1.0191e+00 ] -9.59441e-01 1.01906e+00 -1.76373e+00
[ 1.3048e+00 1.3048e+00 1.3048e+00 ] [ -1.0190e+00 ] -9.59646e-01 1.01897e+00 -1.76623e+00
[ 1.3062e+00 1.3062e+00 1.3062e+00 ] [ -1.0189e+00 ] -9.59895e-01 1.01886e+00 -1.76812e+00
[ 1.3074e+00 1.3074e+00 1.3074e+00 ] [ -1.0187e+00 ] -9.60178e-01 1.01874e+00 -1.76942e+00
[ 1.3084e+00 1.3084e+00 1.3084e+00 ] [ -1.0186e+00 ] -9.60487e-01 1.01860e+00 -1.77018e+00
[ 1.3091e+00 1.3091e+00 1.3091e+00 ] [ -1.0185e+00 ] -9.60814e-01 1.01846e+00 -1.77044e+00
[ 1.3097e+00 1.3097e+00 1.3097e+00 ] [ -1.0183e+00 ] -9.61153e-01 1.01831e+00 -1.77023e+00
[ 1.3100e+00 1.3100e+00 1.3100e+00 ] [ -1.0182e+00 ] -9.61498e-01 1.01815e+00 -1.76958e+00
[ 1.3101e+00 1.3101e+00 1.3101e+00 ] [ -1.0180e+00 ] -9.61845e-01 1.01800e+00 -1.76854e+00
[ 1.3101e+00 1.3101e+00 1.3101e+00 ] [ -1.0178e+00 ] -9.62189e-01 1.01785e+00 -1.76714e+00
[ 1.3098e+00 1.3098e+00 1.3098e+00 ] [ -1.0177e+00 ] -9.62529e-01 1.01770e+00 -1.76540e+00
[ 1.3094e+00 1.3094e+00 1.3094e+00 ] [ -1.0175e+00 ] -9.62862e-01 1.01755e+00 -1.76336e+00
[ 1.3089e+00 1.3089e+00 1.3089e+00 ] [ -1.0174e+00 ] -9.63186e-01 1.01740e+00 -1.76106e+00
[ 1.3082e+00 1.3082e+00 1.3082e+00 ] [ -1.0173e+00 ] -9.63500e-01 1.01726e+00 -1.75850e+00
[ 1.3074e+00 1.3074e+00 1.3074e+00 ] [ -1.0171e+00 ] -9.63803e-01 1.01713e+00 -1.75573e+00
[ 1.3065e+00 1.3065e+00 1.3065e+00 ] [ -1.0170e+00 ] -9.64096e-01 1.01700e+00 -1.75275e+00
[ 1.3054e+00 1.3054e+00 1.3054e+00 ] [ -1.0169e+00 ] -9.64377e-01 1.01687e+00 -1.74960e+00
[ 1.3043e+00 1.3043e+00 1.3043e+00 ] [ -1.0168e+00 ] -9.64647e-01 1.01675e+00 -1.74628e+00
[ 1.3030e+00 1.3030e+00 1.3030e+00 ] [ -1.0166e+00 ] -9.64906e-01 1.01663e+00 -1.74282e+00
[ 1.3017e+00 1.3017e+00 1.3017e+00 ] [ -1.0165e+00 ] -9.65154e-01 1.01652e+00 -1.73923e+00
[ 1.3003e+00 1.3003e+00 1.3003e+00 ] [ -1.0164e+00 ] -9.65393e-01 1.01642e+00 -1.73553e+00
[ 1.2989e+00 1.2989e+00 1.2989e+00 ] [ -1.0163e+00 ] -9.65622e-01 1.01631e+00 -1.73171e+00
[ 1.2973e+00 1.2973e+00 1.2973e+00 ] [ -1.0162e+00 ] -9.65842e-01 1.01621e+00 -1.72780e+00
[ 1.2957e+00 1.2957e+00 1.2957e+00 ] [ -1.0161e+00 ] -9.66055e-01 1.01612e+00 -1.72381e+00
[ 1.2941e+00 1.2941e+00 1.2941e+00 ] [ -1.0160e+00 ] -9.66259e-01 1.01603e+00 -1.71973e+00
[ 1.2924e+00 1.2924e+00 1.2924e+00 ] [ -1.0159e+00 ] -9.66457e-01 1.01594e+00 -1.71559e+00
[ 1.2906e+00 1.2906e+00 1.2906e+00 ] [ -1.0159e+00 ] -9.66649e-01 1.01585e+00 -1.71137e+00
[ 1.2888e+00 1.2888e+00 1.2888e+00 ] [ -1.0158e+00 ] -9.66835e-01 1.01577e+00 -1.70709e+00
[ 1.2870e+00 1.2870e+00 1.2870e+00 ] [ -1.0157e+00 ] -9.67016e-01 1.01569e+00 -1.70276e+00
