[ 6.0540e-01 6.0540e-01 6.0540e-01 6.0540e-01 6.0540e-01 6.0540e-01 ] 2.70605e-01 7.72435e-01 -2.42718e+00
[ 6.0528e-01 6.0528e-01 6.0528e-01 6.0528e-01 6.0528e-01 6.0528e-01 ] 2.68408e-01 7.73737e-01 -2.42790e+00
[ 6.0515e-01 6.0515e-01 6.0515e-01 6.0515e-01 6.0515e-01 6.0515e-01 ] 2.66380e-01 7.74937e-01 -2.42851e+00
[ 6.0501e-01 6.0501e-01 6.0501e-01 6.0501e-01 6.0501e-01 6.0501e-01 ] 2.64505e-01 7.76045e-01 -2.42902e+00
[ 6.0487e-01 6.0487e-01 6.0487e-01 6.0487e-01 6.0487e-01 6.0487e-01 ] 2.62768e-01 7.77071e-01 -2.42946e+00
[ 6.0473e-01 6.0473e-01 6.0473e-01 6.0473e-01 6.0473e-01 6.0473e-01 ] 2.61154e-01 7.78022e-01 -2.42982e+00
[ 6.0458e-01 6.0458e-01 6.0458e-01 6.0458e-01 6.0458e-01 6.0458e-01 ] 2.59650e-01 7.78907e-01 -2.43011e+00
[ 6.0442e-01 6.0442e-01 6.0442e-01 6.0442e-01 6.0442e-01 6.0442e-01 ] 2.58246e-01 7.79734e-01 -2.43034e+00
[ 6.0427e-01 6.0427e-01 6.0427e-01 6.0427e-01 6.0427e-01 6.0427e-01 ] 2.56929e-01 7.80507e-01 -2.43052e+00
[ 6.0410e-01 6.0410e-01 6.0410e-01 6.0410e-01 6.0410e-01 6.0410e-01 ] 2.55691e-01 7.81235e-01 -2.43066e+00
[ 6.0394e-01 6.0394e-01 6.0394e-01 6.0394e-01 6.0394e-01 6.0394e-01 ] 2.54522e-01 7.81921e-01 -2.43075e+00
[ 6.0377e-01 6.0377e-01 6.0377e-01 6.0377e-01 6.0377e-01 6.0377e-01 ] 2.53414e-01 7.82570e-01 -2.43080e+00
[ 6.0359e-01 6.0359e-01 6.0359e-01 6.0359e-01 6.0359e-01 6.0359e-01 ] 2.52359e-01 7.83188e-01 -2.43082e+00
[ 6.0342e-01 6.0342e-01 6.0342e-01 6.0342e-01 6.0342e-01 6.0342e-01 ] 2.51352e-01 7.83777e-01 -2.43081e+00
[ 6.0324e-01 6.0324e-01 6.0324e-01 6.0324e-01 6.0324e-01 6.0324e-01 ] 2.50386e-01 7.84342e-01 -2.43077e+00
[ 6.0305e-01 6.0305e-01 6.0305e-01 6.0305e-01 6.0305e-01 6.0305e-01 ] 2.49456e-01 7.84886e-01 -2.43071e+00
[ 6.0287e-01 6.0287e-01 6.0287e-01 6.0287e-01 6.0287e-01 6.0287e-01 ] 2.48557e-01 7.85411e-01 -2.43062e+00
[ 6.0268e-01 6.0268e-01 6.0268e-01 6.0268e-01 6.0268e-01 6.0268e-01 ] 2.47684e-01 7.85920e-01 -2.43051e+00
[ 6.0249e-01 6.0249e-01 6.0249e-01 6.0249e-01 6.0249e-01 6.0249e-01 ] 2.46835e-01 7.86416e-01 -2.43038e+00
[ 6.0229e-01 6.0229e-01 6.0229e-01 6.0229e-01 6.0229e-01 6.0229e-01 ] 2.46004e-01 7.86901e-01 -2.43024e+00
[ 6.0209e-01 6.0209e-01 6.0209e-01 6.0209e-01 6.0209e-01 6.0209e-01 ] 2.45189e-01 7.87375e-01 -2.43008e+00
[ 6.0189e-01 6.0189e-01 6.0189e-01 6.0189e-01 6.0189e-01 6.0189e-01 ] 2.44388e-01 7.87842e-01 -2.42991e+00
[ 6.0169e-01 6.0169e-01 6.0169e-01 6.0169e-01 6.0169e-01 6.0169e-01 ] 2.43597e-01 7.88302e-01 -2.42972e+00
[ 6.0148e-01 6.0148e-01 6.0148e-01 6.0148e-01 6.0148e-01 6.0148e-01 ] 2.42815e-01 7.88757e-01 -2.42952e+00
[ 6.0127e-01 6.0127e-01 6.0127e-01 6.0127e-01 6.0127e-01 6.0127e-01 ] 2.42040e-01 7.89208e-01 -2.42932e+00
[ 6.0106e-01 6.0106e-01 6.0106e-01 6.0106e-01 6.0106e-01 6.0106e-01 ] 2.41269e-01 7.89656e-01 -2.42910e+00
[ 6.0084e-01 6.0084e-01 6.0084e-01 6.0084e-01 6.0084e-01 6.0084e-01 ] 2.40502e-01 7.90102e-01 -2.42887e+00
[ 6.0062e-01 6.0062e-01 6.0062e-01 6.0062e-01 6.0062e-01 6.0062e-01 ] 2.39736e-01 7.90546e-01 -2.42863e+00
[ 6.0040e-01 6.0040e-01 6.0040e-01 6.0040e-01 6.0040e-01 6.0040e-01 ] 2.38971e-01 7.90990e-01 -2.42838e+00
[ 6.0018e-01 6.0018e-01 6.0018e-01 6.0018e-01 6.0018e-01 6.0018e-01 ] 2.38205e-01 7.91434e-01 -2.42813e+00
[ 5.9995e-01 5.9995e-01 5.9995e-01 5.9995e-01 5.9995e-01 5.9995e-01 ] 2.37438e-01 7.91878e-01 -2.42787e+00
[ 5.9972e-01 5.9972e-01 5.9972e-01 5.9972e-01 5.9972e-01 5.9972e-01 ] 2.36669e-01 7.92324e-01 -2.42760e+00
[ 5.9949e-01 5.9949e-01 5.9949e-01 5.9949e-01 5.9949e-01 5.9949e-01 ] 2.35896e-01 7.92771e-01 -2.42732e+00
[ 5.9926e-01 5.9926e-01 5.9926e-01 5.9926e-01 5.9926e-01 5.9926e-01 ] 2.35119e-01 7.93221e-01 -2.42704e+00
[ 5.9902e-01 5.9902e-01 5.9902e-01 5.9902e-01 5.9902e-01 5.9902e-01 ] 2.34338e-01 7.93672e-01 -2.42675e+00
[ 5.9878e-01 5.9878e-01 5.9878e-01 5.9878e-01 5.9878e-01 5.9878e-01 ] 2.33552e-01 7.94126e-01 -2.42646e+00
[ 5.9854e-01 5.9854e-01 5.9854e-01 5.9854e-01 5.9854e-01 5.9854e-01 ] 2.32761e-01 7.94583e-01 -2.42616e+00
[ 5.9829e-01 5.9829e-01 5.9829e-01 5.9829e-01 5.9829e-01 5.9829e-01 ] 2.31963e-01 7.95044e-01 -2.42585e+00
[ 5.9804e-01 5.9804e-01 5.9804e-01 5.9804e-01 5.9804e-01 5.9804e-01 ] 2.31159e-01 7.95507e-01 -2.42554e+00
[ 5.9779e-01 5.9779e-01 5.9779e-01 5.9779e-01 5.9779e-01 5.9779e-01 ] 2.30349e-01 7.95975e-01 -2.42523e+00
[ 5.9754e-01 5.9754e-01 5.9754e-01 5.9754e-01 5.9754e-01 5.9754e-01 ] 2.29531e-01 7.96446e-01 -2.42491e+00
[ 5.9728e-01 5.9728e-01 5.9728e-01 5.9728e-01 5.9728e-01 5.9728e-01 ] 2.28706e-01 7.96921e-01 -2.42458e+00
[ 5.9703e-01 5.9703e-01 5.9703e-01 5.9703e-01 5.9703e-01 5.9703e-01 ] 2.27874e-01 7.97400e-01 -2.42425e+00
[ 5.9676e-01 5.9676e-01 5.9676e-01 5.9676e-01 5.9676e-01 5.9676e-01 ] 2.27033e-01 7.97883e-01 -2.42391e+00
[ 5.9650e-01 5.9650e-01 5.9650e-01 5.9650e-01 5.9650e-01 5.9650e-01 ] 2.26185e-01 7.98371e-01 -2.42357e+00
[ 5.9623e-01 5.9623e-01 5.9623e-01 5.9623e-01 5.9623e-01 5.9623e-01 ] 2.25328e-01 7.98863e-01 -2.42322e+00
[ 5.9597e-01 5.9597e-01 5.9597e-01 5.9597e-01 5.9597e-01 5.9597e-01 ] 2.24463e-01 7.99359e-01 -2.42287e+00
[ 5.9569e-01 5.9569e-01 5.9569e-01 5.9569e-01 5.9569e-01 5.9569e-01 ] 2.23589e-01 7.99861e-01 -2.42251e+00
[ 5.9542e-01 5.9542e-01 5.9542e-01 5.9542e-01 5.9542e-01 5.9542e-01 ] 2.22707e-01 8.00367e-01 -2.42215e+00
[ 5.9514e-01 5.9514e-01 5.9514e-01 5.9514e-01 5.9514e-01 5.9514e-01 ] 2.21815e-01 8.00877e-01 -2.42178e+00
[ 5.9486e-01 5.9486e-01 5.9486e-01 5.9486e-01 5.9486e-01 5.9486e-01 ] 2.20915e-01 8.01393e-01 -2.42141e+00
[ 5.9458e-01 5.9458e-01 5.9458e-01 5.9458e-01 5.9458e-01 5.9458e-01 ] 2.20005e-01 8.01913e-01 -2.42104e+00
[ 5.9430e-01 5.9430e-01 5.9430e-01 5.9430e-01 5.9430e-01 5.9430e-01 ] 2.19086e-01 8.02439e-01 -2.42065e+00
[ 5.9401e-01 5.9401e-01 5.9401e-01 5.9401e-01 5.9401e-01 5.9401e-01 ] 2.18157e-01 8.02969e-01 -2.42027e+00
[ 5.9372e-01 5.9372e-01 5.9372e-01 5.9372e-01 5.9372e-01 5.9372e-01 ] 2.17219e-01 8.03505e-01 -2.41988e+00
[ 5.9343e-01 5.9343e-01 5.9343e-01 5.9343e-01 5.9343e-01 5.9343e-01 ] 2.16271e-01 8.04046e-01 -2.41948e+00
[ 5.9313e-01 5.9313e-01 5.9313e-01 5.9313e-01 5.9313e-01 5.9313e-01 ] 2.15313e-01 8.04592e-01 -2.41908e+00
[ 5.9284e-01 5.9284e-01 5.9284e-01 5.9284e-01 5.9284e-01 5.9284e-01 ] 2.14345e-01 8.05143e-01 -2.41867e+00
[ 5.9254e-01 5.9254e-01 5.9254e-01 5.9254e-01 5.9254e-01 5.9254e-01 ] 2.13368e-01 8.05700e-01 -2.41826e+00
[ 5.9223e-01 5.9223e-01 5.9223e-01 5.9223e-01 5.9223e-01 5.9223e-01 ] 2.12380e-01 8.06262e-01 -2.41785e+00
[ 5.9193e-01 5.9193e-01 5.9193e-01 5.9193e-01 5.9193e-01 5.9193e-01 ] 2.11382e-01 8.06829e-01 -2.41742e+00
[ 5.9162e-01 5.9162e-01 5.9162e-01 5.9162e-01 5.9162e-01 5.9162e-01 ] 2.10374e-01 8.07402e-01 -2.41700e+00
[ 5.9131e-01 5.9131e-01 5.9131e-01 5.9131e-01 5.9131e-01 5.9131e-01 ] 2.09355e-01 8.07980e-01 -2.41656e+00
[ 5.9100e-01 5.9100e-01 5.9100e-01 5.9100e-01 5.9100e-01 5.9100e-01 ] 2.08326e-01 8.08563e-01 -2.41613e+00
[ 5.9068e-01 5.9068e-01 5.9068e-01 5.9068e-01 5.9068e-01 5.9068e-01 ] 2.07287e-01 8.09152e-01 -2.41568e+00
[ 5.9036e-01 5.9036e-01 5.9036e-01 5.9036e-01 5.9036e-01 5.9036e-01 ] 2.06238e-01 8.09746e-01 -2.41524e+00
[ 5.9004e-01 5.9004e-01 5.9004e-01 5.9004e-01 5.9004e-01 5.9004e-01 ] 2.05178e-01 8.10346e-01 -2.41478e+00
[ 5.8972e-01 5.8972e-01 5.8972e-01 5.8972e-01 5.8972e-01 5.8972e-01 ] 2.04108e-01 8.10951e-01 -2.41432e+00
[ 5.8939e-01 5.8939e-01 5.8939e-01 5.8939e-01 5.8939e-01 5.8939e-01 ] 2.03028e-01 8.11561e-01 -2.41386e+00
[ 5.8907e-01 5.8907e-01 5.8907e-01 5.8907e-01 5.8907e-01 5.8907e-01 ] 2.01939e-01 8.12175e-01 -2.41339e+00
[ 5.8874e-01 5.8874e-01 5.8874e-01 5.8874e-01 5.8874e-01 5.8874e-01 ] 2.00840e-01 8.12795e-01 -2.41291e+00
[ 5.8840e-01 5.8840e-01 5.8840e-01 5.8840e-01 5.8840e-01 5.8840e-01 ] 1.99731e-01 8.13420e-01 -2.41243e+00
[ 5.8807e-01 5.8807e-01 5.8807e-01 5.8807e-01 5.8807e-01 5.8807e-01 ] 1.98615e-01 8.14048e-01 -2.41195e+00
[ 5.8773e-01 5.8773e-01 5.8773e-01 5.8773e-01 5.8773e-01 5.8773e-01 ] 1.97490e-01 8.14681e-01 -2.41145e+00
[ 5.8739e-01 5.8739e-01 5.8739e-01 5.8739e-01 5.8739e-01 5.8739e-01 ] 1.96358e-01 8.15317e-01 -2.41095e+00
[ 5.8705e-01 5.8705e-01 5.8705e-01 5.8705e-01 5.8705e-01 5.8705e-01 ] 1.95219e-01 8.15956e-01 -2.41045e+00
[ 5.8670e-01 5.8670e-01 5.8670e-01 5.8670e-01 5.8670e-01 5.8670e-01 ] 1.94076e-01 8.16598e-01 -2.40994e+00
[ 5.8636e-01 5.8636e-01 5.8636e-01 5.8636e-01 5.8636e-01 5.8636e-01 ] 1.92928e-01 8.17241e-01 -2.40942e+00
[ 5.8601e-01 5.8601e-01 5.8601e-01 5.8601e-01 5.8601e-01 5.8601e-01 ] 1.91779e-01 8.17884e-01 -2.40889e+00
[ 5.8566e-01 5.8566e-01 5.8566e-01 5.8566e-01 5.8566e-01 5.8566e-01 ] 1.90629e-01 8.18528e-01 -2.40836e+00
[ 5.8531e-01 5.8531e-01 5.8531e-01 5.8531e-01 5.8531e-01 5.8531e-01 ] 1.89481e-01 8.19169e-01 -2.40782e+00
[ 5.8496e-01 5.8496e-01 5.8496e-01 5.8496e-01 5.8496e-01 5.8496e-01 ] 1.88339e-01 8.19807e-01 -2.40727e+00
[ 5.8460e-01 5.8460e-01 5.8460e-01 5.8460e-01 5.8460e-01 5.8460e-01 ] 1.87205e-01 8.20440e-01 -2.40672e+00
[ 5.8425e-01 5.8425e-01 5.8425e-01 5.8425e-01 5.8425e-01 5.8425e-01 ] 1.86083e-01 8.21065e-01 -2.40616e+00
[ 5.8390e-01 5.8390e-01 5.8390e-01 5.8390e-01 5.8390e-01 5.8390e-01 ] 1.84977e-01 8.21681e-01 -2.40558e+00
[ 5.8354e-01 5.8354e-01 5.8354e-01 5.8354e-01 5.8354e-01 5.8354e-01 ] 1.83894e-01 8.22283e-01 -2.40500e+00
[ 5.8318e-01 5.8318e-01 5.8318e-01 5.8318e-01 5.8318e-01 5.8318e-01 ] 1.82839e-01 8.22870e-01 -2.40441e+00
[ 5.8283e-01 5.8283e-01 5.8283e-01 5.8283e-01 5.8283e-01 5.8283e-01 ] 1.81818e-01 8.23437e-01 -2.40380e+00
[ 5.8247e-01 5.8247e-01 5.8247e-01 5.8247e-01 5.8247e-01 5.8247e-01 ] 1.80840e-01 8.23980e-01 -2.40319e+00
[ 5.8212e-01 5.8212e-01 5.8212e-01 5.8212e-01 5.8212e-01 5.8212e-01 ] 1.79914e-01 8.24493e-01 -2.40255e+00
[ 5.8177e-01 5.8177e-01 5.8177e-01 5.8177e-01 5.8177e-01 5.8177e-01 ] 1.79051e-01 8.24972e-01 -2.40191e+00
[ 5.8142e-01 5.8142e-01 5.8142e-01 5.8142e-01 5.8142e-01 5.8142e-01 ] 1.78260e-01 8.25410e-01 -2.40124e+00
[ 5.8107e-01 5.8107e-01 5.8107e-01 5.8107e-01 5.8107e-01 5.8107e-01 ] 1.77557e-01 8.25799e-01 -2.40055e+00
[ 5.8072e-01 5.8072e-01 5.8072e-01 5.8072e-01 5.8072e-01 5.8072e-01 ] 1.76954e-01 8.26133e-01 -2.39984e+00
[ 5.8037e-01 5.8037e-01 5.8037e-01 5.8037e-01 5.8037e-01 5.8037e-01 ] 1.76468e-01 8.26401e-01 -2.39910e+00
[ 5.8003e-01 5.8003e-01 5.8003e-01 5.8003e-01 5.8003e-01 5.8003e-01 ] 1.76117e-01 8.26595e-01 -2.39833e+00
[ 5.7968e-01 5.7968e-01 5.7968e-01 5.7968e-01 5.7968e-01 5.7968e-01 ] 1.75920e-01 8.26704e-01 -2.39753e+00
[ 5.7934e-01 5.7934e-01 5.7934e-01 5.7934e-01 5.7934e-01 5.7934e-01 ] 1.75897e-01 8.26717e-01 -2.39668e+00
[ 5.7900e-01 5.7900e-01 5.7900e-01 5.7900e-01 5.7900e-01 5.7900e-01 ] 1.76073e-01 8.26619e-01 -2.39579e+00
[ 5.7867e-01 5.7867e-01 5.7867e-01 5.7867e-01 5.7867e-01 5.7867e-01 ] 1.76472e-01 8.26399e-01 -2.39484e+00
[ 5.7833e-01 5.7833e-01 5.7833e-01 5.7833e-01 5.7833e-01 5.7833e-01 ] 1.77120e-01 8.26041e-01 -2.39383e+00
[ 5.7799e-01 5.7799e-01 5.7799e-01 5.7799e-01 5.7799e-01 5.7799e-01 ] 1.78046e-01 8.25528e-01 -2.39274e+00
[ 5.7766e-01 5.7766e-01 5.7766e-01 5.7766e-01 5.7766e-01 5.7766e-01 ] 1.79280e-01 8.24845e-01 -2.39157e+00
[ 5.7732e-01 5.7732e-01 5.7732e-01 5.7732e-01 5.7732e-01 5.7732e-01 ] 1.80853e-01 8.23973e-01 -2.39030e+00
[ 5.7698e-01 5.7698e-01 5.7698e-01 5.7698e-01 5.7698e-01 5.7698e-01 ] 1.82798e-01 8.22892e-01 -2.38892e+00
[ 5.7664e-01 5.7664e-01 5.7664e-01 5.7664e-01 5.7664e-01 5.7664e-01 ] 1.85151e-01 8.21584e-01 -2.38740e+00
[ 5.7630e-01 5.7630e-01 5.7630e-01 5.7630e-01 5.7630e-01 5.7630e-01 ] 1.87946e-01 8.20026e-01 -2.38574e+00
[ 5.7595e-01 5.7595e-01 5.7595e-01 5.7595e-01 5.7595e-01 5.7595e-01 ] 1.91219e-01 8.18197e-01 -2.38391e+00
[ 5.7559e-01 5.7559e-01 5.7559e-01 5.7559e-01 5.7559e-01 5.7559e-01 ] 1.95009e-01 8.16074e-01 -2.38187e+00
[ 5.7523e-01 5.7523e-01 5.7523e-01 5.7523e-01 5.7523e-01 5.7523e-01 ] 1.99353e-01 8.13633e-01 -2.37962e+00
[ 5.7486e-01 5.7486e-01 5.7486e-01 5.7486e-01 5.7486e-01 5.7486e-01 ] 2.04288e-01 8.10849e-01 -2.37711e+00
[ 5.7447e-01 5.7447e-01 5.7447e-01 5.7447e-01 5.7447e-01 5.7447e-01 ] 2.09854e-01 8.07697e-01 -2.37431e+00
[ 5.7408e-01 5.7408e-01 5.7408e-01 5.7408e-01 5.7408e-01 5.7408e-01 ] 2.16086e-01 8.04151e-01 -2.37117e+00
[ 5.7367e-01 5.7367e-01 5.7367e-01 5.7367e-01 5.7367e-01 5.7367e-01 ] 2.23022e-01 8.00186e-01 -2.36767e+00
[ 5.7325e-01 5.7325e-01 5.7325e-01 5.7325e-01 5.7325e-01 5.7325e-01 ] 2.30698e-01 7.95773e-01 -2.36374e+00
[ 5.7281e-01 5.7281e-01 5.7281e-01 5.7281e-01 5.7281e-01 5.7281e-01 ] 2.39148e-01 7.90887e-01 -2.35933e+00
[ 5.7235e-01 5.7235e-01 5.7235e-01 5.7235e-01 5.7235e-01 5.7235e-01 ] 2.48404e-01 7.85500e-01 -2.35439e+00
[ 5.7187e-01 5.7187e-01 5.7187e-01 5.7187e-01 5.7187e-01 5.7187e-01 ] 2.58495e-01 7.79587e-01 -2.34885e+00
[ 5.7136e-01 5.7136e-01 5.7136e-01 5.7136e-01 5.7136e-01 5.7136e-01 ] 2.69446e-01 7.73122e-01 -2.34263e+00
[ 5.7082e-01 5.7082e-01 5.7082e-01 5.7082e-01 5.7082e-01 5.7082e-01 ] 2.81276e-01 7.66084e-01 -2.33566e+00
[ 5.7024e-01 5.7024e-01 5.7024e-01 5.7024e-01 5.7024e-01 5.7024e-01 ] 2.93996e-01 7.58453e-01 -2.32785e+00
[ 5.6960e-01 5.6960e-01 5.6960e-01 5.6960e-01 5.6960e-01 5.6960e-01 ] 3.07604e-01 7.50218e-01 -2.31911e+00
[ 5.6890e-01 5.6890e-01 5.6890e-01 5.6890e-01 5.6890e-01 5.6890e-01 ] 3.22080e-01 7.41378e-01 -2.30933e+00
[ 5.6808e-01 5.6808e-01 5.6808e-01 5.6808e-01 5.6808e-01 5.6808e-01 ] 3.37376e-01 7.31950e-01 -2.29840e+00
[ 5.6713e-01 5.6713e-01 5.6713e-01 5.6713e-01 5.6713e-01 5.6713e-01 ] 3.53397e-01 7.21979e-01 -2.28620e+00
[ 5.6595e-01 5.6595e-01 5.6595e-01 5.6595e-01 5.6595e-01 5.6595e-01 ] 3.69985e-01 7.11554e-01 -2.27260e+00
[ 5.6444e-01 5.6444e-01 5.6444e-01 5.6444e-01 5.6444e-01 5.6444e-01 ] 3.86868e-01 7.00840e-01 -2.25747e+00
[ 5.6242e-01 5.6242e-01 5.6242e-01 5.6242e-01 5.6242e-01 5.6242e-01 ] 4.03605e-01 6.90116e-01 -2.24064e+00
[ 5.5960e-01 5.5960e-01 5.5960e-01 5.5960e-01 5.5960e-01 5.5960e-01 ] 4.19480e-01 6.79852e-01 -2.22197e+00
[ 5.5554e-01 5.5554e-01 5.5554e-01 5.5554e-01 5.5554e-01 5.5554e-01 ] 4.33340e-01 6.70819e-01 -2.20129e+00
[ 5.4952e-01 5.4952e-01 5.4952e-01 5.4952e-01 5.4952e-01 5.4952e-01 ] 4.43359e-01 6.64247e-01 -2.17843e+00
[ 5.4049e-01 5.4049e-01 5.4049e-01 5.4049e-01 5.4049e-01 5.4049e-01 ] 4.46695e-01 6.62052e-01 -2.15323e+00
