[ 1.2201e+00 ] -1.00000e+00 1.00000e+00 -1.92522e+00
[ 1.1514e+00 ] -9.62792e-01 1.01575e+00 -1.92522e+00
[ 1.0635e+00 ] -9.10813e-01 1.03454e+00 -1.92946e+00
[ 1.0094e+00 ] -8.75094e-01 1.04535e+00 -1.93742e+00
[ 9.6027e-01 ] -8.39683e-01 1.05447e+00 -1.94880e+00
[ 9.1112e-01 ] -8.01073e-01 1.06264e+00 -1.96331e+00
[ 8.5825e-01 ] -7.55902e-01 1.06996e+00 -1.98066e+00
[ 7.9955e-01 ] -7.00830e-01 1.07575e+00 -2.00056e+00
[ 7.3486e-01 ] -6.32654e-01 1.07843e+00 -2.02264e+00
[ 6.6661e-01 ] -5.48698e-01 1.07534e+00 -2.04649e+00
[ 6.0018e-01 ] -4.47584e-01 1.06303e+00 -2.07161e+00
[ 5.4309e-01 ] -3.30299e-01 1.03810e+00 -2.09749e+00
[ 5.0285e-01 ] -2.01217e-01 9.98896e-01 -2.12355e+00
[ 4.8368e-01 ] -6.83508e-02 9.47191e-01 -2.14929e+00
[ 4.8442e-01 ] 5.79633e-02 8.88652e-01 -2.17423e+00
[ 4.9907e-01 ] 1.67939e-01 8.31100e-01 -2.19801e+00
[ 5.1994e-01 ] 2.55340e-01 7.81440e-01 -2.22040e+00
[ 5.4091e-01 ] 3.18759e-01 7.43414e-01 -2.24123e+00
[ 5.5868e-01 ] 3.60695e-01 7.17405e-01 -2.26047e+00
[ 5.7234e-01 ] 3.85566e-01 7.01670e-01 -2.27810e+00
[ 5.8224e-01 ] 3.97996e-01 6.93721e-01 -2.29420e+00
[ 5.8921e-01 ] 4.01907e-01 6.91209e-01 -2.30882e+00
[ 5.9404e-01 ] 4.00266e-01 6.92263e-01 -2.32207e+00
[ 5.9738e-01 ] 3.95174e-01 6.95531e-01 -2.33404e+00
[ 5.9971e-01 ] 3.88055e-01 7.00083e-01 -2.34483e+00
[ 6.0136e-01 ] 3.79852e-01 7.05305e-01 -2.35454e+00
[ 6.0253e-01 ] 3.71180e-01 7.10799e-01 -2.36327e+00
[ 6.0338e-01 ] 3.62432e-01 7.16314e-01 -2.37109e+00
[ 6.0400e-01 ] 3.53852e-01 7.21695e-01 -2.37809e+00
[ 6.0445e-01 ] 3.45593e-01 7.26848e-01 -2.38436e+00
[ 6.0479e-01 ] 3.37741e-01 7.31724e-01 -2.38996e+00
[ 6.0504e-01 ] 3.30343e-01 7.36297e-01 -2.39495e+00
[ 6.0522e-01 ] 3.23417e-01 7.40558e-01 -2.39939e+00
[ 6.0535e-01 ] 3.16966e-01 7.44511e-01 -2.40335e+00
[ 6.0544e-01 ] 3.10979e-01 7.48165e-01 -2.40686e+00
[ 6.0548e-01 ] 3.05438e-01 7.51534e-01 -2.40998e+00
[ 6.0551e-01 ] 3.00323e-01 7.54634e-01 -2.41274e+00
[ 6.0550e-01 ] 2.95608e-01 7.57481e-01 -2.41518e+00
[ 6.0547e-01 ] 2.91269e-01 7.60095e-01 -2.41733e+00
[ 6.0543e-01 ] 2.87278e-01 7.62491e-01 -2.41923e+00
[ 6.0537e-01 ] 2.83611e-01 7.64688e-01 -2.42090e+00
[ 6.0530e-01 ] 2.80242e-01 7.66701e-01 -2.42236e+00
[ 6.0522e-01 ] 2.77148e-01 7.68546e-01 -2.42364e+00
[ 6.0512e-01 ] 2.74305e-01 7.70239e-01 -2.42476e+00
[ 6.0502e-01 ] 2.71691e-01 7.71791e-01 -2.42572e+00
[ 6.0490e-01 ] 2.69286e-01 7.73218e-01 -2.42656e+00
[ 6.0478e-01 ] 2.67070e-01 7.74529e-01 -2.42728e+00
[ 6.0466e-01 ] 2.65026e-01 7.75738e-01 -2.42790e+00
[ 6.0452e-01 ] 2.63137e-01 7.76853e-01 -2.42842e+00
[ 6.0439e-01 ] 2.61387e-01 7.77885e-01 -2.42886e+00
[ 6.0424e-01 ] 2.59763e-01 7.78841e-01 -2.42922e+00
[ 6.0409e-01 ] 2.58251e-01 7.79731e-01 -2.42952e+00
[ 6.0394e-01 ] 2.56839e-01 7.80560e-01 -2.42975e+00
[ 6.0379e-01 ] 2.55517e-01 7.81337e-01 -2.42994e+00
[ 6.0362e-01 ] 2.54274e-01 7.82066e-01 -2.43008e+00
[ 6.0346e-01 ] 2.53102e-01 7.82753e-01 -2.43017e+00
[ 6.0329e-01 ] 2.51992e-01 7.83403e-01 -2.43022e+00
[ 6.0312e-01 ] 2.50937e-01 7.84020e-01 -2.43025e+00
[ 6.0295e-01 ] 2.49930e-01 7.84609e-01 -2.43024e+00
[ 6.0277e-01 ] 2.48964e-01 7.85173e-01 -2.43020e+00
[ 6.0259e-01 ] 2.48036e-01 7.85716e-01 -2.43014e+00
[ 6.0240e-01 ] 2.47138e-01 7.86239e-01 -2.43005e+00
[ 6.0222e-01 ] 2.46268e-01 7.86747e-01 -2.42994e+00
[ 6.0203e-01 ] 2.45421e-01 7.87240e-01 -2.42982e+00
[ 6.0183e-01 ] 2.44594e-01 7.87722e-01 -2.42968e+00
[ 6.0164e-01 ] 2.43783e-01 7.88194e-01 -2.42952e+00
[ 6.0144e-01 ] 2.42986e-01 7.88658e-01 -2.42935e+00
[ 6.0124e-01 ] 2.42200e-01 7.89115e-01 -2.42916e+00
[ 6.0103e-01 ] 2.41422e-01 7.89567e-01 -2.42897e+00
[ 6.0082e-01 ] 2.40652e-01 7.90014e-01 -2.42876e+00
[ 6.0061e-01 ] 2.39886e-01 7.90459e-01 -2.42854e+00
[ 6.0040e-01 ] 2.39124e-01 7.90901e-01 -2.42832e+00
[ 6.0019e-01 ] 2.38364e-01 7.91342e-01 -2.42808e+00
[ 5.9997e-01 ] 2.37605e-01 7.91782e-01 -2.42784e+00
[ 5.9975e-01 ] 2.36845e-01 7.92222e-01 -2.42759e+00
[ 5.9952e-01 ] 2.36084e-01 7.92662e-01 -2.42733e+00
[ 5.9929e-01 ] 2.35321e-01 7.93104e-01 -2.42706e+00
[ 5.9907e-01 ] 2.34555e-01 7.93547e-01 -2.42679e+00
[ 5.9883e-01 ] 2.33785e-01 7.93992e-01 -2.42651e+00
[ 5.9860e-01 ] 2.33010e-01 7.94439e-01 -2.42622e+00
[ 5.9836e-01 ] 2.32231e-01 7.94889e-01 -2.42593e+00
[ 5.9812e-01 ] 2.31446e-01 7.95342e-01 -2.42563e+00
[ 5.9788e-01 ] 2.30656e-01 7.95798e-01 -2.42533e+00
[ 5.9763e-01 ] 2.29859e-01 7.96257e-01 -2.42502e+00
[ 5.9739e-01 ] 2.29055e-01 7.96720e-01 -2.42471e+00
[ 5.9714e-01 ] 2.28245e-01 7.97187e-01 -2.42439e+00
[ 5.9688e-01 ] 2.27427e-01 7.97657e-01 -2.42406e+00
[ 5.9663e-01 ] 2.26602e-01 7.98131e-01 -2.42373e+00
[ 5.9637e-01 ] 2.25769e-01 7.98610e-01 -2.42340e+00
[ 5.9611e-01 ] 2.24928e-01 7.99093e-01 -2.42306e+00
[ 5.9585e-01 ] 2.24078e-01 7.99580e-01 -2.42271e+00
[ 5.9558e-01 ] 2.23221e-01 8.00072e-01 -2.42236e+00
[ 5.9531e-01 ] 2.22355e-01 8.00568e-01 -2.42201e+00
[ 5.9504e-01 ] 2.21480e-01 8.01069e-01 -2.42165e+00
[ 5.9477e-01 ] 2.20596e-01 8.01575e-01 -2.42129e+00
[ 5.9449e-01 ] 2.19704e-01 8.02086e-01 -2.42092e+00
[ 5.9421e-01 ] 2.18802e-01 8.02601e-01 -2.42054e+00
[ 5.9393e-01 ] 2.17891e-01 8.03121e-01 -2.42017e+00
[ 5.9365e-01 ] 2.16971e-01 8.03647e-01 -2.41978e+00
[ 5.9336e-01 ] 2.16041e-01 8.04177e-01 -2.41939e+00
[ 5.9307e-01 ] 2.15101e-01 8.04713e-01 -2.41900e+00
[ 5.9278e-01 ] 2.14152e-01 8.05254e-01 -2.41860e+00
[ 5.9249e-01 ] 2.13192e-01 8.05800e-01 -2.41820e+00
[ 5.9219e-01 ] 2.12223e-01 8.06351e-01 -2.41779e+00
[ 5.9189e-01 ] 2.11244e-01 8.06907e-01 -2.41738e+00
[ 5.9159e-01 ] 2.10255e-01 8.07469e-01 -2.41696e+00
[ 5.9129e-01 ] 2.09256e-01 8.08036e-01 -2.41654e+00
[ 5.9098e-01 ] 2.08246e-01 8.08609e-01 -2.41611e+00
[ 5.9067e-01 ] 2.07226e-01 8.09187e-01 -2.41567e+00
[ 5.9036e-01 ] 2.06196e-01 8.09770e-01 -2.41523e+00
[ 5.9004e-01 ] 2.05156e-01 8.10359e-01 -2.41479e+00
[ 5.8973e-01 ] 2.04105e-01 8.10952e-01 -2.41434e+00
[ 5.8941e-01 ] 2.03045e-01 8.11551e-01 -2.41388e+00
[ 5.8908e-01 ] 2.01974e-01 8.12155e-01 -2.41342e+00
[ 5.8876e-01 ] 2.00894e-01 8.12765e-01 -2.41296e+00
[ 5.8843e-01 ] 1.99805e-01 8.13378e-01 -2.41248e+00
[ 5.8810e-01 ] 1.98706e-01 8.13997e-01 -2.41201e+00
[ 5.8777e-01 ] 1.97599e-01 8.14620e-01 -2.41152e+00
[ 5.8744e-01 ] 1.96484e-01 8.15246e-01 -2.41103e+00
[ 5.8710e-01 ] 1.95361e-01 8.15877e-01 -2.41054e+00
[ 5.8676e-01 ] 1.94233e-01 8.16510e-01 -2.41004e+00
[ 5.8642e-01 ] 1.93099e-01 8.17145e-01 -2.40953e+00
[ 5.8608e-01 ] 1.91961e-01 8.17782e-01 -2.40902e+00
[ 5.8574e-01 ] 1.90821e-01 8.18420e-01 -2.40850e+00
[ 5.8539e-01 ] 1.89682e-01 8.19057e-01 -2.40797e+00
[ 5.8505e-01 ] 1.88544e-01 8.19692e-01 -2.40743e+00
[ 5.8470e-01 ] 1.87411e-01 8.20324e-01 -2.40689e+00
[ 5.8435e-01 ] 1.86287e-01 8.20951e-01 -2.40634e+00
[ 5.8400e-01 ] 1.85175e-01 8.21571e-01 -2.40579e+00
[ 5.8365e-01 ] 1.84080e-01 8.22180e-01 -2.40522e+00
