[ 1.2005e+00 1.2005e+00 1.2005e+00 ] [ -1.0000e+00 ] -1.00000e+00 1.00000e+00 -1.40100e+00
[ 1.1914e+00 1.1914e+00 1.1914e+00 ] [ -1.0023e+00 ] -9.95433e-01 1.00227e+00 -1.40100e+00
[ 1.1847e+00 1.1847e+00 1.1847e+00 ] [ -1.0042e+00 ] -9.91541e-01 1.00418e+00 -1.40311e+00
[ 1.1802e+00 1.1802e+00 1.1802e+00 ] [ -1.0058e+00 ] -9.88278e-01 1.00576e+00 -1.40690e+00
[ 1.1773e+00 1.1773e+00 1.1773e+00 ] [ -1.0071e+00 ] -9.85467e-01 1.00711e+00 -1.41201e+00
[ 1.1755e+00 1.1755e+00 1.1755e+00 ] [ -1.0083e+00 ] -9.83016e-01 1.00828e+00 -1.41812e+00
[ 1.1748e+00 1.1748e+00 1.1748e+00 ] [ -1.0093e+00 ] -9.80864e-01 1.00930e+00 -1.42500e+00
[ 1.1748e+00 1.1748e+00 1.1748e+00 ] [ -1.0102e+00 ] -9.78966e-01 1.01019e+00 -1.43240e+00
[ 1.1754e+00 1.1754e+00 1.1754e+00 ] [ -1.0110e+00 ] -9.77290e-01 1.01097e+00 -1.44014e+00
[ 1.1765e+00 1.1765e+00 1.1765e+00 ] [ -1.0117e+00 ] -9.75813e-01 1.01166e+00 -1.44806e+00
[ 1.1780e+00 1.1780e+00 1.1780e+00 ] [ -1.0123e+00 ] -9.74516e-01 1.01226e+00 -1.45602e+00
[ 1.1798e+00 1.1798e+00 1.1798e+00 ] [ -1.0128e+00 ] -9.73386e-01 1.01278e+00 -1.46389e+00
[ 1.1817e+00 1.1817e+00 1.1817e+00 ] [ -1.0132e+00 ] -9.72409e-01 1.01323e+00 -1.47158e+00
[ 1.1838e+00 1.1838e+00 1.1838e+00 ] [ -1.0136e+00 ] -9.71575e-01 1.01361e+00 -1.47899e+00
[ 1.1860e+00 1.1860e+00 1.1860e+00 ] [ -1.0139e+00 ] -9.70872e-01 1.01393e+00 -1.48607e+00
[ 1.1883e+00 1.1883e+00 1.1883e+00 ] [ -1.0142e+00 ] -9.70291e-01 1.01420e+00 -1.49274e+00
[ 1.1905e+00 1.1905e+00 1.1905e+00 ] [ -1.0144e+00 ] -9.69821e-01 1.01441e+00 -1.49898e+00
[ 1.1927e+00 1.1927e+00 1.1927e+00 ] [ -1.0146e+00 ] -9.69453e-01 1.01458e+00 -1.50475e+00
[ 1.1948e+00 1.1948e+00 1.1948e+00 ] [ -1.0147e+00 ] -9.69175e-01 1.01471e+00 -1.51002e+00
