 0.000e+00       -nan       -nan [       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 9.9284e-01
 1.133e-01       -nan       -nan [       -nan 5.4439e-88 3.3958e-168 -7.8457e-116 1.1419e-112 ] 4.7780e-01
 2.267e-01       -nan       -nan [       -nan -1.1867e-84 -7.4024e-165 -4.0683e-114 1.6789e-112 ] 0.0000e+00
 3.400e-01       -nan       -nan [       -nan -5.2575e-85 -1.5866e-165 -3.5402e-111 1.4538e-109 ] 0.0000e+00
 4.533e-01       -nan       -nan [       -nan 1.8115e-84 9.5689e-165 -4.1114e-108 2.0776e-106 ] 1.1061e-193
 5.667e-01       -nan       -nan [       -nan -9.1294e-86 -6.1546e-166 -1.5111e-106 7.6076e-105 ] 8.9007e-203
 6.800e-01       -nan       -nan [       -nan -5.3900e-86 1.6245e-166 -5.8129e-105 2.9023e-103 ] 1.4090e-207
 7.933e-01       -nan       -nan [       -nan 6.9471e-87 1.9488e-163 -2.5592e-103 1.1052e-101 ] 0.0000e+00
 9.067e-01       -nan       -nan [       -nan 1.9989e-84 8.0772e-159 1.9857e-101 7.3282e-99 ] 1.0215e+00
 1.020e+00       -nan       -nan [       -nan 9.5891e-84 3.9580e-158 9.8415e-101 2.3765e-98 ] 1.0229e+00
 1.133e+00       -nan       -nan [       -nan 3.0500e-83 1.2588e-157 2.8124e-100 5.3658e-98 ] 1.0265e+00
 1.247e+00       -nan       -nan [       -nan 8.4110e-83 3.4725e-157 6.9604e-100 1.0740e-97 ] 1.0283e+00
 1.360e+00       -nan       -nan [       -nan 2.1743e-82 8.9798e-157 1.5830e-99 2.0407e-97 ] 1.0294e+00
 1.473e+00       -nan       -nan [       -nan 5.4174e-82 2.2381e-156 3.4050e-99 3.7753e-97 ] 1.0301e+00
 1.587e+00       -nan       -nan [       -nan 1.3162e-81 5.4397e-156 7.0439e-99 6.8740e-97 ] 1.0306e+00
 1.700e+00       -nan       -nan [       -nan 3.1356e-81 1.2965e-155 1.4151e-98 1.2383e-96 ] 1.0310e+00
 1.813e+00       -nan       -nan [       -nan 7.3475e-81 3.0394e-155 2.7777e-98 2.2130e-96 ] 1.0313e+00
 1.927e+00       -nan       -nan [       -nan 1.6966e-80 7.0212e-155 5.3505e-98 3.9299e-96 ] 1.0315e+00
 2.040e+00       -nan       -nan [       -nan 3.8649e-80 1.6002e-154 1.0148e-97 6.9413e-96 ] 1.0317e+00
 2.153e+00       -nan       -nan [       -nan 8.6938e-80 3.6013e-154 1.9001e-97 1.2202e-95 ] 1.0318e+00
 2.267e+00       -nan       -nan [       -nan 1.9324e-79 8.0085e-154 3.5199e-97 2.1359e-95 ] 1.0318e+00
 2.380e+00       -nan       -nan [       -nan 4.2463e-79 1.7607e-153 6.4613e-97 3.7240e-95 ] 1.0317e+00
 2.493e+00       -nan       -nan [       -nan 9.2296e-79 3.8289e-153 1.1768e-96 6.4690e-95 ] 1.0316e+00
 2.607e+00       -nan       -nan [       -nan 1.9850e-78 8.2390e-153 2.1287e-96 1.1199e-94 ] 1.0313e+00
 2.720e+00       -nan       -nan [       -nan 4.2257e-78 1.7548e-152 3.8270e-96 1.9322e-94 ] 1.0309e+00
 2.833e+00       -nan       -nan [       -nan 8.9072e-78 3.7009e-152 6.8423e-96 3.3236e-94 ] 1.0304e+00
 2.947e+00       -nan       -nan [       -nan 1.8595e-77 7.7302e-152 1.2171e-95 5.7002e-94 ] 1.0298e+00
 3.060e+00       -nan       -nan [       -nan 3.8457e-77 1.5996e-151 2.1548e-95 9.7485e-94 ] 1.0291e+00
 3.173e+00       -nan       -nan [       -nan 7.8810e-77 3.2798e-151 3.7979e-95 1.6627e-93 ] 1.0282e+00
 3.287e+00       -nan       -nan [       -nan 1.6007e-76 6.6651e-151 6.6662e-95 2.8287e-93 ] 1.0271e+00
 3.400e+00       -nan       -nan [       -nan 3.2227e-76 1.3427e-150 1.1654e-94 4.8005e-93 ] 1.0258e+00
 3.513e+00       -nan       -nan [       -nan 6.4330e-76 2.6816e-150 2.0299e-94 8.1275e-93 ] 1.0244e+00
 3.627e+00       -nan       -nan [       -nan 1.2734e-75 5.3111e-150 3.5227e-94 1.3729e-92 ] 1.0227e+00
 3.740e+00       -nan       -nan [       -nan 2.4998e-75 1.0432e-149 6.0925e-94 2.3142e-92 ] 1.0208e+00
 3.853e+00       -nan       -nan [       -nan 4.8677e-75 2.0326e-149 1.0502e-93 3.8927e-92 ] 1.0186e+00
 3.967e+00       -nan       -nan [       -nan 9.4031e-75 3.9288e-149 1.8045e-93 6.5348e-92 ] 1.0161e+00
 4.080e+00       -nan       -nan [       -nan 1.8022e-74 7.5346e-149 3.0911e-93 1.0949e-91 ] 1.0133e+00
