 0.000e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 1.1581e+00
 1.133e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 6.9498e-01
 2.267e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 3.400e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 4.533e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 5.667e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 0.0000e+00
 6.800e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.0474e-01
 7.933e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.1907e-01
 9.067e-01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.2975e-01
 1.020e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.3803e-01
 1.133e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.4463e-01
 1.247e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.5002e-01
 1.360e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.5451e-01
 1.473e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.5832e-01
 1.587e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.6159e-01
 1.700e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.6442e-01
 1.813e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.6691e-01
 1.927e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.6912e-01
 2.040e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7109e-01
 2.153e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7285e-01
 2.267e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7445e-01
 2.380e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7590e-01
 2.493e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7722e-01
 2.607e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7844e-01
 2.720e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.7955e-01
 2.833e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8059e-01
 2.947e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8155e-01
 3.060e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8244e-01
 3.173e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8327e-01
 3.287e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8404e-01
 3.400e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8477e-01
 3.513e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8546e-01
 3.627e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8610e-01
 3.740e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8671e-01
 3.853e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8728e-01
 3.967e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8782e-01
 4.080e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8833e-01
 4.193e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8882e-01
 4.307e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8928e-01
 4.420e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.8972e-01
 4.533e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9013e-01
 4.647e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9053e-01
 4.760e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9091e-01
 4.873e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9127e-01
 4.987e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9161e-01
 5.100e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9194e-01
 5.213e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9226e-01
 5.327e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9256e-01
 5.440e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9284e-01
 5.553e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9312e-01
 5.667e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9338e-01
 5.780e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9363e-01
 5.893e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9388e-01
 6.007e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9411e-01
 6.120e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9433e-01
 6.233e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9454e-01
 6.347e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9475e-01
 6.460e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9495e-01
 6.573e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9513e-01
 6.687e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9532e-01
 6.800e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9549e-01
 6.913e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9566e-01
 7.027e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9582e-01
 7.140e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9597e-01
 7.253e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9612e-01
 7.367e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9626e-01
 7.480e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9640e-01
 7.593e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9653e-01
 7.707e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9666e-01
 7.820e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9678e-01
 7.933e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9690e-01
 8.047e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9701e-01
 8.160e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9712e-01
 8.273e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9722e-01
 8.387e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9732e-01
 8.500e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9742e-01
 8.613e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9751e-01
 8.727e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9760e-01
 8.840e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9769e-01
 8.953e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9777e-01
 9.067e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9785e-01
 9.180e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9793e-01
 9.293e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9800e-01
 9.407e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9807e-01
 9.520e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9814e-01
 9.633e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9821e-01
 9.747e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9827e-01
 9.860e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9833e-01
 9.973e+00       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9839e-01
 1.009e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9844e-01
 1.020e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9850e-01
 1.031e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9855e-01
 1.043e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9860e-01
 1.054e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9865e-01
 1.065e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9869e-01
 1.077e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9874e-01
 1.088e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9878e-01
 1.099e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9882e-01
 1.111e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9886e-01
 1.122e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9890e-01
 1.133e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9893e-01
 1.145e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9897e-01
 1.156e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9900e-01
 1.167e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9903e-01
 1.179e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9906e-01
 1.190e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9909e-01
 1.201e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9912e-01
 1.213e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9914e-01
 1.224e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9917e-01
 1.235e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9919e-01
 1.247e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9921e-01
 1.258e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9924e-01
 1.269e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9926e-01
 1.281e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9928e-01
 1.292e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9930e-01
 1.303e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9931e-01
 1.315e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9933e-01
 1.326e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9935e-01
 1.337e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9936e-01
 1.349e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9938e-01
 1.360e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9939e-01
 1.371e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9940e-01
 1.383e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9941e-01
 1.394e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9942e-01
 1.405e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9943e-01
 1.417e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9944e-01
 1.428e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9945e-01
 1.439e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9946e-01
 1.451e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9946e-01
 1.462e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9947e-01
 1.473e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9948e-01
 1.485e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9948e-01
 1.496e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9948e-01
 1.507e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9949e-01
 1.519e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9949e-01
 1.530e+01       -nan [       -nan       -nan       -nan       -nan       -nan ] 9.9949e-01
