0.00000e+00 0.0000e+00 9.1187e-04 0.0000e+00
6.40000e-03 -3.2846e-05 9.1190e-04 0.0000e+00
1.28000e-02 -6.6025e-05 9.1193e-04 0.0000e+00
1.92000e-02 -9.9538e-05 9.1196e-04 0.0000e+00
2.55000e-02 -1.3285e-04 9.1199e-04 0.0000e+00
3.19000e-02 -1.6703e-04 9.1202e-04 0.0000e+00
3.83000e-02 -2.0154e-04 9.1205e-04 0.0000e+00
4.47000e-02 -2.3638e-04 9.1209e-04 0.0000e+00
5.11000e-02 -2.7156e-04 9.1212e-04 0.0000e+00
5.74000e-02 -3.0651e-04 9.1215e-04 0.0000e+00
6.38000e-02 -3.4236e-04 9.1218e-04 0.0000e+00
7.02000e-02 -3.7853e-04 9.1222e-04 0.0000e+00
7.66000e-02 -4.1504e-04 9.1225e-04 0.0000e+00
8.30000e-02 -4.5188e-04 9.1228e-04 0.0000e+00
8.93000e-02 -4.8847e-04 9.1232e-04 0.0000e+00
9.57000e-02 -5.2598e-04 9.1235e-04 0.0000e+00
1.02100e-01 -5.6382e-04 9.1239e-04 0.0000e+00
1.08500e-01 -6.0199e-04 9.1242e-04 0.0000e+00
1.14900e-01 -6.4050e-04 9.1246e-04 0.0000e+00
1.21200e-01 -6.7873e-04 9.1249e-04 0.0000e+00
1.27600e-01 -7.1790e-04 9.1253e-04 0.0000e+00
1.34000e-01 -7.5740e-04 9.1256e-04 0.0000e+00
1.40400e-01 -7.9724e-04 9.1260e-04 0.0000e+00
1.46800e-01 -8.3741e-04 9.1264e-04 0.0000e+00
1.53100e-01 -8.7729e-04 9.1267e-04 0.0000e+00
1.59500e-01 -9.1812e-04 9.1271e-04 0.0000e+00
1.65900e-01 -9.5929e-04 9.1275e-04 0.0000e+00
1.72300e-01 -1.0008e-03 9.1278e-04 0.0000e+00
1.78700e-01 -1.0426e-03 9.1282e-04 0.0000e+00
1.85100e-01 -1.0848e-03 9.1286e-04 0.0000e+00
1.91400e-01 -1.1266e-03 9.1290e-04 0.0000e+00
1.97800e-01 -1.1695e-03 9.1294e-04 0.0000e+00
2.04200e-01 -1.2126e-03 9.1298e-04 0.0000e+00
2.10600e-01 -1.2562e-03 9.1302e-04 0.0000e+00
2.17000e-01 -1.3000e-03 9.1306e-04 0.0000e+00
2.23300e-01 -1.3435e-03 9.1310e-04 0.0000e+00
2.29700e-01 -1.3880e-03 9.1314e-04 0.0000e+00
2.36100e-01 -1.4328e-03 9.1318e-04 0.0000e+00
2.42500e-01 -1.4780e-03 9.1322e-04 0.0000e+00
2.48900e-01 -1.5235e-03 9.1326e-04 0.0000e+00
2.55200e-01 -1.5686e-03 9.1330e-04 0.0000e+00
2.61600e-01 -1.6148e-03 9.1334e-04 0.0000e+00
2.68000e-01 -1.6613e-03 9.1339e-04 0.0000e+00
2.74400e-01 -1.7081e-03 9.1343e-04 0.0000e+00
2.80800e-01 -1.7553e-03 9.1347e-04 0.0000e+00
2.87100e-01 -1.8020e-03 9.1352e-04 0.0000e+00
2.93500e-01 -1.8499e-03 9.1356e-04 0.0000e+00
2.99900e-01 -1.8980e-03 9.1360e-04 0.0000e+00
3.06300e-01 -1.9466e-03 9.1365e-04 0.0000e+00
3.12700e-01 -1.9954e-03 9.1369e-04 0.0000e+00
3.19000e-01 -2.0438e-03 9.1374e-04 0.0000e+00
3.25400e-01 -2.0933e-03 9.1378e-04 0.0000e+00
3.31800e-01 -2.1431e-03 9.1383e-04 0.0000e+00
3.38200e-01 -2.1933e-03 9.1387e-04 0.0000e+00
3.44600e-01 -2.2438e-03 9.1392e-04 0.0000e+00
3.50900e-01 -2.2939e-03 9.1397e-04 0.0000e+00
3.57300e-01 -2.3450e-03 9.1401e-04 0.0000e+00
3.63700e-01 -2.3965e-03 9.1406e-04 0.0000e+00
3.70100e-01 -2.4484e-03 9.1411e-04 0.0000e+00
3.76500e-01 -2.5005e-03 9.1415e-04 0.0000e+00
3.82800e-01 -2.5522e-03 9.1420e-04 0.0000e+00
3.89200e-01 -2.6051e-03 9.1425e-04 0.0000e+00
3.95600e-01 -2.6582e-03 9.1430e-04 0.0000e+00
4.02000e-01 -2.7117e-03 9.1435e-04 0.0000e+00
4.08400e-01 -2.7656e-03 9.1440e-04 0.0000e+00
4.14700e-01 -2.8189e-03 9.1445e-04 0.0000e+00
4.21100e-01 -2.8734e-03 9.1450e-04 0.0000e+00
4.27500e-01 -2.9283e-03 9.1455e-04 0.0000e+00
4.33900e-01 -2.9834e-03 9.1460e-04 0.0000e+00
4.40300e-01 -3.0390e-03 9.1465e-04 0.0000e+00
4.46600e-01 -3.0939e-03 9.1470e-04 0.0000e+00
4.53000e-01 -3.1501e-03 9.1475e-04 0.0000e+00
4.59400e-01 -3.2066e-03 9.1480e-04 0.0000e+00
4.65800e-01 -3.2635e-03 9.1485e-04 0.0000e+00
4.72200e-01 -3.3206e-03 9.1490e-04 0.0000e+00
4.78500e-01 -3.3772e-03 9.1496e-04 0.0000e+00
4.84900e-01 -3.4351e-03 9.1501e-04 0.0000e+00
4.91300e-01 -3.4933e-03 9.1506e-04 0.0000e+00
4.97700e-01 -3.5518e-03 9.1512e-04 0.0000e+00
5.04100e-01 -3.6106e-03 9.1517e-04 0.0000e+00
5.10400e-01 -3.6689e-03 9.1522e-04 0.0000e+00
5.16800e-01 -3.7284e-03 9.1528e-04 0.0000e+00
5.23200e-01 -3.7883e-03 9.1533e-04 0.0000e+00
5.29600e-01 -3.8484e-03 9.1539e-04 0.0000e+00
