 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.000e-01 6.8394e-01 6.8394e-01 [ 5.7858e-01 1.0536e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.1606e-01
 2.000e-01 9.7586e-01 9.7586e-01 [ 7.5772e-01 2.1814e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.4136e-02
 3.000e-01 9.9077e-01 9.9077e-01 [ 7.3574e-01 2.5504e-01 ] 0.0000e+00 [ 0.0000e+00 ] 9.2285e-03
 4.000e-01 9.8701e-01 9.8701e-01 [ 7.0460e-01 2.8241e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.2992e-02
 5.000e-01 9.7898e-01 9.7898e-01 [ 6.6232e-01 3.1666e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1019e-02
 6.000e-01 9.6462e-01 9.6462e-01 [ 6.0398e-01 3.6064e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.5380e-02
 7.000e-01 9.3799e-01 9.3799e-01 [ 5.2865e-01 4.0934e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.2012e-02
 8.000e-01 8.8698e-01 8.8698e-01 [ 4.3721e-01 4.4977e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.1302e-01
 9.000e-01 7.9816e-01 7.9816e-01 [ 3.3459e-01 4.6356e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.0184e-01
 1.000e+00 6.7386e-01 6.7386e-01 [ 2.3389e-01 4.3997e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.2614e-01
 1.100e+00 5.3673e-01 5.3673e-01 [ 1.5033e-01 3.8640e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.6327e-01
 1.200e+00 4.1122e-01 4.1122e-01 [ 9.0702e-02 3.2052e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.8878e-01
 1.300e+00 3.0938e-01 3.0938e-01 [ 5.2489e-02 2.5689e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.9062e-01
 1.400e+00 2.3190e-01 2.3190e-01 [ 2.9516e-02 2.0238e-01 ] 0.0000e+00 [ 0.0000e+00 ] 7.6810e-01
 1.500e+00 1.7445e-01 1.7445e-01 [ 1.6163e-02 1.5829e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.2555e-01
 1.600e+00 1.3198e-01 1.3198e-01 [ 8.5616e-03 1.2342e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.6802e-01
 1.700e+00 1.0025e-01 1.0025e-01 [ 4.3332e-03 9.5912e-02 ] 0.0000e+00 [ 0.0000e+00 ] 8.9975e-01
 1.800e+00 7.6058e-02 7.6058e-02 [ 2.0624e-03 7.3995e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.2394e-01
 1.900e+00 5.7081e-02 5.7081e-02 [ 9.0577e-04 5.6175e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.4292e-01
 2.000e+00 4.1562e-02 4.1562e-02 [ 3.5831e-04 4.1203e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5844e-01
 2.100e+00 2.8142e-02 2.8142e-02 [ 1.2316e-04 2.8019e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.7186e-01
 2.200e+00 1.5939e-02 1.5939e-02 [ 3.4208e-05 1.5905e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.8406e-01
 2.300e+00 5.3643e-03 5.3643e-03 [ 5.9054e-06 5.3584e-03 ] 0.0000e+00 [ 0.0000e+00 ] 9.9464e-01
 2.400e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
