 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.000e-01 6.9169e-01 6.9169e-01 [ 5.8566e-01 1.0603e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.0831e-01
 2.000e-01 9.7846e-01 9.7846e-01 [ 7.6155e-01 2.1691e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.1534e-02
 3.000e-01 9.9162e-01 9.9162e-01 [ 7.3870e-01 2.5292e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.3838e-03
 4.000e-01 9.8813e-01 9.8813e-01 [ 7.0819e-01 2.7994e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.1869e-02
 5.000e-01 9.8085e-01 9.8085e-01 [ 6.6683e-01 3.1402e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.9150e-02
 6.000e-01 9.6796e-01 9.6796e-01 [ 6.0957e-01 3.5838e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.2040e-02
 7.000e-01 9.4439e-01 9.4439e-01 [ 5.3537e-01 4.0901e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.5611e-02
 8.000e-01 8.9933e-01 8.9933e-01 [ 4.4491e-01 4.5442e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.0067e-01
 9.000e-01 8.1892e-01 8.1892e-01 [ 3.4210e-01 4.7682e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.8108e-01
 1.000e+00 7.0196e-01 7.0196e-01 [ 2.3880e-01 4.6316e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.9804e-01
 1.100e+00 5.6845e-01 5.6845e-01 [ 1.5089e-01 4.1756e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.3155e-01
 1.200e+00 4.4359e-01 4.4359e-01 [ 8.7173e-02 3.5641e-01 ] 0.0000e+00 [ 0.0000e+00 ] 5.5641e-01
 1.300e+00 3.4102e-01 3.4102e-01 [ 4.6510e-02 2.9451e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.5898e-01
 1.400e+00 2.6145e-01 2.6145e-01 [ 2.2912e-02 2.3854e-01 ] 0.0000e+00 [ 0.0000e+00 ] 7.3855e-01
 1.500e+00 1.9829e-01 1.9829e-01 [ 1.0263e-02 1.8802e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.0171e-01
 1.600e+00 1.4221e-01 1.4221e-01 [ 4.0332e-03 1.3817e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.5779e-01
 1.700e+00 8.5257e-02 8.5257e-02 [ 1.2820e-03 8.3975e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.1474e-01
 1.800e+00 2.9498e-02 2.9498e-02 [ 2.4778e-04 2.9250e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.7050e-01
 1.900e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
