 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.000e-01 5.3864e-01 5.3864e-01 [ 5.0139e-01 3.7251e-02 ] 4.6136e-01
 2.000e-01 8.7973e-01 8.7973e-01 [ 7.5609e-01 1.2364e-01 ] 1.2027e-01
 3.000e-01 9.6315e-01 9.6315e-01 [ 7.4804e-01 2.1511e-01 ] 3.6852e-02
 4.000e-01 9.7343e-01 9.7343e-01 [ 6.6335e-01 3.1008e-01 ] 2.6571e-02
 5.000e-01 9.7418e-01 9.7418e-01 [ 5.6499e-01 4.0919e-01 ] 2.5816e-02
 6.000e-01 9.7205e-01 9.7205e-01 [ 4.6531e-01 5.0675e-01 ] 2.7944e-02
 7.000e-01 9.6584e-01 9.6584e-01 [ 3.6983e-01 5.9601e-01 ] 3.4156e-02
 8.000e-01 9.4769e-01 9.4769e-01 [ 2.8225e-01 6.6544e-01 ] 5.2308e-02
 9.000e-01 8.8508e-01 8.8508e-01 [ 2.0183e-01 6.8325e-01 ] 1.1492e-01
 1.000e+00 7.2185e-01 7.2185e-01 [ 1.2592e-01 5.9593e-01 ] 2.7815e-01
 1.100e+00 4.8578e-01 4.8578e-01 [ 6.4740e-02 4.2104e-01 ] 5.1422e-01
 1.200e+00 2.7769e-01 2.7769e-01 [ 2.7698e-02 2.4999e-01 ] 7.2231e-01
 1.300e+00 1.4246e-01 1.4246e-01 [ 1.0178e-02 1.3228e-01 ] 8.5754e-01
 1.400e+00 6.7267e-02 6.7267e-02 [ 3.2557e-03 6.4011e-02 ] 9.3273e-01
 1.500e+00 2.7708e-02 2.7708e-02 [ 8.7151e-04 2.6837e-02 ] 9.7229e-01
 1.600e+00 7.3154e-03 7.3154e-03 [ 1.5106e-04 7.1643e-03 ] 9.9268e-01
 1.700e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 1.0000e+00
