 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
 1.000e-01 9.9836e-01 9.9836e-01 [ 6.3348e-01 3.6488e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.6348e-03
 2.000e-01 9.9999e-01 9.9999e-01 [ 6.3255e-01 3.6744e-01 ] 0.0000e+00 [ 0.0000e+00 ] 9.4365e-06
 3.000e-01 9.9997e-01 9.9997e-01 [ 6.9705e-01 3.0291e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.0834e-05
 4.000e-01 9.9991e-01 9.9991e-01 [ 7.5916e-01 2.4075e-01 ] 0.0000e+00 [ 0.0000e+00 ] 9.5148e-05
 5.000e-01 9.9971e-01 9.9971e-01 [ 7.9926e-01 2.0045e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.8792e-04
 6.000e-01 9.9909e-01 9.9909e-01 [ 8.1588e-01 1.8321e-01 ] 0.0000e+00 [ 0.0000e+00 ] 9.1159e-04
 7.000e-01 9.9708e-01 9.9708e-01 [ 8.1069e-01 1.8639e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.9248e-03
 8.000e-01 9.9100e-01 9.9100e-01 [ 7.8354e-01 2.0747e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.9959e-03
 9.000e-01 9.7357e-01 9.7357e-01 [ 7.3139e-01 2.4218e-01 ] 0.0000e+00 [ 0.0000e+00 ] 2.6426e-02
 1.000e+00 9.2544e-01 9.2544e-01 [ 6.4627e-01 2.7918e-01 ] 0.0000e+00 [ 0.0000e+00 ] 7.4558e-02
 1.100e+00 8.2173e-01 8.2173e-01 [ 5.2366e-01 2.9807e-01 ] 0.0000e+00 [ 0.0000e+00 ] 1.7827e-01
 1.200e+00 6.7241e-01 6.7241e-01 [ 3.8615e-01 2.8626e-01 ] 0.0000e+00 [ 0.0000e+00 ] 3.2759e-01
 1.300e+00 5.1981e-01 5.1981e-01 [ 2.6818e-01 2.5164e-01 ] 0.0000e+00 [ 0.0000e+00 ] 4.8019e-01
 1.400e+00 3.9464e-01 3.9464e-01 [ 1.8475e-01 2.0990e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.0536e-01
 1.500e+00 3.0302e-01 3.0302e-01 [ 1.3153e-01 1.7149e-01 ] 0.0000e+00 [ 0.0000e+00 ] 6.9698e-01
 1.600e+00 2.3855e-01 2.3855e-01 [ 9.8472e-02 1.4008e-01 ] 0.0000e+00 [ 0.0000e+00 ] 7.6145e-01
 1.700e+00 1.9299e-01 1.9299e-01 [ 7.7309e-02 1.1568e-01 ] 0.0000e+00 [ 0.0000e+00 ] 8.0701e-01
 1.800e+00 1.5998e-01 1.5998e-01 [ 6.2857e-02 9.7120e-02 ] 0.0000e+00 [ 0.0000e+00 ] 8.4002e-01
 1.900e+00 1.3535e-01 1.3535e-01 [ 5.2199e-02 8.3152e-02 ] 0.0000e+00 [ 0.0000e+00 ] 8.6465e-01
 2.000e+00 1.1648e-01 1.1648e-01 [ 4.3744e-02 7.2735e-02 ] 0.0000e+00 [ 0.0000e+00 ] 8.8352e-01
 2.100e+00 1.0169e-01 1.0169e-01 [ 3.6630e-02 6.5060e-02 ] 0.0000e+00 [ 0.0000e+00 ] 8.9831e-01
 2.200e+00 8.9897e-02 8.9897e-02 [ 3.0397e-02 5.9500e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.1010e-01
 2.300e+00 8.0375e-02 8.0375e-02 [ 2.4816e-02 5.5559e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.1963e-01
 2.400e+00 7.2633e-02 7.2633e-02 [ 1.9796e-02 5.2836e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.2737e-01
 2.500e+00 6.6339e-02 6.6339e-02 [ 1.5331e-02 5.1008e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.3366e-01
 2.600e+00 6.1260e-02 6.1260e-02 [ 1.1452e-02 4.9807e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.3874e-01
 2.700e+00 5.7222e-02 5.7222e-02 [ 8.1981e-03 4.9024e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.4278e-01
 2.800e+00 5.4084e-02 5.4084e-02 [ 5.5864e-03 4.8497e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.4592e-01
 2.900e+00 5.1710e-02 5.1710e-02 [ 3.5981e-03 4.8112e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.4829e-01
 3.000e+00 4.9968e-02 4.9968e-02 [ 2.1736e-03 4.7794e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5003e-01
 3.100e+00 4.8712e-02 4.8712e-02 [ 1.2208e-03 4.7491e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5129e-01
 3.200e+00 4.7776e-02 4.7776e-02 [ 6.3095e-04 4.7145e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5222e-01
 3.300e+00 4.6931e-02 4.6931e-02 [ 2.9630e-04 4.6635e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5307e-01
 3.400e+00 4.5772e-02 4.5772e-02 [ 1.2435e-04 4.5648e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5423e-01
 3.500e+00 4.3453e-02 4.3453e-02 [ 4.5548e-05 4.3408e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.5655e-01
 3.600e+00 3.8243e-02 3.8243e-02 [ 1.4030e-05 3.8229e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.6176e-01
 3.700e+00 2.7533e-02 2.7533e-02 [ 3.3791e-06 2.7530e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.7247e-01
 3.800e+00 1.1082e-02 1.1082e-02 [ 5.0000e-07 1.1082e-02 ] 0.0000e+00 [ 0.0000e+00 ] 9.8892e-01
 3.900e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 ] 0.0000e+00 [ 0.0000e+00 ] 1.0000e+00
