0.00000e+00 0.0000e+00 3.3902e-04 -0.0000e+00
1.00000e-02 -1.3217e-07 3.3902e-04 -0.0000e+00
2.00000e-02 -5.4350e-07 3.3902e-04 -0.0000e+00
3.00000e-02 -1.2728e-06 3.3902e-04 -0.0000e+00
4.00000e-02 -2.2979e-06 3.3902e-04 -0.0000e+00
5.00000e-02 -3.6237e-06 3.3902e-04 -0.0000e+00
6.00000e-02 -5.2619e-06 3.3902e-04 -0.0000e+00
7.00000e-02 -7.1839e-06 3.3902e-04 -0.0000e+00
8.00000e-02 -9.4356e-06 3.3902e-04 -0.0000e+00
9.00000e-02 -1.1967e-05 3.3902e-04 -0.0000e+00
1.00000e-01 -1.4819e-05 3.3902e-04 -0.0000e+00
1.10000e-01 -1.7964e-05 3.3903e-04 -0.0000e+00
1.20000e-01 -2.1412e-05 3.3903e-04 -0.0000e+00
1.30000e-01 -2.5171e-05 3.3903e-04 -0.0000e+00
1.40000e-01 -2.9216e-05 3.3903e-04 -0.0000e+00
1.50000e-01 -3.3587e-05 3.3903e-04 -0.0000e+00
1.60000e-01 -3.8239e-05 3.3903e-04 -0.0000e+00
1.70000e-01 -4.3214e-05 3.3903e-04 -0.0000e+00
1.80000e-01 -4.8479e-05 3.3904e-04 -0.0000e+00
1.90000e-01 -5.4050e-05 3.3904e-04 -0.0000e+00
2.00000e-01 -5.9929e-05 3.3904e-04 -0.0000e+00
2.10000e-01 -6.6098e-05 3.3904e-04 -0.0000e+00
2.20000e-01 -7.2588e-05 3.3904e-04 -0.0000e+00
2.30000e-01 -7.9360e-05 3.3905e-04 -0.0000e+00
2.40000e-01 -8.6458e-05 3.3905e-04 -0.0000e+00
2.50000e-01 -9.3842e-05 3.3905e-04 -0.0000e+00
2.60000e-01 -1.0154e-04 3.3905e-04 -0.0000e+00
2.70000e-01 -1.0954e-04 3.3906e-04 -0.0000e+00
2.80000e-01 -1.1783e-04 3.3906e-04 -0.0000e+00
2.90000e-01 -1.2644e-04 3.3906e-04 -0.0000e+00
3.00000e-01 -1.3533e-04 3.3907e-04 -0.0000e+00
3.10000e-01 -1.4455e-04 3.3907e-04 -0.0000e+00
3.20000e-01 -1.5406e-04 3.3907e-04 -0.0000e+00
3.30000e-01 -1.6388e-04 3.3908e-04 -0.0000e+00
3.40000e-01 -1.7399e-04 3.3908e-04 -0.0000e+00
3.50000e-01 -1.8441e-04 3.3908e-04 -0.0000e+00
3.60000e-01 -1.9514e-04 3.3909e-04 -0.0000e+00
3.70000e-01 -2.0615e-04 3.3909e-04 -0.0000e+00
3.80000e-01 -2.1750e-04 3.3909e-04 -0.0000e+00
3.90000e-01 -2.2912e-04 3.3910e-04 -0.0000e+00
4.00000e-01 -2.4106e-04 3.3910e-04 -0.0000e+00
4.10000e-01 -2.5330e-04 3.3911e-04 -0.0000e+00
4.20000e-01 -2.6584e-04 3.3911e-04 -0.0000e+00
4.30000e-01 -2.7869e-04 3.3911e-04 -0.0000e+00
4.40000e-01 -2.9183e-04 3.3912e-04 -0.0000e+00
4.50000e-01 -3.0529e-04 3.3912e-04 -0.0000e+00
4.60000e-01 -3.1904e-04 3.3913e-04 -0.0000e+00
4.70000e-01 -3.3310e-04 3.3913e-04 -0.0000e+00
4.80000e-01 -3.4746e-04 3.3914e-04 -0.0000e+00
4.90000e-01 -3.6213e-04 3.3914e-04 -0.0000e+00
5.00000e-01 -3.7710e-04 3.3915e-04 -0.0000e+00
5.10000e-01 -3.9236e-04 3.3915e-04 -0.0000e+00
5.20000e-01 -4.0794e-04 3.3916e-04 -0.0000e+00
5.30000e-01 -4.2381e-04 3.3916e-04 -0.0000e+00
5.40000e-01 -4.4000e-04 3.3917e-04 -0.0000e+00
5.50000e-01 -4.5648e-04 3.3917e-04 -0.0000e+00
5.60000e-01 -4.7326e-04 3.3918e-04 -0.0000e+00
5.70000e-01 -4.9036e-04 3.3919e-04 -0.0000e+00
5.80000e-01 -5.0774e-04 3.3919e-04 -0.0000e+00
5.90000e-01 -5.2545e-04 3.3920e-04 -0.0000e+00
6.00000e-01 -5.4343e-04 3.3920e-04 -0.0000e+00
6.10000e-01 -5.6175e-04 3.3921e-04 -0.0000e+00
6.20000e-01 -5.8035e-04 3.3922e-04 -0.0000e+00
6.30000e-01 -5.9926e-04 3.3922e-04 -0.0000e+00
6.40000e-01 -6.1847e-04 3.3923e-04 -0.0000e+00
6.50000e-01 -6.3798e-04 3.3924e-04 -0.0000e+00
6.60000e-01 -6.5781e-04 3.3924e-04 -0.0000e+00
6.70000e-01 -6.7791e-04 3.3925e-04 -0.0000e+00
6.80000e-01 -6.9835e-04 3.3926e-04 -0.0000e+00
6.90000e-01 -7.1907e-04 3.3926e-04 -0.0000e+00
7.00000e-01 -7.4011e-04 3.3927e-04 -0.0000e+00
7.10000e-01 -7.6144e-04 3.3928e-04 -0.0000e+00
7.20000e-01 -7.8308e-04 3.3929e-04 -0.0000e+00
7.30000e-01 -8.0503e-04 3.3929e-04 -0.0000e+00
7.40000e-01 -8.2726e-04 3.3930e-04 -0.0000e+00
7.50000e-01 -8.4982e-04 3.3931e-04 -0.0000e+00
7.60000e-01 -8.7266e-04 3.3932e-04 -0.0000e+00
7.70000e-01 -8.9582e-04 3.3932e-04 -0.0000e+00
7.80000e-01 -9.1928e-04 3.3933e-04 -0.0000e+00
7.90000e-01 -9.4303e-04 3.3934e-04 -0.0000e+00
8.00000e-01 -9.6710e-04 3.3935e-04 -0.0000e+00
8.10000e-01 -9.9146e-04 3.3936e-04 -0.0000e+00
8.20000e-01 -1.0161e-03 3.3936e-04 -0.0000e+00
8.30000e-01 -1.0411e-03 3.3937e-04 -0.0000e+00
8.40000e-01 -1.0664e-03 3.3938e-04 -0.0000e+00
8.50000e-01 -1.0920e-03 3.3939e-04 -0.0000e+00
8.60000e-01 -1.1179e-03 3.3940e-04 -0.0000e+00
8.70000e-01 -1.1440e-03 3.3941e-04 -0.0000e+00
8.80000e-01 -1.1705e-03 3.3942e-04 -0.0000e+00
8.90000e-01 -1.1973e-03 3.3943e-04 -0.0000e+00
9.00000e-01 -1.2244e-03 3.3944e-04 -0.0000e+00
9.10000e-01 -1.2518e-03 3.3944e-04 -0.0000e+00
9.20000e-01 -1.2795e-03 3.3945e-04 -0.0000e+00
9.30000e-01 -1.3075e-03 3.3946e-04 -0.0000e+00
9.40000e-01 -1.3359e-03 3.3947e-04 -0.0000e+00
9.50000e-01 -1.3645e-03 3.3948e-04 -0.0000e+00
9.60000e-01 -1.3934e-03 3.3949e-04 -0.0000e+00
9.70000e-01 -1.4226e-03 3.3950e-04 -0.0000e+00
9.80000e-01 -1.4521e-03 3.3951e-04 -0.0000e+00
9.90000e-01 -1.4820e-03 3.3952e-04 -0.0000e+00
1.00000e+00 -1.5121e-03 3.3953e-04 -0.0000e+00
1.01000e+00 -1.5425e-03 3.3954e-04 -0.0000e+00
1.02000e+00 -1.5733e-03 3.3955e-04 -0.0000e+00
1.03000e+00 -1.6043e-03 3.3956e-04 -0.0000e+00
1.04000e+00 -1.6356e-03 3.3957e-04 -0.0000e+00
